url|http_status|fetched|verdict|confidence|proof_quote|note
https://www.dinmedia.de/en/technical-rule/dafstb-beton-rezyklierte-gesteinskoernung/139271550|200|true|PROVEN|hoch|"DAfStb-Richtlinie Beton nach DIN EN 206-1 und DIN 1045-2 mit rezyklierten Gesteinskoernungen nach DIN EN 12620"|DIN Media page for exact DAfStb guideline on recycled-aggregate concrete; matches quote
https://www.gebaeudeforum.de/ordnungsrecht/geg/|200|true|PROVEN|hoch|"Das Gebaeudeenergiegesetz (GEG) gilt fuer Wohngebaeude und fuer Nichtwohngebaeude ... Im GEG sind die anzuwendenden Berechnungsverfahren und Normen definiert"|Official Gebaeudeforum GEG page; matches energy/Sanierungsstandard + Nachweis quote
https://www.dinmedia.de/en/technical-rule/din-spec-91525/397760893|200|true|PROVEN|hoch|"DIN SPEC 91525 ... Post-Use Concept (PUC) for construction products from existing buildings ... Anschlussnutzungskonzept fuer Bauprodukte aus Bestandsgebaeuden"|DIN Media page for exact DIN SPEC 91525 (PUC) cited; matches quote
https://www.dgnb.de/en/sustainable-building/circular-building/building-resource-passport|200|true|PROVEN|hoch|"DGNB Building Resource Passport ... creates an information base for all phases of a building's life cycle ... transparency regarding materials used, the greenhouse gas emissions ... and their circularity"|Official DGNB page for the Building Resource Passport; matches Gebaeuderessourcenpass quote
https://www.gesetze-im-internet.de/altholzv/BJNR330210002.html|200|true|PROVEN|hoch|"Verordnung ueber Anforderungen an die Verwertung und Beseitigung von Altholz (Altholzverordnung - AltholzV)"|Official German law text of AltholzV; backs Altholz category/Holzschutzmittel quotes
https://www.gesetze-im-internet.de/krwg/__6.html|200|true|PROVEN|hoch|"Kreislaufwirtschaftsgesetz - KrWG ... §6 Abfallhierarchie ... 1. Vermeidung, 2. Vorbereitung zur Wiederverwendung, 3. Recycling, 4. sonstige Verwertung ... 5. Beseitigung"|Official §6 KrWG text; matches Abfallhierarchie/Vorbereitung zur Wiederverwendung quotes verbatim
https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/|200|true|PROVEN|hoch|"Die EU-Bauprodukteverordnung gilt nach Art. 2 fuer Bauprodukte einschliesslich gebrauchter Produkte ... digitales Produktpasssystem ... muss u.a. Informationen fuer die Wiederverwendung und Wiederaufbereitung von Produkten bereitstellen"|Official ressource-deutschland page on CPR 2024/3110; matches used-products + DPP quote
https://din.one/pages/viewpage.action?pageId=160465716|200|true|PROVEN|hoch|"DIN SPEC 91484 'Verfahren zur Erfassung von Bauprodukten als Grundlage fuer Bewertungen des Anschlussnutzungspotentials vor Abbruch- und Renovierungsarbeiten (Pre-Demolition-Audit)' erschienen"|DIN Confluence page for DIN SPEC 91484 pre-demolition audit; matches quotes
https://www.baua.de/DE/Angebote/Regelwerk/TRGS/TRGS-519|200|true|PROVEN|hoch|"TRGS 519 Asbest: Abbruch-, Sanierungs- oder Instandhaltungsarbeiten ... Technische Regel fuer Gefahrstoffe"|Official BAuA page for TRGS 519; matches asbestos quotes (pre-1993 buildings, Erkundung)
https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024|404|true|DEAD_LINK|hoch|"(stored URL 404). Claim corroborated by moved page: 'in allen Gebaeuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest ... zu rechnen' + Informations-/Mitwirkungspflicht des Veranlassers"|URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true
https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter|200|true|PROVEN|hoch|"Eintrag 77 zur Beschraenkung von Formaldehyd ... Anhang XVII der REACH-Verordnung ... ab dem 6. August 2026 ... Grenzwert von 0,062 mg/m3 ... Fuer alle anderen Erzeugnisse ... 0,080 mg/m3"|Official REACH-Helpdesk page; matches formaldehyde limits/dates verbatim (incl. rg REACH Anhang XVII Eintrag 77)
https://www.weka.de/architekten-ingenieure/din-18065/|200|true|PROVEN|hoch|"DIN 18065:2020-08 'Gebaeudetreppen - Begriffe, Messregeln, Hauptmasse' gilt im deutschen Wohnungsbau als wichtigste Regel fuer die Masse von Treppen"|WEKA page for exact DIN 18065 cited; matches stair-dimensions quote
https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/|200|true|PARTIAL|mittel|"Richt- und Grenzwerte fuer Schadstoffbelastungen ... fuer die wichtigsten in Innenraeumen und an Gebaeuden auftretenden Schadstoffe ... Uebersicht der ... wichtigen Regelwerke"|Index/hub page for pollutant limit values; correct topical authority but specific values (Pb/Cd/Hg, lead paint) sit on subpages not shown here
https://www.iso.org/standard/78322.html|200|true|PROVEN|hoch|"ISO 6892-1:2019 - Metallic materials - Tensile testing - Part 1: Method of test at room temperature ... defines the mechanical properties which can be determined at room temperature"|Official ISO catalogue page for exact standard (EN ISO 6892-1) cited
https://www.bsigroup.com/en-US/insights-and-media/insights/brochures/pas-2080-carbon-management-in-infrastructure-and-built-environment/|200|true|PROVEN|hoch|"PAS 2080:2023 ... specifies the requirements for the management of whole-life carbon in buildings and infrastructure"|Official BSI PAS 2080 page; matches whole-life-carbon quote
https://www.deutscher-abbruchverband.de/publikationen/handlungshilfen-downloads/atv-din-18459/|200|true|PROVEN|hoch|"ATV DIN 18459 ... eine eigene ATV ... fuer Abbruch- und Rueckbauarbeiten ... Foerdern und Laden"|Deutscher Abbruchverband page for ATV DIN 18459 (VOB/C); matches quote
https://shop.sia.ch/normenwerk/architekt/380-1_2016_d/D/Product|200|true|PROVEN|hoch|"SIA 380/1 Heizwaermebedarf ... 2016 ... gueltig ab 01.12.2016"|Official SIA shop page for SIA 380/1 (energy/Gebaeudehuelle); matches quote
https://www.sbst.dk/Media/638442760533494160/Barrierer%20og%20muligheder%20for%20biogene%20og%20genbrugte%20byggematerialer%20i%20BR18.pdf|200|true|PROVEN|hoch|"Barrierer og muligheder for biogene og genbrugte byggematerialer i BR18 ... Social- og Boligstyrelsen ... 23. januar 2024"|Official Danish report on reused materials in BR18; matches documentation/LCA-zero quote
https://gewerbeaufsicht.baden-wuerttemberg.de/documents/20121/49165/6_1.pdf|200|true|PROVEN|hoch|"Richtlinie fuer die Bewertung und Sanierung PCB-belasteter Baustoffe und Bauteile in Gebaeuden (PCB-Richtlinie) - Fassung September 1994 ... ARGEBAU"|Official ARGEBAU PCB-Richtlinie text; matches PCB quote + rg PCB-Richtlinie (ARGEBAU)
https://www.arguk.de/leistung/innenraum/Sanierung-von-teerpechhaltigen-Parkettklebern.htm|200|true|PROVEN|hoch|"PAK - Sanierung von teerpechhaltigen Parkettklebern ... Ein teerhaltiger Parkettkleber kann mit PAK und Asbest belastet sein ... ARGEBAU PAK-Hinweise"|ARGUK lab page on PAK in tar parquet adhesives; matches HAT_SCHADSTOFFRISIKO/pruefung quote
https://www.baunormenlexikon.de/norm/din-18040-1/c099c3ee-ecd0-48ed-9d9d-ec0f84970d53|200|true|PROVEN|hoch|"DIN 18040-1 | 2010-10 ... Barrierefreies Bauen - Planungsgrundlagen - Teil 1: Oeffentlich zugaengliche Gebaeude ... stufen- und schwellenlos ... nicht staerker als 3 % geneigt"|Baunormenlexikon page for DIN 18040-1; matches barrier-free quote
https://zukunftnaturstein.de/wiederverwendbarkeit-von-naturstein/|200|true|PROVEN|hoch|"der langlebige Baustoff laesst sich problemlos wiederverwenden ... eine gut geplante Natursteinfassade auch nach 100 Jahren voll funktionsfaehig ... sortenrein ... getrennt"|Zukunft Naturstein page; matches reuse/durability quote
https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078|200|true|PROVEN|hoch|"Verordnung (EU) 2019/1021 ueber persistente organische Schadstoffe ... Einstellung oder die Beschraenkung der Herstellung und der Verwendung persistenter organischer Schadstoffe (POP) ... Entsorgung von Abfaellen"|EUR-Lex summary of POP Regulation 2019/1021; matches quote + rg POP-Verordnung (EU) 2019/1021
https://www.baunormenlexikon.de/norm/din-18008-4/e87129e6-4c53-4386-852c-b6fd49626b0d|200|true|PROVEN|hoch|"DIN 18008-4 | 2024-12 ... Glas im Bauwesen - Bemessungs- und Konstruktionsregeln - Teil 4: Zusatzanforderungen an absturzsichernde Verglasungen"|Baunormenlexikon page for DIN 18008-4; matches fall-protection glazing quote
https://www.umweltbundesamt.de/system/files/medien/4031/dokumente/agbb_bewertungsschema_2024.pdf|200|true|PROVEN|hoch|"Ausschuss zur gesundheitlichen Bewertung von Bauprodukten AgBB - 2024 ... Gesundheitliche Bewertung der Emissionen von fluechtigen organischen Verbindungen (VVOC, VOC und SVOC) aus Bauprodukten"|Official UBA AgBB scheme 2024 PDF; matches VOC quote + rg AgBB/DIN EN 16516
https://www.dinmedia.de/en/standard/din-en-408/126881788|200|true|PROVEN|mittel|"DIN EN 408:2010-12 ... Timber structures - Structural timber and glued laminated timber - Determination of some physical and mechanical properties"|DIN Media page for EN 408 (this 2010 edition marked WITHDRAWN, superseded by 2012-10); standard is real & current; matches timber-testing quote
https://www.baua.de/DE/Angebote/Regelwerk/TRGS/pdf/TRGS-521.pdf|200|true|PROVEN|hoch|"TRGS 521 'Taetigkeiten mit alter Mineralwolle'"|Official BAuA TRGS 521 page; matches old-mineral-wool quote + rg TRGS 521
https://www.elektrofachkraft.de/pruefung/elektrotechnische-erstpruefung-wiederholungspruefung|200|true|PROVEN|hoch|"DGUV Vorschrift 3 ... fordert in § 5 Abs. 1 Nr. 1 grundsaetzlich Pruefungen vor der Inbetriebnahme ... Pruefungen vor Inbetriebnahme nach DIN VDE 0100-600 ... erforderlich"|elektrofachkraft.de page; matches DGUV V3/VDE 0100-600/0105-100 quote
https://www.ecologie.gouv.fr/politiques-publiques/diagnostic-produits-equipements-materiaux-dechets-pemd|200|true|PROVEN|hoch|"loi 'AGEC' prevoit ... diagnostic 'produits, equipements, materiaux et dechets' (PEMD) ... priorite au reemploi ... surface cumulee ... superieure a 1 000 m2 ... maitre d'ouvrage"|Official French ministry PEMD page; matches diagnostic PEMD quote verbatim
https://www.ecologie.gouv.fr/politiques-publiques/reglementation-environnementale-re2020|200|true|PROVEN|hoch|"RE2020 ... premiere reglementation francaise ... a introduire la performance environnementale dans la construction neuve via l'analyse en cycle de vie"|Official French ministry RE2020 page; matches ACV/reuse-zero-impact quote
https://www.umweltbundesamt.de/themen/gesundheit/umwelteinfluesse-auf-den-menschen/schimmel/aktueller-uba-schimmelleitfaden|200|true|PROVEN|hoch|"Leitfaden zur Vorbeugung, Erfassung und Sanierung von Schimmelbefall in Gebaeuden ('Schimmelleitfaden') ... Dezember 2017 ... aktualisierte Version April 2024"|Official UBA Schimmelleitfaden page; matches mould quote + rg UBA-Schimmelleitfaden
https://standards.iteh.ai/catalog/standards/cen/3209bcc7-df9a-4eb2-904d-e690e79b7452/en-13791-2019|200|true|PROVEN|hoch|"EN 13791:2019 - In-Situ Compressive Strength Assessment of Concrete"|iteh catalogue page for exact EN 13791:2019 standard; matches in-situ concrete strength quote
https://bauforumstahl.de/wp-content/uploads/2024/02/bfs-CE-Kennzeichnung_nach_EN-1090.pdf|200|true|PROVEN|hoch|"Stahlbau - CE-Kennzeichnung nach EN-1090-1 und Bauproduktenverordnung ... auf Grundlage der zertifizierten werkseigenen Produktionskontrolle (WPK) nach EN 1090-1"|bauforumstahl PDF; matches CE/EN 1090-1/WPK quote for load-bearing steel
https://www.vdi.de/richtlinien/details/vdi-6210-blatt-1-abbruch-von-baulichen-und-technischen-anlagen|200|true|PROVEN|hoch|"VDI 6210 Blatt 1 ... Demolition of structural and technical facilities ... Gewinnung, Bereitstellung, (Zwischen-)Lagerung, Behandlung und den Umschlag der anfallenden Materialien"|Official VDI page for VDI 6210 Blatt 1; matches demolition/recovery quote
https://cms.sia.ch/de/api/getMedia/715|200|true|PROVEN|hoch|"prSIA 269/2:2024-04 ... Erhaltung von Tragwerken - Betonbau (Existing structures - Concrete structures)"|SIA media file for SIA 269/2 (existing concrete structures); matches quote
https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse|200|true|UNVERIFIABLE|niedrig|"(URL resolved to generic VITO 'News and project updates' index; the specific demolition-guide/Tracimat article content was not rendered)"|Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL
https://www.gesetze-im-internet.de/ersatzbaustoffv/|200|true|PROVEN|hoch|"ErsatzbaustoffV ... Herstellen von mineralischen Ersatzbaustoffen ... Gueteueberwachung ... Einbau von mineralischen Ersatzbaustoffen ... Klassifizierung"|Official ErsatzbaustoffV (EBV) text; matches Mantelverordnung/Gueteueberwachung quote
https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853|200|true|PROVEN|hoch|"DIN EN 13501 ... Euroklassen A bis F ... s1-s3 (Rauchentwicklung) ... d0-d2 (brennendes Abtropfen) ... Klassifizierungen nach DIN 4102 und ... DIN EN 13501-1 ... nicht direkt aufeinander uebertragbar"|BauNetz Wissen page for DIN EN 13501; matches Euroklassen + DIN 4102 quotes
https://www.steelconstruction.info/Preloaded_bolting|200|true|PROVEN|mittel|"Preloaded bolting ... almost always made with preloaded bolts, as recommended in BS EN 1993-2 ... High-strength structural bolting assemblies for preloading"|SteelConstruction.info page on preloaded bolting/EN 14399; correct authority; specific EN 1090-2 reuse-prohibition detail deeper in page
https://susproc.jrc.ec.europa.eu/product-bureau/sites/default/files/2021-01/UM1_Introduction_to_Level(s)_v1.1_27pp.pdf|200|true|PROVEN|hoch|"Level(s) - A common EU framework of core sustainability indicators for office and residential buildings ... Joint Research Centre ... Circular Economy"|Official JRC Level(s) User Manual PDF; matches Level(s)/macro-objective quote
https://www.bmluk.gv.at/dam/jcr:b5c6f981-a044-4979-9dd5-76da4bb69477/OeNORM_B3151_2014.pdf|200|true|PROVEN|hoch|"OENORM B 3151 ... 2014-12-01 ... Rueckbau von Bauwerken als Standardabbruchmethode (Dismantling of buildings as a standard method for demolition)"|Official Austrian OeNORM B 3151 PDF; matches selective-dismantling quote
https://eurocodes.jrc.ec.europa.eu/news/cents-174402020-assessment-and-retrofitting-existing-structures|200|true|PROVEN|hoch|"CEN/TS 17440:2020 'Assessment and retrofitting of existing structures' ... intended to supply the additional or amended provisions that can enable EN 1990 to be applied to the structural assessment of existing structures"|Official JRC Eurocodes page for CEN/TS 17440; matches existing-structure assessment quote
https://www.gebaeudeforum.de/wissen/nachhaltiges-bauen-und-sanieren/lebenszyklusbetrachtung/oekobilanzierung-lca/|200|true|PROVEN|hoch|"Oekobilanz (Life Cycle Assessment, LCA) ... DIN EN ISO 14040 / 14044 ... DIN EN 15978 ... Modul D (z.B. Wiederverwendung, Recycling) ... DIN EN 15804"|Official Gebaeudeforum LCA page; matches LCA/EN 15978/EN 15804/Modul-D quotes
https://www.dibk.no/regelverk/byggteknisk-forskrift-tek17/9/9-5|200|true|PROVEN|hoch|"§ 9-5. Byggavfall og ombruk ... Det skal velges produkter som er egnet for ombruk og materialgjenvinning. Byggverk skal prosjekteres og bygges slik at det er tilrettelagt for senere demontering"|Official Norwegian TEK17 §9-5 text; matches reuse/design-for-disassembly quote
https://www.vdi.de/mitgliedschaft/vdi-richtlinien/unsere-richtlinien-highlights/vdi-6023|200|true|PROVEN|hoch|"VDI 6023 Hygiene in Trinkwasser-Installationen ... Anforderungen an Planung, Ausfuehrung, Betrieb und Instandhaltung ... Gefaehrdungsanalyse"|Official VDI page for VDI 6023; matches drinking-water hygiene quote
https://fastenerandfixing.com/construction-fixings/design-of-fastenings-for-use-in-concrete-en-1992-4-publication-and-the-implication-for-anchor-manufacturers-and-consumers/|200|true|PROVEN|hoch|"EN 1992-4 is part 4 of the Eurocode 2 (Design of concrete structures) ... covers the design of fastenings for use in concrete ... Cast-in fasteners ... Post-installed mechanical fasteners"|Fastener+Fixing article on EN 1992-4; matches anchor/fastening design quote
https://www.maschinenrichtlinie.de/mbt-leitfaden/eu-binnenmarkt/eu-produktvorschriften/bauprodukte-verordnung-eu-nr-305/2011-/-eu-nr-2024/3110/|200|true|PROVEN|hoch|"Verordnung (EU) Nr. 2024/3110 ... tritt am 7. Januar 2025 in Kraft ... gilt ab dem 8. Januar 2026 ... loest dann die alte Bauprodukteverordnung (EU) Nr. 305/2011 ab ... digitaler Produktpass ... EN 1090-1 ... tragende Bauteile"|maschinenrichtlinie.de CPR page; matches CPR 305/2011 + 2024/3110 + EN 1090-1 quotes
https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design|200|true|PROVEN|hoch|"EN 1990 establishes Principles and Requirements for the safety, serviceability and durability of structures ... applicable for the structural appraisal of existing construction, in developing the design of repairs and alterations or in assessing change of use"|Official JRC EN 1990 page; matches structural-basis/existing-structure quote
https://www.ecologie.gouv.fr/politiques-publiques/produits-materiaux-construction-du-secteur-du-batiment-pmcb|200|true|PROVEN|hoch|"loi 'AGEC' a prevu la mise en place d'une filiere REP pour les produits et les materiaux de construction du secteur du batiment a compter de 2022 ... reemploi et de la reutilisation"|Official French ministry PMCB/REP page; matches AGEC REP reuse quote
https://www.oib.or.at/kernaufgaben/oib-richtlinien/|200|true|PROVEN|hoch|"OIB-Richtlinien ... orientieren sich an den Grundanforderungen der Bauprodukteverordnung (EU-BauPVO) ... Brandschutz, Schallschutz, Energieeinsparung und Barrierefreiheit ... Richtlinie 7 (nachhaltige Nutzung natuerlicher Ressourcen) in Entwicklung"|Official OIB page; matches Austrian building-code harmonization quote
https://opalis.eu/en/documentation|200|true|PROVEN|hoch|"documentary resources to facilitate the reuse of reclaimed building materials in renovation and construction works ... FCRBE ... Practical guides for contractors ... demolishers"|Opalis documentation hub; matches reclaimed-materials reuse quote
https://www.lfu.bayern.de/abfall/schadstoffratgeber_gebaeuderueckbau/arbeitshilfe/index.htm|200|true|PROVEN|hoch|"Arbeitshilfe Kontrollierter Rueckbau: Kontaminierte Bausubstanz - Erkundung, Bewertung und Entsorgung ... Gebaeude auf Schadstoffe untersucht ... vor dem Abbruch ausgebaut und anschliessend getrennt entsorgt"|Official LfU Bayern page; matches controlled-deconstruction/pollutant-survey quote
https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698|200|true|PROVEN|hoch|"Norm SIA 269/8 'Erhaltung von Tragwerken - Erdbeben' ersetzt das Merkblatt SIA 2018:2004 ... Grundlage fuer die Ueberpruefung der Erdbebensicherheit von bestehenden Bauten"|espazium article (slug 'sia-2698' = SIA 269/8); matches existing-structure earthquake assessment quote
https://www.baunetzwissen.de/gesund-bauen/fachwissen/regelwerke/normen-fuer-den-lehmbau-3393643|200|true|PROVEN|hoch|"DIN 18940 (2023-06): Tragendes Lehmsteinmauerwerk ... DIN 18945 Lehmsteine ... DIN 18946 Lehmmauermoertel ... DIN 18947 Lehmputzmoertel ... DIN 18948 Lehmplatten"|BauNetz Wissen page on Lehmbau norms; matches earth-building standards quote
https://www.dibt.de/de/wir-bieten/zulassungen-etas-und-mehr/zustimmung-im-einzelfall-zie-und-vorhabenbez-bauartgenehmigung-vbg|200|true|PROVEN|hoch|"Zustimmung im Einzelfall (ZiE) ... regelungsbeduerftiges Bauprodukt nur fuer ein einzelnes Bauvorhaben ... Soll das Produkt oder die Konstruktion erneut verwendet werden, muss ein neuer Antrag gestellt werden"|Official DIBt ZiE/vBG page; matches case-by-case approval for reused/non-regulated products quote
https://www.vdi.de/richtlinie/vdigvss_6202_blatt_1-schadstoffbelastete_bauliche_und_technische_anlagen_abbruch_sanierungs_und/|200|true|PROVEN|hoch|"VDI/GVSS 6202 Blatt 1 ... Schadstoffbelastete bauliche und technische Anlagen - Abbruch-, Sanierungs- und Instandhaltungsarbeiten (01.10.2013; Neufassung VDI 6202 Blatt 1 als Projekt 01.02.2028)"|Official VDI database entry for VDI 6202 Blatt 1; matches pollutant-loaded demolition/remediation quote
https://www.abt-w.de/messungen/salzbestimmung.html|200|true|PROVEN|hoch|"Salzbestimmung bauschaedlicher Salze ... Sulfate, Chloride und Nitrate ... Gefaehrdungseinstufung erfolgt nach dem WTA-Merkblatt 'Beurteilung von Mauerwerk - Mauerwerksdiagnostik' ... drei Stufen"|abt-w expert page; matches harmful-salts determination quote + WTA basis
https://www.labo-deutschland.de/documents/LABO_MKW-Bewertung_2017_12.pdf|200|true|PROVEN|hoch|"LABO ... Bewertung von Mineraloelkohlenwasserstoffen (MKW) ... Wirkungspfad Boden-Mensch ... LABO-Hilfestellung fuer den Vollzug ... 13. September 2017"|Official LABO MKW assessment PDF; matches mineral-oil-hydrocarbon evaluation quote
https://www.feuertrutz.de/brandschutzklassen-nach-din-4102-und-en-13501-1-26072017|200|true|PROVEN|hoch|"Baustoffe ... national nach DIN 4102-1 in Baustoffklassen, europaeisch seit 2001 nach DIN EN 13501-1 in Brandverhaltensklassen ... § 26 MBO: nichtbrennbar, schwerentflammbar, normalentflammbar"|FeuerTrutz page; matches fire-class DIN 4102 / EN 13501-1 / MBO quote
https://www.istructe.org/resources/guidance/circular-economy/|200|true|PROVEN|hoch|"Circular economy and reuse: guidance for designers ... reusing components and assemblies, audits, and the legal considerations to be aware of ... resource-led design"|Official IStructE guidance page; matches structural reuse/circular-economy quote
https://www.nen.nl/bouw/constructieve-veiligheid/constructieve-veiligheid-bestaande-bouw|200|true|PROVEN|hoch|"In het Bouwbesluit wordt voor het beoordelen van de constructieve veiligheid van bestaande constructies en verbouw verwezen naar NEN 8700 en NEN 8701"|Official NEN page; matches NEN 8700/8701 existing-structure safety quote
https://www.nen.nl/nta-8713-2023-nl-307691|200|true|PROVEN|hoch|"NTA 8713:2023 ... hergebruiken van constructiestaal ... procedure om de geometrische en materiaaleigenschappen van staalprofielen te bepalen die uit een donorbouwwerk gedemonteerd worden om in een andere constructie opnieuw gebruikt te worden"|Official NEN page for NTA 8713 (reuse of structural steel); matches quote verbatim
https://de.wikipedia.org/wiki/Produkthaftung_(Deutschland)|200|true|PROVEN|mittel|"Produkthaftung ... §§ 1 bis 19 des Produkthaftungsgesetzes (ProdHaftG) ... reine Gefaehrdungshaftung ... Hersteller des Endproduktes, Teilproduktes und Grundstoffes ... Importeur ... Lieferant haftet"|Wikipedia ProdHaftG article; supports product-liability claim for (reused) components; tertiary source but accurate on statute
https://steel-sci.com/assets/downloads/steel-reuse-protocol-v06.pdf|200|true|PROVEN|hoch|"Protocol for reusing structural steel ... SCI (the Steel Construction Institute) ... The environmental advantages of re-using reclaimed structural steel are considerable"|Official SCI steel-reuse protocol PDF; matches reclaimed-steel reuse/testing quote
