anchor_id,claim_type,target_id,target_label,recommended_action,evidence_level,source_title,source_url,source_line_ref,evidence_quote,research_note,import_safe_without_manual_review,claim_scope,pass_name
baticycle,Aufbereitungsverfahren,LOOKUP_REQUIRED_reconditionnement,Reconditionnement,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,Bâticycle Matériaux second oeuvre,https://baticycle.fr/materiaux-second-oeuvre/,L81-L83,“Chaque produit est soigneusement sélectionné pour sa qualité et reconditionné par nos équipes.”,Exact Aufbereitungsverfahren ID requires Cypher lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
genbyg,Bauteiltyp,bt_tuer,Tür,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Genbyg home/category tree,https://genbyg.dk/,L36-L49,Category tree: “Brugte Døre” with subcategories for exterior/interior/double/fire doors.,Direct first-party webshop category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
genbyg,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Genbyg home/category tree,https://genbyg.dk/,L50-L61,Category tree: “Brugte Vinduer” with window subcategories.,Direct first-party webshop category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
genbyg,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Genbyg home/category tree,https://genbyg.dk/,L62-L67,"Category tree includes “Lamper & EL”, lamps/lighting and electrical articles.",Direct first-party webshop category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
genbyg,Material,mat_glas,Glas,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Genbyg home/category tree,https://genbyg.dk/,L50-L56,Window subcategory includes “Enkeltlagsglas”.,Single glazing/glass is explicit material.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Material,mat_holz,Holz,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler search extract,https://ateliercirculer.be/materialenbank/,search extract,"gerecupereerde hout- en steenfracties; constructiehout, plaatmaterialen, tropisch/rustiek/lokaal hout",Direct first-party search extract names wood categories.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Material,mat_naturstein,Naturstein,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler search extract,https://ateliercirculer.be/materialenbank/,search extract,kunst- en natuursteen,Direct first-party search extract explicitly names natural stone.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Material,mat_daemmstoff,Dämmstoff,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler search extract,https://ateliercirculer.be/catalogus/,search extract,Isolatie & akoestiek,Insulation category supports mat_daemmstoff.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/,search extract,Ramen & Deuren,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_tuer,Tür,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/,search extract,Ramen & Deuren,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_daemmung,Dämmung,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/,search extract,Isolatie & akoestiek,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/,search extract,Verwarming & Sanitair; Elektriciteit & Verlichting,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_boden,Boden,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/hout/plaatmaterialen/mdf/,search extract,Vloerbekleding,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_fassade,Fassade,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/hout/plaatmaterialen/mdf/,search extract,Terras & Gevelbekleding,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_wand,Wand,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler catalog/category search extract,https://ateliercirculer.be/catalogus/hout/plaatmaterialen/mdf/,search extract,Plaatmaterialen,Direct first-party category evidence; use exact category wording in notes.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialenbank_leuven_atelier_circuler,Bauteiltyp,bt_traeger,Träger,CANDIDATE_ONLY_REVIEW,DIRECT_FIRST_PARTY_SEARCH,Atelier Circuler MDF/category tree search extract,https://ateliercirculer.be/catalogus/hout/plaatmaterialen/mdf/,search extract,Hout subcategory includes “Constructie”.,"Potential structural timber, but not explicit beam/joist/träger; keep manual review.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialrest24,Material,mat_holz,Holz,ADD_OR_KEEP,THIRD_PARTY_FETCHED,Haustec article on Materialrest24 categories,https://www.haustec.de/management/betriebsfuehrung/wie-sie-materialreste-ueber-das-internet-verwerten-koennen,L159-L164,Category list includes “Holz”.,Third-party but specific to Materialrest24 category list.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialrest24,Bauteiltyp,bt_dach,Dach,ADD_OR_KEEP,THIRD_PARTY_FETCHED,Haustec article on Materialrest24 categories,https://www.haustec.de/management/betriebsfuehrung/wie-sie-materialreste-ueber-das-internet-verwerten-koennen,L159-L164,Category list includes “Dach”.,Third-party category evidence; first-party source still preferable before final graph import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialrest24,Bauteiltyp,bt_wand,Wand,ADD_OR_KEEP,THIRD_PARTY_FETCHED,Haustec article on Materialrest24 categories,https://www.haustec.de/management/betriebsfuehrung/wie-sie-materialreste-ueber-das-internet-verwerten-koennen,L159-L164,Category list includes “Trockenbau”.,Third-party category evidence; first-party source still preferable before final graph import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialrest24,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,THIRD_PARTY_FETCHED,Haustec article on Materialrest24 categories,https://www.haustec.de/management/betriebsfuehrung/wie-sie-materialreste-ueber-das-internet-verwerten-koennen,L159-L164,Category list includes “Sanitär & Heizung; Elektronik”.,Third-party category evidence; first-party source still preferable before final graph import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
materialrest24,Bauteiltyp,bt_ausbau,Ausbau,ADD_OR_KEEP,THIRD_PARTY_FETCHED,Haustec article on Materialrest24 categories,https://www.haustec.de/management/betriebsfuehrung/wie-sie-materialreste-ueber-das-internet-verwerten-koennen,L159-L164,Category list includes “Bauelemente; Befestigungsmaterial”.,Third-party category evidence; first-party source still preferable before final graph import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Material,mat_ziegel,Ziegel,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro home,https://www.reempro.com/,L191-L193; L225-L230,Reconditioning examples include “briques”; gros œuvre category supports construction material stock.,Direct first-party material/process evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Material,mat_keramik,Keramik,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro home,https://www.reempro.com/,L227-L233,R&D examples include “Reconditionnement de sanitaires en céramique”.,Direct first-party material/process evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_wand,Wand,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,marketplace L182-L189; home L246-L248,Second œuvre includes “Isolation et cloisons”; home page second œuvre lists placo.,Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_daemmung,Dämmung,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,L182-L189,Marketplace category includes “Isolation et cloisons”.,Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_tuer,Tür,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,L182-L189,"Marketplace category includes “Portes, fenêtres, menuiserie”.",Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,L182-L189,"Marketplace category includes “Portes, fenêtres, menuiserie”.",Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_boden,Boden,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,marketplace L182-L189; home L191-L193,Marketplace category includes “Revêtements sol et plafond”; home page names plancher technique.,Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_decke,Decke,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,L182-L189,Marketplace category includes “Revêtements sol et plafond”.,Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,L182-L189,"Marketplace categories include Électricité/éclairage, CVC, équipements sanitaires, plomberie.",Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Bauteiltyp,bt_ausbau,Ausbau,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Réempro marketplace,https://www.reempro.com/marketplace/,L182-L189,Marketplace category includes plomberie et quincaillerie; second œuvre.,Direct first-party marketplace category evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Aufbereitungsverfahren,LOOKUP_REQUIRED_mechanical_brick_cleaning,Mechanical brick cleaning,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,Réempro home,https://www.reempro.com/,L225-L230,“Reconditionnement de briques… Grâce à un nettoyage mécanique…”,Exact Aufbereitungsverfahren ID requires Cypher lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Aufbereitungsverfahren,LOOKUP_REQUIRED_technical_floor_sanding,Technical floor sanding,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,Réempro home,https://www.reempro.com/,L227-L233,“Le ponçage de la dalle permet de remettre à neuf sa surface…”,Exact Aufbereitungsverfahren ID requires Cypher lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Aufbereitungsverfahren,LOOKUP_REQUIRED_ceramic_sanitary_cleaning,Ceramic sanitary cleaning,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,Réempro home,https://www.reempro.com/,L227-L233,“nettoyage en profondeur de la céramique à partir de produits biosourcés”,Exact Aufbereitungsverfahren ID requires Cypher lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
reempro,Rueckbauverfahren,LOOKUP_REQUIRED_deconstruction_selective,Déconstruction sélective,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,Réempro home,https://www.reempro.com/,L176-L179; L200-L201,Réempro intervient ... pour procéder à la déconstruction sélective.,Exact Rueckbauverfahren ID requires Cypher lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
raedificare,PruefungNachweis,LOOKUP_REQUIRED_diagnostic_pemd,Diagnostic PEMD / Ressource,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,RAEDIFICARE marketplace,https://raedificare.com/marketplace/,L176-L177; L217-L225,Synchronization with diagnostic PEMD + Ressource enables automatic publication of materials.,Strong process/evidence candidate; exact PruefungNachweis ID requires graph lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
raedificare,PruefungNachweis,LOOKUP_REQUIRED_bilan_carbone,Bilan environnemental / carbone,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,RAEDIFICARE marketplace,https://raedificare.com/marketplace/,L107-L109; L176-L177,Platform generates environmental balances/waste/reuse/carbon savings and avoided carbon impact per material.,Exact PruefungNachweis ID requires graph lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
raedificare,Bauteiltyp,bt_mehrere,Mehrere,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,RAEDIFICARE marketplace,https://raedificare.com/marketplace/,L46-L49; L149-L153,Catalogue resources are classified by technical lot/category/subcategory; platform covers reuse materials from demolition/surplus.,Broad classification only; no specific material family on visible page.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
salza,PruefungNachweis,LOOKUP_REQUIRED_admin_final_check,Administrative final check before publication,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,Salza Bauteil-Plattform,https://salza.ch/bauteil-plattform,L71-L77,"After payment and a final check by Salza administration, components are published.",Exact PruefungNachweis ID requires graph lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
salza,Bauteiltyp,bt_mehrere,Mehrere,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,Salza Bauteil-Plattform,https://salza.ch/bauteil-plattform,L58-L73,"Users publish components from conversion, demolition or renovation projects.","Page supports generic components only, not specific types.",yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Material,mat_holz,Holz,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Île-de-France Cycle Zéro article,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,search extract,"Third-party article lists: “Bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage”. Matched token: Bois.","Third-party source, useful but keep manual review unless first-party in-app/category export is obtained.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Île-de-France Cycle Zéro article,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,search extract,"Third-party article lists: “Bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage”. Matched token: fenêtres.","Third-party source, useful but keep manual review unless first-party in-app/category export is obtained.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Bauteiltyp,bt_tuer,Tür,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Île-de-France Cycle Zéro article,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,search extract,"Third-party article lists: “Bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage”. Matched token: portes.","Third-party source, useful but keep manual review unless first-party in-app/category export is obtained.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Bauteiltyp,bt_daemmung,Dämmung,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Île-de-France Cycle Zéro article,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,search extract,"Third-party article lists: “Bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage”. Matched token: isolants.","Third-party source, useful but keep manual review unless first-party in-app/category export is obtained.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Île-de-France Cycle Zéro article,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,search extract,"Third-party article lists: “Bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage”. Matched token: radiateurs; tuyauterie.","Third-party source, useful but keep manual review unless first-party in-app/category export is obtained.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Bauteiltyp,bt_boden,Boden,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Île-de-France Cycle Zéro article,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,search extract,"Third-party article lists: “Bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage”. Matched token: carrelage.","Third-party source, useful but keep manual review unless first-party in-app/category export is obtained.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cycle_zero,Material,mat_daemmstoff,Dämmstoff,ADD_OR_KEEP,THIRD_PARTY_DIRECT,ConstructionBTP Cycle Zéro article,https://www.constructionbtp.com/environnement/article/2025/05/22/152917/cycle-zero-des-materiaux-chantier-gratuits-aux-particuliers,search extract,Article list includes “isolants”.,Third-party source; keep manual review.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
