old_label,old_id,new_label,new_id,note
Rueckbauverfahren,rv_betonfraesen,Rueckbauverfahren,rv_schneidender_rueckbau,C3 fold
WiederverwendungsArt,wva_direkte_wiederverwendung,Wiederverwendungsergebnis,wver_wv_gleiche_funktion,C5 retire (axis-shift)
WiederverwendungsArt,wva_adaptives_reuse,Wiederverwendungsergebnis,wver_wv_neue_funktion,C5 retire (axis-shift)
WiederverwendungsArt,wva_recycling,Wiederverwendungsergebnis,wver_material_reprocessing,C5 retire (axis-shift)
WiederverwendungsArt,wva_refurbishment,Aufbereitungsverfahren,av_reparatur_und_refurbishment,C5 retire (axis-shift)
WiederverwendungsArt,wva_remanufacturing,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,C5 retire (axis-shift)
WiederverwendungsArt,wva_upcycling,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,C5 retire (axis-shift)
WiederverwendungsArt,wva_urban_mining,Methode,meth_urban_mining_und_scouting,C5 retire (axis-shift; live Methode already has urban_mining)
WiederverwendungsArt,wva_design_for_disassembly,Methode,meth_reversibles_design,C5 retire (axis-shift)
WiederverwendungsArt,wva_same_site_reuse,Wiederverwendungsort,wvo_im_selben_gebaeude_versetzt,C5 retire (axis-shift)
WiederverwendungsArt,wva_bestandserhalt,Wiederverwendungsergebnis,wver_bestandserhalt,C5 retire (axis-shift)
WiederverwendungsArt,wva_weiterbauen_im_bestand,Wiederverwendungsergebnis,wver_bestandserhalt,C5 retire (axis-shift)
