old_label,old_id,action,new_target,semantic_basis,evidence_url,confidence
Norm,norm_en_13369,REWIRE->Regelwerk,rw_en_1168,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,0.88
Norm,norm_en_1341,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_en_13747,REWIRE->Regelwerk,rw_en_1168,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,0.88
Norm,norm_en_13755,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_en_14081,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_en_14231,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_en_1469,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_en_1936,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_en_1992,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_en_1993,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_en_1995,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_en_1996,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_en_206,REWIRE->Regelwerk,rw_dafstb_rc_beton,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.dinmedia.de/en/technical-rule/dafstb-beton-rezyklierte-gesteinskoernung/139271550,0.85
Norm,norm_en_338,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_en_771,REWIRE->Regelwerk,rw_en_771_reclaimed,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://reclaimedbrickcompany.co.uk/blogs/yard-display/reclaimed-brick-company-becomes-first-uk-supplier-to-achieve-bs-en-771-1-testing-for-reclaimed-bricks,0.8
Norm,norm_en_771_1,REWIRE->Regelwerk,rw_en_771_reclaimed,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://reclaimedbrickcompany.co.uk/blogs/yard-display/reclaimed-brick-company-becomes-first-uk-supplier-to-achieve-bs-en-771-1-testing-for-reclaimed-bricks,0.8
Norm,norm_en_772,REWIRE->Regelwerk,rw_en_771_reclaimed,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://reclaimedbrickcompany.co.uk/blogs/yard-display/reclaimed-brick-company-becomes-first-uk-supplier-to-achieve-bs-en-771-1-testing-for-reclaimed-bricks,0.8
Norm,norm_en_998,REWIRE->Regelwerk,rw_en_771_reclaimed,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://reclaimedbrickcompany.co.uk/blogs/yard-display/reclaimed-brick-company-becomes-first-uk-supplier-to-achieve-bs-en-771-1-testing-for-reclaimed-bricks,0.8
Norm,norm_en_sia_product_references,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_en_sn_12058,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_en_sn_1469,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_eurocode_2,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_eurocode_3,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_eurocode_5,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_eurocode_5_uk_na,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_eurocode_6,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_eurocode_adjacent_structural_verification,REWIRE->Regelwerk,rw_cen_ts_17440,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/news/cents-174402020-assessment-and-retrofitting-existing-structures,0.85
Norm,norm_eurocode_related_timber_product_standards,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_finnish_national_annexes,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_fire_durability_rules,REWIRE->Regelwerk,rw_din_en_13501,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
Norm,norm_fire_moisture_durability_requirements,REWIRE->Regelwerk,rw_din_en_13501,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
Norm,norm_fire_moisture_rules,REWIRE->Regelwerk,rw_din_en_13501,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
Norm,norm_frost_rules,REWIRE->Regelwerk,rw_en_naturstein,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://landingpage.bsigroup.com/LandingPage/Undated?UPI=000000000030090410,0.82
Norm,norm_historic_sections_book,REWIRE->Regelwerk,rw_sci_p427,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://steel-sci.com/assets/downloads/steel-reuse-protocol-v06.pdf,0.9
Norm,norm_iso_14040,REWIRE->Regelwerk,rw_en_15804_15978,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.gebaeudeforum.de/wissen/nachhaltiges-bauen-und-sanieren/lebenszyklusbetrachtung/oekobilanzierung-lca/,0.85
Norm,norm_iso_14044,REWIRE->Regelwerk,rw_en_15804_15978,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.gebaeudeforum.de/wissen/nachhaltiges-bauen-und-sanieren/lebenszyklusbetrachtung/oekobilanzierung-lca/,0.85
Norm,norm_iso_20887,REWIRE->Regelwerk,rw_iso_20887,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.iso.org/standard/69370.html,0.8
Norm,norm_mvv_tb_dibt_pathway,REWIRE->Regelwerk,rw_mvv_tb,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.dibt.de/de/wir-bieten/technische-baubestimmungen,0.85
Norm,norm_nbn_en_14081,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_nbn_en_338,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_nbn_national_annexes,REWIRE->Regelwerk,rw_eurocodes_en_1990_1999,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://eurocodes.jrc.ec.europa.eu/EN-Eurocodes/eurocode-basis-structural-design,0.85
Norm,norm_nen_8700,REWIRE->Regelwerk,rw_nen_8700,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.nen.nl/bouw/constructieve-veiligheid/constructieve-veiligheid-bestaande-bouw,0.9
Norm,norm_nen_en_1090_2,REWIRE->Regelwerk,rw_en_1090,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://bauforumstahl.de/wp-content/uploads/2024/02/bfs-CE-Kennzeichnung_nach_EN-1090.pdf,0.85
Norm,norm_nen_en_14081,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_nen_en_338,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_nen_fire_moisture_rules,REWIRE->Regelwerk,rw_din_en_13501,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
Norm,norm_ns_3682,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_ns_3682_2022,REWIRE->Regelwerk,rw_din_4074_en_14081,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.holzbau-deutschland.de/fileadmin/user_upload/eingebundene_Downloads/2022-12_Information_Sortierung_durch_den_Zimmermeister_01.pdf,0.85
Norm,norm_pd_cen_ts_1090_201,REWIRE->Regelwerk,rw_cen_ts_1090_201,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
Norm,norm_recreate_qa_procedure,REWIRE->Regelwerk,rw_fib_precast_reuse,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.fib-international.org/publications/fib-bulletins/special-design-considerations-for-precast-prestress-pdf-detail.html,0.7
Norm,norm_rt_2012,REWIRE->Regelwerk,rw_fr_re2020,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.ecologie.gouv.fr/politiques-publiques/reglementation-environnementale-re2020,0.85
Norm,norm_sci_p427,REWIRE->Regelwerk,rw_sci_p427,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://steel-sci.com/assets/downloads/steel-reuse-protocol-v06.pdf,0.9
Norm,norm_sci_p440,REWIRE->Regelwerk,rw_sci_p427,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://steel-sci.com/assets/downloads/steel-reuse-protocol-v06.pdf,0.9
Norm,norm_sci_protocol,REWIRE->Regelwerk,rw_sci_p427,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://steel-sci.com/assets/downloads/steel-reuse-protocol-v06.pdf,0.9
Norm,norm_sia_261,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_sia_262,REWIRE->Regelwerk,rw_sia_269_2,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://cms.sia.ch/de/api/getMedia/715,0.85
Norm,norm_sia_263,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_sia_265,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_sia_269,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_sia_380_1,REWIRE->Regelwerk,rw_sia_380_1,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://shop.sia.ch/normenwerk/architekt/380-1_2016_d/D/Product,0.85
Norm,norm_sia_416,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_sia_500,DELETE+GAP,GAP_ch_barrierefrei,"Norm IS a standard = Regelwerk (deduped, evidenced)",,0.7
Norm,norm_sia_facade_anchorage_rules,REWIRE->Regelwerk,rw_en_1992_4,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://fastenerandfixing.com/construction-fixings/design-of-fastenings-for-use-in-concrete-en-1992-4-publication-and-the-implication-for-anchor-manufacturers-and-consumers/,0.85
Norm,norm_sia_fire_durability_rules,REWIRE->Regelwerk,rw_vkf_bsv,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.bsvonline.ch/de,0.85
Norm,norm_sia_schweiz,REWIRE->Regelwerk,rw_sia_269,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.espazium.ch/de/aktuelles/die-neue-norm-sia-2698,0.85
Norm,norm_swiss_baupg,DELETE+GAP,GAP_ch_baupg,"Norm IS a standard = Regelwerk (deduped, evidenced)",,0.7
Norm,norm_tek17,REWIRE->Regelwerk,rw_no_tek17,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.dibk.no/regelverk/byggteknisk-forskrift-tek17/9/9-5,0.85
Norm,norm_tek_norway,REWIRE->Regelwerk,rw_no_tek17,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.dibk.no/regelverk/byggteknisk-forskrift-tek17/9/9-5,0.85
Norm,norm_ukca_ce_interface,REWIRE->Regelwerk,rw_ukca_ce,"Norm IS a standard = Regelwerk (deduped, evidenced)",https://www.ssqgroup.com/ukca-marking-to-replace-ce-marking-on-construction-products,0.85
Schadstoff,s_asbest,KEEP+wire->Nachweis,nf_asbest_check,pollutant entity kept; wired to its check + Regelwerk,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/TRGS-519,0.95
Schadstoff,s_bleifarbe,KEEP+wire->Nachweis,nf_schwermetall_oder_bleifarbe_check,pollutant entity kept; wired to its check + Regelwerk,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,0.85
Schadstoff,s_chlorid,KEEP+wire->Nachweis,nf_schadstoffpruefung,pollutant entity kept; wired to its check + Regelwerk,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
Schadstoff,s_formaldehyd,KEEP+wire->Nachweis,nf_formaldehyd_oder_emissionsnachweis|nf_voc_emissionsnachweis,pollutant entity kept; wired to its check + Regelwerk,,0.7
Schadstoff,s_holzschutzmittel,KEEP+wire->Nachweis,nf_holzschutzmittel_check,pollutant entity kept; wired to its check + Regelwerk,https://www.gesetze-im-internet.de/altholzv/BJNR330210002.html,0.85
Schadstoff,s_kmf,KEEP+wire->Nachweis,nf_kmf_check,pollutant entity kept; wired to its check + Regelwerk,https://www.baua.de/DE/Angebote/Regelwerk/TRGS/pdf/TRGS-521.pdf,0.9
Schadstoff,s_mineraloel,KEEP+wire->Nachweis,nf_schadstoffpruefung,pollutant entity kept; wired to its check + Regelwerk,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
Schadstoff,s_pak,KEEP+wire->Nachweis,nf_pak_check,pollutant entity kept; wired to its check + Regelwerk,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,0.85
Schadstoff,s_pcb,KEEP+wire->Nachweis,nf_pcb_check,pollutant entity kept; wired to its check + Regelwerk,https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=LEGISSUM:4406078,0.85
Schadstoff,s_radon,KEEP+wire->Nachweis,nf_radonmessung,pollutant entity kept; wired to its check + Regelwerk,https://www.bfs.de/DE/themen/ion/umwelt/radon/regelungen/referenzwert.html,0.85
Schadstoff,s_salze,KEEP+wire->Nachweis,nf_schadstoffpruefung,pollutant entity kept; wired to its check + Regelwerk,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
Schadstoff,s_schimmel,KEEP+wire->Nachweis,nf_mikrobielle_belastung_check,pollutant entity kept; wired to its check + Regelwerk,https://www.umweltbundesamt.de/themen/gesundheit/umwelteinfluesse-auf-den-menschen/schimmel/aktueller-uba-schimmelleitfaden,0.85
Schadstoff,s_schwermetalle,KEEP+wire->Nachweis,nf_schwermetall_oder_bleifarbe_check,pollutant entity kept; wired to its check + Regelwerk,https://www.reach-clp-biozid-helpdesk.de/SharedDocs/Meldungen/DE/REACH/2023-07-20-Beschr%C3%A4nkung_Formaldehyd_Abspalter,0.85
Bauproduktstatus,bps_abz_abg,REWIRE->Regelwerk,rw_dibt_zie_abz,conformity route = Regelwerk; generic status kept as enum,https://www.dibt.de/de/wir-bieten/zulassungen-etas-und-mehr/zustimmung-im-einzelfall-zie-und-vorhabenbez-bauartgenehmigung-vbg,0.9
