from_node_id,from_label,edge_type,to_node_id,evidence_status,source_url,source_quote,applicability_reason,support_rules,confidence,review_run
bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',2,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_rc_gesteinskoernung_eignung,rule_derived,https://www.dinmedia.de/en/technical-rule/dafstb-beton-rezyklierte-gesteinskoernung/139271550,Gilt fuer Beton nach DIN EN 206-1 / DIN 1045-2 mit rezyklierter Gesteinskoernung (DIN EN 12620); Begrenzung auf Druckfestigkeit <= C30/37 und Expositionsklassen; bis 45 Vol-% (empfohlen 25 %) Ersatz der Gesteinskoernung.,Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_dafstb_rc_beton regelt 'mat_beton',1,0.81,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',3,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_u_wert_oder_energie_info,rule_derived,https://www.intertek.com/building/standards/en-13830/,"EN 13830 (harmonisiert unter CPR) ist die Produktnorm fuer Vorhangfassaden; der Bausatz traegt NICHT zur Tragfaehigkeit/Stabilitaet des Hauptbauwerks bei und ist unabhaengig austauschbar; Leistungskriterien fuer Luft-/Wasserdichtheit, Lasten, Akustik, Brand, Dauerhaftigkeit.",Bauteilgruppe ist Bauteiltyp 'bt_fassade' (live HAT_BAUTEILTYP); rw_en_13830 ist die Produktnorm dafuer,1,0.82,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_brighton_betonbloecke,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_materialpruefung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',3,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_brighton_betonbloecke,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',1,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_brighton_betonbloecke,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',3,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_materialpruefung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],4,0.71,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],1,0.71,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_rc_gesteinskoernung_eignung,rule_derived,https://www.dinmedia.de/en/technical-rule/dafstb-beton-rezyklierte-gesteinskoernung/139271550,Gilt fuer Beton nach DIN EN 206-1 / DIN 1045-2 mit rezyklierter Gesteinskoernung (DIN EN 12620); Begrenzung auf Druckfestigkeit <= C30/37 und Expositionsklassen; bis 45 Vol-% (empfohlen 25 %) Ersatz der Gesteinskoernung.,Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_dafstb_rc_beton regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],1,0.69,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],3,0.71,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_juch_kerenzerberg_betonplatten,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_materialpruefung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',4,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_juch_kerenzerberg_betonplatten,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',1,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_juch_kerenzerberg_betonplatten,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',4,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_juch_kerenzerberg_betonplatten,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_zustands_und_massaufnahme,rule_derived,https://cms.sia.ch/de/api/getMedia/715,"SIA 269/2 gilt fuer die Erhaltung von Stahlbeton-/Spannbeton-/unbewehrten Betontragwerken im Bestand; Tragwerksanalyse mit Nachweiswerten fuer Beton, Bewehrungs- und Spannstahl, die aus Bauwerksakten oder durch Pruefung am Bestand ermittelt werden.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_sia_269_2 regelt 'mat_beton',1,0.81,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_materialpruefung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',4,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',2,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_rc_gesteinskoernung_eignung,rule_derived,https://www.dinmedia.de/en/technical-rule/dafstb-beton-rezyklierte-gesteinskoernung/139271550,Gilt fuer Beton nach DIN EN 206-1 / DIN 1045-2 mit rezyklierter Gesteinskoernung (DIN EN 12620); Begrenzung auf Druckfestigkeit <= C30/37 und Expositionsklassen; bis 45 Vol-% (empfohlen 25 %) Ersatz der Gesteinskoernung.,Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_dafstb_rc_beton regelt 'mat_beton',1,0.81,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',3,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_u_wert_oder_energie_info,rule_derived,https://www.intertek.com/building/standards/en-13830/,"EN 13830 (harmonisiert unter CPR) ist die Produktnorm fuer Vorhangfassaden; der Bausatz traegt NICHT zur Tragfaehigkeit/Stabilitaet des Hauptbauwerks bei und ist unabhaengig austauschbar; Leistungskriterien fuer Luft-/Wasserdichtheit, Lasten, Akustik, Brand, Dauerhaftigkeit.",Bauteilgruppe ist Bauteiltyp 'bt_fassade' (live HAT_BAUTEILTYP); rw_en_13830 ist die Produktnorm dafuer,1,0.82,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_materialpruefung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],4,0.71,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://www.intertek.com/building/standards/en-13830/,"EN 13830 (harmonisiert unter CPR) ist die Produktnorm fuer Vorhangfassaden; der Bausatz traegt NICHT zur Tragfaehigkeit/Stabilitaet des Hauptbauwerks bei und ist unabhaengig austauschbar; Leistungskriterien fuer Luft-/Wasserdichtheit, Lasten, Akustik, Brand, Dauerhaftigkeit.",Bauteilgruppe ist Bauteiltyp 'bt_fassade' (live HAT_BAUTEILTYP); rw_en_13830 ist die Produktnorm dafuer,2,0.82,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_rc_gesteinskoernung_eignung,rule_derived,https://www.dinmedia.de/en/technical-rule/dafstb-beton-rezyklierte-gesteinskoernung/139271550,Gilt fuer Beton nach DIN EN 206-1 / DIN 1045-2 mit rezyklierter Gesteinskoernung (DIN EN 12620); Begrenzung auf Druckfestigkeit <= C30/37 und Expositionsklassen; bis 45 Vol-% (empfohlen 25 %) Ersatz der Gesteinskoernung.,Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_dafstb_rc_beton regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],1,0.69,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton' [tragend unbekannt -> strukturelle Relevanz zu pruefen],3,0.71,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_u_wert_oder_energie_info,rule_derived,https://www.intertek.com/building/standards/en-13830/,"EN 13830 (harmonisiert unter CPR) ist die Produktnorm fuer Vorhangfassaden; der Bausatz traegt NICHT zur Tragfaehigkeit/Stabilitaet des Hauptbauwerks bei und ist unabhaengig austauschbar; Leistungskriterien fuer Luft-/Wasserdichtheit, Lasten, Akustik, Brand, Dauerhaftigkeit.",Bauteilgruppe ist Bauteiltyp 'bt_fassade' (live HAT_BAUTEILTYP); rw_en_13830 ist die Produktnorm dafuer,1,0.82,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_recrete_betonbloecke_bogensegmente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_materialpruefung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',4,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_recrete_betonbloecke_bogensegmente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_produktstatus_und_leistungserklaerung,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',1,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_recrete_betonbloecke_bogensegmente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_standsicherheitsnachweis,rule_derived,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,"EN 1168 (Betonfertigteile - Hohlplatten) regelt Anforderungen und Leistungskriterien fuer vorgespannte/bewehrte Hohlplatten nach EN 1992-1-1; Toleranzen, Pruefverfahren (Full-scale-Tests) und werkseigene Produktionskontrolle; Anwendung als Decken-/Dachsysteme.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_en_1168 regelt 'mat_beton',4,0.84,regulation_graph_vocab_2026_06_04
bg_beton_mehrere_recrete_betonbloecke_bogensegmente,Bauteilgruppe,ERFORDERT_NACHWEIS,nf_zustands_und_massaufnahme,rule_derived,https://cms.sia.ch/de/api/getMedia/715,"SIA 269/2 gilt fuer die Erhaltung von Stahlbeton-/Spannbeton-/unbewehrten Betontragwerken im Bestand; Tragwerksanalyse mit Nachweiswerten fuer Beton, Bewehrungs- und Spannstahl, die aus Bauwerksakten oder durch Pruefung am Bestand ermittelt werden.",Bauteilgruppe nutzt Material 'mat_beton' (live NUTZT_MATERIAL); rw_sia_269_2 regelt 'mat_beton',1,0.81,regulation_graph_vocab_2026_06_04
