eid,kind,type,subject,object,old_status,old_url,result,new_url,new_quote,mode,match,score,candidates_tried,agent_id
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6185,node,Akteur,Zirkular,,QUOTE_MISMATCH,https://zirkular.net/en/service/,STILL_UNVERIFIED,,,,,,2,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6230,node,Akteur,Michel Massmünster,,QUOTE_MISMATCH,https://zirkular.net/en/project/building-k-118,RECOVERED,https://www.park-books.com/produkt/bauteile-wiederverwenden/108,Michel Massmünster,STRICT,STRONG,1.00,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6261,node,Akteur,Eike Roswag-Klinge,,QUOTE_MISMATCH,https://www.zrs.berlin/en/article/reallabor-lab-be-ware-from-research-straight-to-implementation,RECOVERED,https://www.nbl.berlin/persons/prof-eike-roswag-klinge,Eike Roswag-Klinge,STRICT,STRONG,1.00,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6283,node,Akteur,Søren Nielsen,,QUOTE_MISMATCH,https://vandkunsten.com/en/projects/component-reuse,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6287,node,Akteur,Anders Lendager,,QUOTE_MISMATCH,https://lendager.com/project/resource-rows,RECOVERED,https://circularmaterialsystems.com/en/case/02_en_resource-rows,Anders Lendager,STRICT,STRONG,1.00,4,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6292,node,Akteur,Andrea Klinge,,QUOTE_MISMATCH,https://www.zrs.berlin/en/article/reallabor-lab-be-ware-from-research-straight-to-implementation,RECOVERED,https://www.zrs.berlin/en,Andrea Klinge,STRICT,STRONG,1.00,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6348,node,Akteur,Maximilian Stemmler,,QUOTE_MISMATCH,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6366,node,Akteur,Daniel Hoffmann,,QUOTE_MISMATCH,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6370,node,Akteur,Gian Trachsler,,QUOTE_MISMATCH,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6382,node,Akteur,Katrine West Kristensen,,QUOTE_MISMATCH,https://vandkunsten.com/en/projects/component-reuse,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6421,node,Akteur,Christine Conix,,QUOTE_MISMATCH,https://www.conixrdbm.com/project/multi,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6437,node,Akteur,Structural Xploration Lab / EPFL,,LIKELY_REVIEW,https://www.epfl.ch/labs/sxl/,RECOVERED,https://www.epfl.ch/labs/sxl/,"research projects education publications launched in july 2016, the structural xploration lab is led by corentin fivet, associate professor of architecture and structural design at the ecole polytechnique federale de lausanne (epfl) .",QUOTE_REPAIR,VERBATIM,1.00,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6440,node,Akteur,Tampere University,,QUOTE_MISMATCH,https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6532,node,Akteur,RotorDC,,QUOTE_MISMATCH,https://rotordc.com/blog/salvaging-by-rotordc-3/generale-banks-hq-brussels-72,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6533,node,Akteur,Opalis,,QUOTE_MISMATCH,https://experimentationsurbaines.ademe.fr/blog/ressource/opalis-plateforme-de-reemploi-de-materiaux-de-construction-et-de-renovation/,STILL_UNVERIFIED,,,,,,4,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6575,node,Akteur,BauKarussell,,QUOTE_MISMATCH,https://www.baukarussell.at/projekte,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6577,node,Akteur,New Horizon,,QUOTE_MISMATCH,https://www.superuse-studios.com/about-us,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6590,node,Akteur,Dominik Campanella,,LIKELY_REVIEW,https://www.circularbuildingscoalition.org/blueprint-projects/concular,RECOVERED,https://www.circularbuildingscoalition.org/blueprint-projects/concular,"project by: concular concular.de dominik.campanella@concular.com download the whitepaper reclaimed construction material insurance (rcmi) paving the way for the large-scale adoption of reclaimed construction materials despite the high quality of construction materials, only 1% are reused, largely du",QUOTE_REPAIR,VERBATIM,1.00,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6599,node,Akteur,Lionel Devlieger,,QUOTE_MISMATCH,https://rotordb.org/en/projects/reuse-multi-project,STILL_UNVERIFIED,,,,,,4,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6626,node,Akteur,CANCAN Architecture,,QUOTE_MISMATCH,https://www.collectifcancan.fr/project/refair/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6627,node,Akteur,REFAIR Bordeaux,,LIKELY_REVIEW,https://www.collectifcancan.fr/project/refair/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6671,node,Akteur,RE-WIN,,QUOTE_MISMATCH,https://re-win.ch/verein/ueber,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6701,node,Akteur,Carla Ferrando Costansa,,QUOTE_MISMATCH,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6715,node,Akteur,RAU,,QUOTE_MISMATCH,https://thomasrau.eu/en/initiatives/rau,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6716,node,Akteur,Madaster,,QUOTE_MISMATCH,https://circulareconomy.europa.eu/platform/en/dialogue/existing-eu-platforms/madaster,STILL_UNVERIFIED,,,,,,6,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:28226,node,Akteur,GGZ@WORK Laden 2 Bauteile Zug,,LIKELY_REVIEW,https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile,RECOVERED,https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile,besuchen sie uns im laden 2 und entdecken sie die vielfalt an bauteilen zu unschlagbaren preisen.,QUOTE_REPAIR,VERBATIM,1.00,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34834,node,Akteur,Wick ReUse / ROTO Baumarkt,,QUOTE_MISMATCH,https://wickreuse.ch/baumarkt/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:34842,node,Akteur,Archipel Sion Ressourcerie,,LIKELY_REVIEW,https://archipelsion.ch/ressourcerie/inventaire/,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39534,node,Akteur,Materialrest24,,QUOTE_MISMATCH,https://www.handwerk-magazin.de/materialrest24de-restbestaende-clever-verwerten-183318,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39542,node,Akteur,Salza,,QUOTE_MISMATCH,https://salza.ch/bauteil-plattform,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39546,node,Akteur,useagain / Bauteilclick,,QUOTE_MISMATCH,https://library-of-reuse.ch/pioneers/useagain,STILL_UNVERIFIED,,,,,,2,CEG-R3
