eid,kind,type,subject,object,old_status,old_url,result,new_url,new_quote,mode,match,score,candidates_tried,agent_id
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490293139,rel,BETEILIGT_AN,Whitewood,OXY Centre Monnaie,LIKELY_REVIEW,https://rotordb.org/en/projects/oxy-centre-monnaie,STILL_UNVERIFIED,,,,,,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490293140,rel,BETEILIGT_AN,Immobel,OXY Centre Monnaie,LIKELY_REVIEW,https://rotordb.org/en/projects/oxy-centre-monnaie,STILL_UNVERIFIED,,,,,,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164293753372939801,rel,VERBUNDEN_MIT_AKTEUR,Association Réavie,Opalis,LIKELY_REVIEW,https://opalis.eu/fr/fournisseurs/reavie,RECOVERED,https://opalis.eu/en/about,listed on Opalis supplier directory,STRICT,STRONG,0.80,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199364,rel,VERBUNDEN_MIT_AKTEUR,Jan Jongert,Superuse Studios / 2012Architecten,QUOTE_MISMATCH,https://www.superuse-studios.com/projectplus/villa-welpeloo,STILL_UNVERIFIED,,,,,,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199426,rel,VERBUNDEN_MIT_AKTEUR,Jeroen Bergsma,Superuse Studios / 2012Architecten,QUOTE_MISMATCH,https://www.superuse-studios.com/projectplus/villa-welpeloo,STILL_UNVERIFIED,,,,,,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837459,rel,BETEILIGT_AN,Concular,Wood for fixed built-ins,LIKELY_REVIEW,https://www.jablonicka.com/work/95%2C6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-,STILL_UNVERIFIED,,,,,,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931349935,rel,BETEILIGT_AN,BauKarussell,MedUni Paternoster,LIKELY_REVIEW,https://www.medunicampus-mariannengasse.at/ueber-uns/news/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/,RECOVERED,https://www.medunicampus-mariannengasse.at/ueber-uns/news/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/,"„wir freuen uns, dass wir baukarussell als projektpartner beim meduni campus mariannengasse gewinnen konnten.",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117664687,rel,BETEILIGT_AN,BauKarussell,MedUni Türen→Wand,LIKELY_REVIEW,https://www.medunicampus-mariannengasse.at/ueber-uns/news/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/,RECOVERED,https://www.medunicampus-mariannengasse.at/ueber-uns/news/aus-alt-wird-neu-big-meduni-wien-und-baukarussell-nutzen-grosses-re-use-potential-beim-meduni-campus-mariannengasse/,"„wir freuen uns, dass wir baukarussell als projektpartner beim meduni campus mariannengasse gewinnen konnten.",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:0,rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Matériuum,LIKELY_REVIEW,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/materiuum,RECOVERED,https://www.cirkla.ch/en/,publishing & tools cirkla develops and references professional tools for using reused materials in your projects.,QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917642277338777620,rel,VERBUNDEN_MIT_AKTEUR,Cirkla,REUZI,LIKELY_REVIEW,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/reuzi,RECOVERED,https://www.cirkla.ch/en/,publishing & tools cirkla develops and references professional tools for using reused materials in your projects.,QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931153076220889110,rel,VERBUNDEN_MIT_AKTEUR,Cirkla,Gruner ReUse,LIKELY_REVIEW,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/gruner-ag,RECOVERED,https://www.cirkla.ch/en/,publishing & tools cirkla develops and references professional tools for using reused materials in your projects.,QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514605,rel,VERBUNDEN_MIT_AKTEUR,Carla Ferrando Costansa,PARABASE,QUOTE_MISMATCH,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,RECOVERED,https://www.beta-architecture.com/elementa-parabase,"ase gmbh: carla ferrando, pablo garrido arnaiz structural engineering: monotti ingegneri consulenti sa: mario",STRICT,STRONG,0.85,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514609,rel,VERBUNDEN_MIT_AKTEUR,Pablo Garrido Arnaiz,PARABASE,QUOTE_MISMATCH,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,RECOVERED,https://www.beta-architecture.com/elementa-parabase,"ferrando, pablo garrido arnaiz structural engineering: monotti ingegneri consulenti sa: mario monotti landscap",STRICT,STRONG,0.92,12,CEG-R2
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117692945,rel,BETEILIGT_AN,Bauteilbörse Basel,ELEMENTA Baufeld D,LIKELY_REVIEW,https://zirkular.net/de/projekt/bauteilkatalog-immobilien-basel-stadt/,RECOVERED,https://bauteilboerse-basel.ch/bauteile/,Actor/page match (Bauteilbörse Basel+elementa); project/component (elementa+elementa),STRICT,STRONG,0.86,12,CEG-R2
