eid,kind,type,subject,object,old_status,old_url,result,new_url,new_quote,mode,match,score,candidates_tried,agent_id
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884572617,rel,HAT_BAUTEILTYP,Bauteilladen Winterthur,Tuer,QUOTE_MISMATCH,https://bauteilladen.ch/shop/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443516873,rel,HAT_BAUTEILTYP,Bauteilladen Winterthur,Wand,LIKELY_REVIEW,https://bauteilladen.ch/shop/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366404,rel,NUTZT_MATERIAL,RotorDC,Holz,HOMEPAGE_ONLY,https://rotordc.com/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736900,rel,NUTZT_MATERIAL,RotorDC,Naturstein,LIKELY_REVIEW,https://rotordc.com/shop,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203588,rel,HAT_BAUTEILTYP,RotorDC,Technik,HOMEPAGE_ONLY,https://rotordc.com/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147844,rel,HAT_BAUTEILTYP,RotorDC,Tuer,HOMEPAGE_ONLY,https://rotordc.com/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366501,rel,NUTZT_MATERIAL,Bauteilbörse Bremen,Glas,QUOTE_MISMATCH,https://www.bauteilboerse-bremen.de/katalog,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681253,rel,NUTZT_MATERIAL,Bauteilbörse Bremen,Holz,QUOTE_MISMATCH,https://www.bauteilboerse-bremen.de/katalog,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736997,rel,NUTZT_MATERIAL,Bauteilbörse Bremen,Keramik,QUOTE_MISMATCH,https://www.bauteilboerse-bremen.de/katalog,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051749,rel,NUTZT_MATERIAL,Bauteilbörse Bremen,Stahl,QUOTE_MISMATCH,https://www.bauteilboerse-bremen.de/start,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574181,rel,HAT_BAUTEILTYP,Bauteilbörse Bremen,Ausbau,QUOTE_MISMATCH,https://www.bauteilboerse-bremen.de/start,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833189,rel,HAT_BAUTEILTYP,Bauteilbörse Bremen,Fenster,QUOTE_MISMATCH,https://www.bauteilboerse-bremen.de/katalog,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203685,rel,HAT_BAUTEILTYP,Bauteilbörse Bremen,Treppe,LIKELY_REVIEW,https://www.bauteilboerse-bremen.de/katalog,RECOVERED,https://www.bauteilboerse-bremen.de/start,start toggle navigation bauteilborse bremen --> start katalog fenster turen hof & garten boden & treppen wande & innenraum sanitar & heizung elektro schatze & upcycling dach & fassade suche merkzettel die idee uber uns vereine aktuelles film der bundesstiftung bauakademie kontakt merkzettel suche --,QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518438,rel,HAT_BAUTEILTYP,bauteilnetz Deutschland,Fenster,HOMEPAGE_ONLY,https://www.bauteilnetz.de/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736998,rel,NUTZT_MATERIAL,bauteilnetz Deutschland,Holz,QUOTE_MISMATCH,http://www.bauteilnetz.de/bauteilnetz/website/stdws_adresse/bauteilboersen.html,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236573,rel,HAT_BAUTEILTYP,Articonnex,Ausbau,LIKELY_REVIEW,https://articonnex.com/collections/reemploi,RECOVERED,https://articonnex.com/collections/reemploi,"4.9/5 sur + de 2000 avis articonnex propose des materiaux du batiment dans une approche anti-gaspi au meilleur prix : produits declasses, destockage, issus du reemploi ou en direct usine.",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714142,rel,NUTZT_MATERIAL,Backacia,Holz,LIKELY_REVIEW,https://opalis.eu/fr/fournisseurs/backacia,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084638,rel,NUTZT_MATERIAL,Backacia,Keramik,QUOTE_MISMATCH,https://opalis.eu/fr/fournisseurs/backacia,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607070,rel,HAT_BAUTEILTYP,Backacia,Boden,LIKELY_REVIEW,https://opalis.eu/fr/fournisseurs/backacia,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714145,rel,NUTZT_MATERIAL,BatRecup,Holz,LIKELY_REVIEW,https://www.batrecup.com/category/materiaux/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084645,rel,NUTZT_MATERIAL,Cycle Zéro,Daemmstoff,LIKELY_REVIEW,https://www.constructionbtp.com/environnement/article/2025/05/22/152917/cycle-zero-des-materiaux-chantier-gratuits-aux-particuliers,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714149,rel,NUTZT_MATERIAL,Cycle Zéro,Holz,LIKELY_REVIEW,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399397,rel,NUTZT_MATERIAL,Cycle Zéro,Keramik,LIKELY_REVIEW,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866085,rel,HAT_BAUTEILTYP,Cycle Zéro,Boden,LIKELY_REVIEW,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551333,rel,HAT_BAUTEILTYP,Cycle Zéro,Daemmung,LIKELY_REVIEW,https://www.constructionbtp.com/environnement/article/2025/05/22/152917/cycle-zero-des-materiaux-chantier-gratuits-aux-particuliers,RECOVERED,https://www.constructionbtp.com/environnement/article/2025/05/22/152917/cycle-zero-des-materiaux-chantier-gratuits-aux-particuliers,"environnement cycle zero : des materiaux de chantier gratuits aux particuliers la redaction, le 22 mai 2025 archiver cet article archiver cet article dans votre compte.",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180837,rel,HAT_BAUTEILTYP,Cycle Zéro,Fenster,LIKELY_REVIEW,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236581,rel,HAT_BAUTEILTYP,Cycle Zéro,Technik,LIKELY_REVIEW,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921829,rel,HAT_BAUTEILTYP,Cycle Zéro,Tuer,LIKELY_REVIEW,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866086,rel,HAT_BAUTEILTYP,Enviromate,Wand,LIKELY_REVIEW,https://www.enviromate.co.uk/marketplace,RECOVERED,https://opalis.eu/en/dealers/franck-bricks,"materials bricks solid terracotta bricks also offers slates, roof tiles and wall copings clay wall copings clay roof tiles services transport dismantling operations on products mortar residue cleaning family business franck, currently run by jan and his daughter louise, started in 1973 in the demoli",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399398,rel,NUTZT_MATERIAL,Enviromate,Holz,LIKELY_REVIEW,https://www.enviromate.co.uk/marketplace,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084646,rel,NUTZT_MATERIAL,Enviromate,Ziegel,LIKELY_REVIEW,https://www.enviromate.co.uk/marketplace,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399399,rel,NUTZT_MATERIAL,Genbyg,Holz,HOMEPAGE_ONLY,https://genbyg.dk/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769895,rel,NUTZT_MATERIAL,Genbyg,Stahl,HOMEPAGE_ONLY,https://genbyg.dk/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236583,rel,HAT_BAUTEILTYP,Genbyg,Boden,HOMEPAGE_ONLY,https://genbyg.dk/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714157,rel,NUTZT_MATERIAL,Materialenbank Leuven / Atelier Circuler,Holz,QUOTE_MISMATCH,https://ateliercirculer.be/materialenbank/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024140397,rel,NUTZT_MATERIAL,Materialenbank Leuven / Atelier Circuler,Keramik,LIKELY_REVIEW,https://ateliercirculer.be/materialenbank/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399405,rel,NUTZT_MATERIAL,Materialenbank Leuven / Atelier Circuler,Naturstein,LIKELY_REVIEW,https://ateliercirculer.be/materialenbank/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236589,rel,HAT_BAUTEILTYP,Materialenbank Leuven / Atelier Circuler,Daemmung,QUOTE_MISMATCH,https://ateliercirculer.be/materialenbank,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921837,rel,HAT_BAUTEILTYP,Materialenbank Leuven / Atelier Circuler,Technik,LIKELY_REVIEW,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180845,rel,HAT_BAUTEILTYP,Materialenbank Leuven / Atelier Circuler,Traeger,LIKELY_REVIEW,https://ateliercirculer.be/materialenbank/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180847,rel,HAT_BAUTEILTYP,R-Place,Ausbau,HOMEPAGE_ONLY,https://r-place.fr/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921839,rel,HAT_BAUTEILTYP,R-Place,Dach,HOMEPAGE_ONLY,https://r-place.fr/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866095,rel,HAT_BAUTEILTYP,R-Place,Technik,HOMEPAGE_ONLY,https://r-place.fr/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714165,rel,NUTZT_MATERIAL,SalvoWEB,Holz,QUOTE_MISMATCH,https://www.salvoweb.com/antique-reclaimed,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084661,rel,NUTZT_MATERIAL,SalvoWEB,Naturstein,HOMEPAGE_ONLY,https://www.salvoweb.com/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551349,rel,HAT_BAUTEILTYP,SalvoWEB,Boden,HOMEPAGE_ONLY,https://www.salvoweb.com/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769911,rel,NUTZT_MATERIAL,Skop Marketplace,Daemmstoff,HOMEPAGE_ONLY,https://marketplace.skop.app/,RECOVERED,https://marketplace.skop.app/,"voir toutes les boutiques batishop les batineurs materiaux de reemploi et equipements professionnels materiaux de reemploi : bois d'œuvre, menuiseries interieures et exterieures, sanitaires, isolant, revetements sols et murs, couverture, quincaillerie, outillage, ...",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714167,rel,NUTZT_MATERIAL,Skop Marketplace,Holz,HOMEPAGE_ONLY,https://marketplace.skop.app/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084663,rel,NUTZT_MATERIAL,Skop Marketplace,Keramik,HOMEPAGE_ONLY,https://marketplace.skop.app/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292343,rel,HAT_BAUTEILTYP,Skop Marketplace,Ausbau,HOMEPAGE_ONLY,https://marketplace.skop.app/,RECOVERED,https://marketplace.skop.app/,"voir toutes les categories mobilier 206 appareils sanitaires 183 appareils d'eclairage 118 plateau 60 menuiseries interieures 51 revetement des sols 38 materiaux de reemploi decouvrez une selection de materiaux de reemploi prets a etre remis en œuvre, proposes par des vendeurs specialises partout en",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551351,rel,HAT_BAUTEILTYP,Skop Marketplace,Boden,HOMEPAGE_ONLY,https://marketplace.skop.app/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607095,rel,HAT_BAUTEILTYP,Skop Marketplace,Daemmung,HOMEPAGE_ONLY,https://marketplace.skop.app/,RECOVERED,https://marketplace.skop.app/,"voir toutes les boutiques batishop les batineurs materiaux de reemploi et equipements professionnels materiaux de reemploi : bois d'œuvre, menuiseries interieures et exterieures, sanitaires, isolant, revetements sols et murs, couverture, quincaillerie, outillage, ...",QUOTE_REPAIR,VERBATIM,1.00,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180855,rel,HAT_BAUTEILTYP,Skop Marketplace,Technik,HOMEPAGE_ONLY,https://marketplace.skop.app/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236599,rel,HAT_BAUTEILTYP,Skop Marketplace,Tuer,HOMEPAGE_ONLY,https://marketplace.skop.app/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084666,rel,NUTZT_MATERIAL,useagain / Bauteilclick,Glas,HOMEPAGE_ONLY,https://www.useagain.ch/de/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399418,rel,NUTZT_MATERIAL,useagain / Bauteilclick,Holz,HOMEPAGE_ONLY,https://www.useagain.ch/de/,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921850,rel,HAT_BAUTEILTYP,useagain / Bauteilclick,Gelaender,QUOTE_MISMATCH,https://www.ecobau.ch/de/instrumente/ecobkp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607098,rel,HAT_BAUTEILTYP,useagain / Bauteilclick,Treppe,LIKELY_REVIEW,https://www.ecobau.ch/de/instrumente/ecobkp,STILL_UNVERIFIED,,,,,,12,CEG-R1
5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1180010172580403834,rel,HAT_BAUTEILTYP,useagain / Bauteilclick,Tuer,HOMEPAGE_ONLY,https://www.useagain.ch/de/,STILL_UNVERIFIED,,,,,,12,CEG-R1
