anchor_id,rel_type,target_id,target_label,evidence_url,evidence_quote,line_ref,evidence_basis,source_note,evidence_status,why_accepted_now,canonical_evidence_url,quelle_id
wick_reuse_roto_baumarkt,HAT_BAUTEILTYP,bt_technik,Technik / Sanitär-Heizung-Elektro,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
wick_reuse_roto_baumarkt,HAT_BAUTEILTYP,bt_daemmung,Dämmung / Schallisolationsplatten,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
btvz_zuerichsee_oberland,NUTZT_MATERIAL,mat_lehm,Lehm,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
btvz_zuerichsee_oberland,NUTZT_MATERIAL,mat_keramik,Keramik / Plättli,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
btvz_zuerichsee_oberland,HAT_BAUTEILTYP,bt_tuer,Tür/Tore,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
btvz_zuerichsee_oberland,HAT_BAUTEILTYP,bt_fenster,Fenster/Läden,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
btvz_zuerichsee_oberland,HAT_BAUTEILTYP,bt_treppe,Treppe,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
btvz_zuerichsee_oberland,HAT_BAUTEILTYP,bt_gelaender,Geländer,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
btvz_zuerichsee_oberland,HAT_BAUTEILTYP,bt_technik,Technik / Sanitär-Küche,https://www.btvz.ch/angebote/,"Angebotene Bauteile categories include Küchen & Küchenartikel, Badezimmer & Sanitärartikel, Türen & Tore, Fenster & Läden, Treppen & Geländer. Listings include Gepresste stabilisierte Lehmsteine and Wintergarten Fenster.",search extract / listing page,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.btvz.ch/angebote/,q_url_95a2775b434a02b2d5eb9f72fde23238
reuzi_ch,NUTZT_MATERIAL,mat_beton,Beton,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
reuzi_ch,NUTZT_MATERIAL,mat_holz,Holz,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
reuzi_ch,HAT_BAUTEILTYP,bt_decke,Decke/Dalle,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
reuzi_ch,HAT_BAUTEILTYP,bt_wand,Wand / murs porteurs,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
reuzi_ch,HAT_BAUTEILTYP,bt_tuer,Türen,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
reuzi_ch,HAT_BAUTEILTYP,bt_fenster,Fenster,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
reuzi_ch,HAT_BAUTEILTYP,bt_treppe,Treppe,https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,"Des dalles en béton, des murs porteurs, des portes et des fenêtres, des bancs en bois ou encore des escaliers de secours métalliques sont désormais référencés et mis à disposition via la plateforme REUZI.",search extract,AUTHORITATIVE_THIRD_PARTY_NEWS_EXACT_ITEMS,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://www.immobilier.ch/fr/actualite/reuzi-ressource-les-chantiers-avec-du-reemploi-13814,q_url_64d5bc97d74e6662b15448d118449f30
materiuum_geneve_ressourcerie,NUTZT_MATERIAL,mat_beton,Béton/Beton,https://materiuum.ch/boutique/,"Boutique categories include Cloisons, Eléments structurels, Portes et fenêtres, Revêtements muraux, Sanitaires, Sol et plafond, Techniques; material filters include Béton, Bois, Métal, Aluminium/Inox, Plastique. Product category pages list bois charpente, poutrelles HEB, escaliers métalliques and sanitaires.",Boutique L37-L43; material filters L123-L139 / category pages L139-L191,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://materiuum.ch/boutique/,q_url_282a4ecee7640a1f3aacad82aed8e235
materiuum_geneve_ressourcerie,NUTZT_MATERIAL,mat_holz,Bois/Holz,https://materiuum.ch/boutique/,"Boutique categories include Cloisons, Eléments structurels, Portes et fenêtres, Revêtements muraux, Sanitaires, Sol et plafond, Techniques; material filters include Béton, Bois, Métal, Aluminium/Inox, Plastique. Product category pages list bois charpente, poutrelles HEB, escaliers métalliques and sanitaires.",Boutique L37-L43; material filters L123-L139 / category pages L139-L191,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://materiuum.ch/boutique/,q_url_282a4ecee7640a1f3aacad82aed8e235
materiuum_geneve_ressourcerie,NUTZT_MATERIAL,mat_aluminium,Aluminium,https://materiuum.ch/boutique/,"Boutique categories include Cloisons, Eléments structurels, Portes et fenêtres, Revêtements muraux, Sanitaires, Sol et plafond, Techniques; material filters include Béton, Bois, Métal, Aluminium/Inox, Plastique. Product category pages list bois charpente, poutrelles HEB, escaliers métalliques and sanitaires.",Boutique L37-L43; material filters L123-L139 / category pages L139-L191,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://materiuum.ch/boutique/,q_url_282a4ecee7640a1f3aacad82aed8e235
materiuum_geneve_ressourcerie,NUTZT_MATERIAL,mat_kunststoff,Plastique/Kunststoff,https://materiuum.ch/boutique/,"Boutique categories include Cloisons, Eléments structurels, Portes et fenêtres, Revêtements muraux, Sanitaires, Sol et plafond, Techniques; material filters include Béton, Bois, Métal, Aluminium/Inox, Plastique. Product category pages list bois charpente, poutrelles HEB, escaliers métalliques and sanitaires.",Boutique L37-L43; material filters L123-L139 / category pages L139-L191,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://materiuum.ch/boutique/,q_url_282a4ecee7640a1f3aacad82aed8e235
materiuum_geneve_ressourcerie,HAT_BAUTEILTYP,bt_traeger,Strukturelle Elemente/Träger,https://materiuum.ch/boutique/,"Boutique categories include Cloisons, Eléments structurels, Portes et fenêtres, Revêtements muraux, Sanitaires, Sol et plafond, Techniques; material filters include Béton, Bois, Métal, Aluminium/Inox, Plastique. Product category pages list bois charpente, poutrelles HEB, escaliers métalliques and sanitaires.",Boutique L37-L43; material filters L123-L139 / category pages L139-L191,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://materiuum.ch/boutique/,q_url_282a4ecee7640a1f3aacad82aed8e235
