entity,group,property,total_in_group,nodes_or_rels_with_property,coverage_pct,missing_count,types,type_drift,empty_count,unique_values_seen_cap_1001,action,priority,reason,sample_values
node,Akteur,source_freshness_summary,669,638,95.37,31,str:638,,0,88,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag","{""n_reachable"": 5, ""n_reachable_via_3xx"": 0, ""n_dead"": 1, ""n_unchecked"": 0, ""n_wayback_fallback"": 1, ""latest_check_date"": ""2026-05-22""} || {""n_reachable"": 1, ""n_reachable_via_3xx"": 0, ""n_dead"": 0, ""n_unchecked"": 0, ""n_wayback_fallback"": 0, ""latest_check_date"": ""2026-05-22""} || {""n_reachable"": 11, ""n_reachable_via_3xx"": 0, ""n_dead"": 2, ""n_unchecked"": 0, ""n_wayback_fallback"": 2, ""latest_check_date"": ""2026-05-22""} || {""n_reachable"": 6, ""n_reachable_via_3xx"": 0, ""n_dead"": 0, ""n_unchecked"": 0, ""n_wayback_fallback"": 0, ""latest_check_date"": ""2026-05-22""}"
node,Akteur,source_quality_summary,669,638,95.37,31,str:638,,0,129,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag","{""n_verbatim"": 0, ""n_paraphrase"": 0, ""n_no_match"": 0, ""n_dead"": 0, ""n_unchecked"": 17} || {""n_verbatim"": 0, ""n_paraphrase"": 0, ""n_no_match"": 1, ""n_dead"": 0, ""n_unchecked"": 1} || {""n_verbatim"": 0, ""n_paraphrase"": 0, ""n_no_match"": 0, ""n_dead"": 0, ""n_unchecked"": 31} || {""n_verbatim"": 0, ""n_paraphrase"": 0, ""n_no_match"": 0, ""n_dead"": 0, ""n_unchecked"": 12}"
node,Akteur,source_resolution_status,669,638,95.37,31,str:638,,0,2,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",needs_source_url_review || trusted_incident_relationship_source_urls
node,Akteur,source_scope,669,669,100.0,0,list[str]:5; str:664,yes,0,8,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag","actor_registry || bauteilboerse_legacy_review || [""actor_registry"",""actor_registry_context""] || case_markdown"
node,Akteur,source_trace_migrated_at,669,638,95.37,31,str:638,,0,2,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-23T10:47:30.445168+00:00 || 2026-05-23T10:57:26.711857+00:00
node,Akteur,source_trace_migration,669,638,95.37,31,str:638,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_trace_zitiert_quelle_to_urls_2026_05_23
node,Akteur,source_trust_score,669,507,75.78,162,float:507,,0,41,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",0.0 || 0.0054 || 0.0125 || 0.0185
node,Akteur,source_url,669,29,4.33,640,str:29,,0,22,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",https://labs.aap.cornell.edu/ccl/umar-unit || https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction || https://urban-mining-index.de || https://www.architektur.uni-wuppertal.de/en/people/annette-hillebrandt
node,Akteur,source_url_node_ids,669,122,18.24,547,list[str]:122,,0,90,review_relationship_duplicate,P0,likely duplicates graph topology; replace with relationships or aliases only if needed,"[""q_url_5368eaa41895c58f""] || [""q_url_576c46740500c21b"",""q_url_37e5c064bf50e5fd"",""q_url_f94a923d48fc3a3b""] || [""q_url_576c46740500c21b"",""q_url_37e5c064bf50e5fd"",""q_url_4487887bb22507ac""] || [""q_url_7007d99a15adf97e"",""q_url_712b7b6ff74b6df1"",""q_url_ff2f176cd780a5e5""]"
node,Akteur,source_urls,669,134,20.03,535,list[str]:134,,0,97,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag","[""https://labs.aap.cornell.edu/ccl/umar-unit""] || [""https://www.hft-stuttgart.com/research/projects/current/stuttgart-210-ii"",""https://www.archdaily.com/1024776/stuttgart-210-think-ahead-build-on-hft-stuttgart"",""https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210""] || [""https://www.insitu.ch/projekte/196-k-118"",""https://zirkular.net/en/project/building-k-118"",""https://www.park-books.com/produkt/bauteile-wiederverwenden/108"",""https://zirkular.net/en/project/culture-commercial-center-e… || [""https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house"",""https://www.zrs.berlin/en/project/crclr-house-2"",""https://www.nbau.org/2022/12/08/transformation-bauen-das-crclr-haus-in-berlin"",""https://zus…"
node,Akteur,source_urls_updated_at,669,638,95.37,31,str:638,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Akteur,strict_candidate_url_array_cleanup,669,216,32.29,453,str:216,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_candidate_url_array_cleanup_2026_05_23
node,Akteur,strict_candidate_url_array_cleanup_at,669,216,32.29,453,str:216,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-23T11:08:50.487332+00:00
node,Akteur,strict_invalid_url_cleanup,669,134,20.03,535,str:134,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_invalid_url_cleanup_2026_05_23
node,Akteur,strict_invalid_url_cleanup_at,669,134,20.03,535,str:134,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-23T11:07:10.738119+00:00
node,Akteur,strict_source_url_cleanup,669,553,82.66,116,str:553,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_source_url_binding_cleanup_2026_05_23
node,Akteur,strict_source_url_cleanup_at,669,553,82.66,116,str:553,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-23T11:01:59.122927+00:00
node,Akteurrolle,aliases,24,9,37.5,15,list[str]:9,,0,9,review_keep_if_used,P2,human curation aid; keep only if actively queried,"[""Architektur""] || [""Pruefung_Qualitaetssicherung""] || [""Bauausfuehrung""] || [""Rueckbau_Demontage""]"
node,Akteurrolle,id,24,24,100.0,0,str:24,,0,24,keep_minimum,P0,identity handle required by constraints and patch tooling,ar_materialbroker || ar_aufbereitung_refurbishment || ar_bauherr_auftraggeber || ar_forschung_dokumentation
node,Akteurrolle,migration_origin,24,24,100.0,0,str:24,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Akteurrolle,name,24,24,100.0,0,str:24,,0,24,keep_minimum,P0,human caption / browser display,Materialbroker / Reuse-Marketplace-Betreiber || Aufbereitung_Refurbishment || Bauherr_Auftraggeber || Forschung_Dokumentation
node,Akteurrolle,scope_note,24,1,4.17,23,str:1,,0,1,keep_minimum,P1,controlled vocabulary definition,"Operates a reuse-material marketplace, hub, or brokerage service. Examples: Rotor DC, Concular, Restado, Cycle Up, Opalis, Madaster."
node,Akteurrolle,source_scope,24,24,100.0,0,str:24,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Akteurrolle,source_urls_updated_at,24,24,100.0,0,str:24,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Akteurtyp,aliases,10,1,10.0,9,list[str]:1,,0,1,review_keep_if_used,P2,human curation aid; keep only if actively queried,"[""Verband_Kammer""]"
node,Akteurtyp,id,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,identity handle required by constraints and patch tooling,at_person || at_organisation || at_unternehmen || at_oeffentliche_institution
node,Akteurtyp,migration_origin,10,10,100.0,0,str:10,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Akteurtyp,name,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,human caption / browser display,Person || Organisation || Unternehmen || Oeffentliche_Institution
node,Akteurtyp,source_scope,10,10,100.0,0,str:10,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Akteurtyp,source_urls_updated_at,10,10,100.0,0,str:10,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Akzeptanz,id,7,7,100.0,0,str:7,,0,7,keep_minimum,P0,identity handle required by constraints and patch tooling,ak_dgnb_zertifizierung || ak_breeam_zertifizierung || ak_leed_zertifizierung || ak_oeffentlicher_bauherr_pilot
node,Akzeptanz,migration_origin,7,7,100.0,0,str:7,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Akzeptanz,name,7,7,100.0,0,str:7,,0,7,keep_minimum,P0,human caption / browser display,DGNB || BREEAM || LEED || Public-Bauherr Pilot
node,Akzeptanz,name_full,7,7,100.0,0,str:7,,0,7,review_keep_if_distinct,P2,keep only when materially different from name,DGNB-Zertifizierung akzeptiert Reuse || BREEAM-Zertifizierung akzeptiert Reuse || LEED-Zertifizierung akzeptiert Reuse || Öffentlicher Bauherr (Pilotprojekt-Akzeptanz)
node,Akzeptanz,scope_note,7,7,100.0,0,str:7,,0,7,keep_minimum,P1,controlled vocabulary definition,"Deutsches Nachhaltigkeitszertifikat (DGNB) gewährt Bonuspunkte für Bauteilwiederverwendung. || UK-basiertes Nachhaltigkeitszertifikat; Mat-Credits für Reuse. || US-basiertes Nachhaltigkeitszertifikat; Materials & Resources credits für Reuse. || Öffentliche Bauherren akzeptieren Reuse über Pilot-/Forschungsrahmen (z.B. SBB, ETH, Bauamt)."
node,Akzeptanz,source_scope,7,7,100.0,0,str:7,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Akzeptanz,source_urls_updated_at,7,7,100.0,0,str:7,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Aufbereitungsverfahren,candidate_source_count,62,52,83.87,10,int:52,,0,1,drop_candidate,P0,derivable by query; should not live as stored property,8
node,Aufbereitungsverfahren,candidate_source_status,62,52,83.87,10,str:52,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,needs_fact_url_review
node,Aufbereitungsverfahren,candidate_source_urls,62,52,83.87,10,list[str]:52,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,"[""https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf"",""https://opalis.eu/sites/default/files/2022-01/2.40_en_-_reclaimed_solid_terracotta_brick_v01_0.pdf"",""https://recreate-project.eu/project-p…"
node,Aufbereitungsverfahren,created_by,62,17,27.42,45,str:17,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,agent10_phase4b_2
node,Aufbereitungsverfahren,id,62,62,100.0,0,str:62,,0,62,keep_minimum,P0,identity handle required by constraints and patch tooling,av_oberflaechenbehandlung || av_zerlegung_vereinzelung || av_materialsortierung_chargenbildung || av_kaskadierende_wiederverwendung
node,Aufbereitungsverfahren,is_parent_category,62,4,6.45,58,bool:4,,0,1,review_domain_property,P3,domain-specific value; decide per label,true
node,Aufbereitungsverfahren,last_seen_by,62,52,83.87,10,str:52,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,agent10_phase4b_2
node,Aufbereitungsverfahren,migration_origin,62,62,100.0,0,str:62,,0,2,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls || mig_qext_b_source_urls | mig_qext_c_primary_source_url
node,Aufbereitungsverfahren,name,62,62,100.0,0,str:62,,0,62,keep_minimum,P0,human caption / browser display,Oberflächenbehandlung (Sammelkategorie) || Zerlegung / Vereinzelung (Sammelkategorie) || Materialsortierung & Chargenbildung (querschnittlich) || Kaskadierende Nutzung / Downcycling-Entscheidung
node,Aufbereitungsverfahren,review_status,62,62,100.0,0,str:62,,0,1,review_domain_property,P3,domain-specific value; decide per label,needs_source_url_review
node,Aufbereitungsverfahren,scope_note,62,34,54.84,28,str:34,,0,34,keep_minimum,P1,controlled vocabulary definition,"Parent category: cleaning, stripping, coating-removal, blasting, surface refinishing across materials. || Parent category: sawing, cutting, separating elements from parent assemblies. || Cross-material sorting, grouping into reusable batches, tagging origin/condition. || Decision node: when performance data is insufficient, redirect to less-demanding application."
node,Aufbereitungsverfahren,source_resolution_status,62,62,100.0,0,str:62,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",needs_source_url_review
node,Aufbereitungsverfahren,source_scope,62,62,100.0,0,str:62,,0,2,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed || research_file
node,Aufbereitungsverfahren,source_urls_updated_at,62,62,100.0,0,str:62,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Aufbereitungsverfahren,strict_source_url_cleanup,62,62,100.0,0,str:62,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",mig_strict_source_url_binding_cleanup_2026_05_23
node,Aufbereitungsverfahren,strict_source_url_cleanup_at,62,62,100.0,0,str:62,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-23T11:01:59.122927+00:00
node,BauaufgabeIntervention,id,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,identity handle required by constraints and patch tooling,bai_aufstockung || bai_erweiterung || bai_fit_out || bai_neubau
node,BauaufgabeIntervention,migration_origin,10,10,100.0,0,str:10,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,BauaufgabeIntervention,name,10,10,100.0,0,str:10,,0,10,keep_minimum,P0,human caption / browser display,Aufstockung || Erweiterung || Fit_out || Neubau
node,BauaufgabeIntervention,source_scope,10,10,100.0,0,str:10,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,BauaufgabeIntervention,source_urls_updated_at,10,10,100.0,0,str:10,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Bauobjektklasse,id,8,8,100.0,0,str:8,,0,8,keep_minimum,P0,identity handle required by constraints and patch tooling,bok_depot_lager || bok_gebaeude || bok_gebaeudeteil || bok_infrastruktur
node,Bauobjektklasse,migration_origin,8,8,100.0,0,str:8,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Bauobjektklasse,name,8,8,100.0,0,str:8,,0,8,keep_minimum,P0,human caption / browser display,Depot_Lager || Gebaeude || Gebaeudeteil || Infrastruktur
node,Bauobjektklasse,source_scope,8,8,100.0,0,str:8,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauobjektklasse,source_urls_updated_at,8,8,100.0,0,str:8,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Bauobjektrolle,id,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,identity handle required by constraints and patch tooling,bor_bestandsobjekt || bor_donorobjekt || bor_empfaengerobjekt || bor_referenzobjekt
node,Bauobjektrolle,migration_origin,6,6,100.0,0,str:6,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Bauobjektrolle,name,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,human caption / browser display,Bestandsobjekt || Donorobjekt || Empfaengerobjekt || Referenzobjekt
node,Bauobjektrolle,source_scope,6,6,100.0,0,str:6,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauobjektrolle,source_urls_updated_at,6,6,100.0,0,str:6,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Bauproduktstatus,id,15,15,100.0,0,str:15,,0,15,keep_minimum,P0,identity handle required by constraints and patch tooling,bps_ce_hen || bps_ce_eta || bps_ue_zeichen || bps_abz_abg
node,Bauproduktstatus,migration_origin,15,15,100.0,0,str:15,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Bauproduktstatus,name,15,15,100.0,0,str:15,,0,15,keep_minimum,P0,human caption / browser display,CE (hEN) || CE (ETA) || Ü-Zeichen (DE) || abZ / aBG (DE)
node,Bauproduktstatus,name_full,15,15,100.0,0,str:15,,0,15,review_keep_if_distinct,P2,keep only when materially different from name,"CE-Marking unter harmonisierter EN-Norm (hEN) || CE-Marking via Europäische Technische Bewertung (ETA) || Ü-Zeichen (DE, nationale Konformität) || abZ / aBG (DE, allgemeine bauaufsichtliche Zulassung)"
node,Bauproduktstatus,scope_note,15,15,100.0,0,str:15,,0,15,keep_minimum,P1,controlled vocabulary definition,EU CPR; covers CE-marked construction products under harmonised European standards. || EU CPR alternative for non-hEN products; requires ETA assessment. || German national mark for products outside CPR harmonised scope. || DIBt allgemeine Zulassung for non-standard German construction products.
node,Bauproduktstatus,source_scope,15,15,100.0,0,str:15,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauproduktstatus,source_urls_updated_at,15,15,100.0,0,str:15,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Bausystem,definition,9,3,33.33,6,str:3,,0,3,review_domain_property,P3,domain-specific value; decide per label,Großformatiges ostdeutsches Stahlbetonfertigteil-/Plattenbausystem; als kontrollierter Bausystem-Begriff für Plattenreuse-Fälle. || Glued-laminated secondary timber from reclaimed solid wood; remanufactured mass timber component family. || Cross-laminated secondary timber from reclaimed solid wood; remanufactured panel component family.
node,Bausystem,id,9,9,100.0,0,str:9,,0,9,keep_minimum,P0,identity handle required by constraints and patch tooling,bsys_betonfertigteil_system || bsys_holz_skelettbau || bsys_holzrahmenbau || bsys_plattenbau
node,Bausystem,migration_origin,9,9,100.0,0,str:9,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Bausystem,name,9,9,100.0,0,str:9,,0,9,keep_minimum,P0,human caption / browser display,Betonfertigteil_System || Holz_Skelettbau || Holzrahmenbau || Plattenbau
node,Bausystem,source_scope,9,9,100.0,0,str:9,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bausystem,source_urls_updated_at,9,9,100.0,0,str:9,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Bauteilebene,id,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,identity handle required by constraints and patch tooling,be_bauteilgruppe || be_einzelbauteil || be_gebaeudeteil || be_materialcharge
node,Bauteilebene,migration_origin,6,6,100.0,0,str:6,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,mig_qext_b_source_urls
node,Bauteilebene,name,6,6,100.0,0,str:6,,0,6,keep_minimum,P0,human caption / browser display,Bauteilgruppe || Einzelbauteil || Gebaeudeteil || Materialcharge
node,Bauteilebene,source_scope,6,6,100.0,0,str:6,,0,1,move_to_provenance_model,P1,"provenance should be on Quelle/BELEGT_IN/relationship provenance, not semantic node bag",controlled_vocab_seed
node,Bauteilebene,source_urls_updated_at,6,6,100.0,0,str:6,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,2026-05-22
node,Bauteilgruppe,_archive,356,304,85.39,52,str:304,,0,304,drop_candidate,P1,generated/import/cache/debug metadata,"{""raw_name"":""Verbiest Geländer | Metall/Holz | Palais des Expositions Charleroi"",""aliases"":[""bg_verbiest_karreveld_brussels_verbiest_gelaender_fliesen_und_steine_aus_charleroi""]} || {""raw_name"":""Verbiest Fliesen | keramisch/Stein | Palais des Expositions Charleroi"",""aliases"":[""bg_verbiest_karreveld_brussels_verbiest_gelaender_fliesen_und_steine_aus_charleroi""]} || {""raw_name"":""Verbiest Steine | Natur-/Mauersteine | Palais des Expositions Charleroi"",""aliases"":[""bg_verbiest_karreveld_brussels_verbiest_gelaender_fliesen_und_steine_aus_charleroi""]} || {""note"":""20.35 t intended reused steel, 97 percent of steelwork in the new core"",""raw_name"":""Stahlprofile für neuen externen Kern"",""aliases"":[""bg_55gss_reused_steel_external_core"",""Reused steel profiles for external cor…"
node,Bauteilgruppe,alte_funktion,356,291,81.74,65,str:291,,0,264,review_domain_property,P3,domain-specific value; decide per label,Geländer im Palais des Expositions Charleroi || Boden-/Wandfliesen im Palais des Expositions Charleroi || Natur-/Mauersteine im Palais des Expositions Charleroi || steel frame / reclaimed stock
node,Bauteilgruppe,bg_kind,356,356,100.0,0,str:356,,0,3,review_domain_property,P3,domain-specific value; decide per label,batch || category || partial_batch
node,Bauteilgruppe,candidate_source_count,356,304,85.39,52,int:304,,0,15,drop_candidate,P0,derivable by query; should not live as stored property,11 || 8 || 5 || 6
node,Bauteilgruppe,candidate_source_status,356,304,85.39,52,str:304,,0,1,drop_candidate,P1,generated/import/cache/debug metadata,needs_fact_url_review
node,Bauteilgruppe,candidate_source_urls,356,304,85.39,52,list[str]:304,,0,74,drop_candidate,P1,generated/import/cache/debug metadata,"[""https://www.agwa.be/en/projects/1718_verbiest/201"",""https://www.agwa.be/en/projects/1619_TAKEDA/185"",""https://www.agwa.be/en/projects/1811_KARREVELD/212"",""https://opalis.eu/fr/projets/reconversion-dun-immeuble-de-bure… || [""https://asbp.org.uk/case-studies/55-great-suffolk-street"",""https://www.nla.london/projects/55-great-suffolk-street"",""https://www.hawkinsbrown.com/projects/55-great-suffolk-street"",""https://www.operapm.co.uk/place/our-… || [""https://www.rau.eu/portfolio/liander/`"",""https://www.archdaily.com/`"",""https://www.breeam.nl/`"",""https://www.alliander.com/`"",""https://www.dgbc.nl/`""] || [""https://www.jablonicka.com/work/95%2C6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-"",""https://www.urselmann-interior.de/awm-office"",""https://concular.de/bueroetage-muenster"",""https://awm.stadt-muenster.…"
