value,count,n_files,knoten_kandidat_n>=3,files
Vinylbanner,1,1,,Brighton_Waste_House_Brighton.md
"Betonblöcke, Holz, Sperrholz",1,1,,Brighton_Waste_House_Brighton.md
26 Wandplatten,1,1,,Broethen_Twin_House_Hoyerswerda.md
50 Deckenplatten,1,1,,Broethen_Twin_House_Hoyerswerda.md
glulamST-Tragwerksrahmen; CLST-Wand- und Bodenplatten,1,1,,CascadeUp_London_secondary_timber_glulam_demonstrator.md
wiederverwendete Bodenpflaster / Bruseleye tiles,1,1,,Charles_Malis_Molenbeek.md
Leuchten von ROTOR,1,1,,Charles_Malis_Molenbeek.md
Fassadenziegel,1,1,,Chiro_d_Itterbeek_Dilbeek.md
Stahl-U-Profile als Außenstürze,1,1,,Chiro_d_Itterbeek_Dilbeek.md
Dachziegel,1,1,,Chiro_d_Itterbeek_Dilbeek.md
Außentüren und Holzfenster,1,1,,Chiro_d_Itterbeek_Dilbeek.md
Boden- und Wandfliesen,1,1,,Chiro_d_Itterbeek_Dilbeek.md
Leuchten,1,1,,Chiro_d_Itterbeek_Dilbeek.md
Stahltragwerk / neun kreuzförmige Stützen,1,1,,Christ_Pavilion_Volkenroda.md
Marmor-Glas-Hülle,1,1,,Christ_Pavilion_Volkenroda.md
Glasfassade / Kreuzgang / Vitrinen,1,1,,Christ_Pavilion_Volkenroda.md
Hohlkörperdecken / kanaalplaatvloeren,1,1,,Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md
prefab gevelelementen / Fassadenelemente,1,1,,Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md
180 Holztüren,1,1,,Circular_Pavilion_Paris.md
Stein-/Mineralwolle,1,1,,Circular_Pavilion_Paris.md
Holzstruktur,1,1,,Circular_Pavilion_Paris.md
ehemalige Ausstellungspaneele,1,1,,Circular_Pavilion_Paris.md
Terrassen-Caillebotis,1,1,,Circular_Pavilion_Paris.md
vier große Leuchten,1,1,,Circular_Pavilion_Paris.md
50 Holzstühle,1,1,,Circular_Pavilion_Paris.md
Stahlpfetten/-träger aus dem Hallendach,1,1,,CRCLR_House_Impact_Hub_Berlin.md
Holz-Alu-Fenster / Außenfenster,1,1,,CRCLR_House_Impact_Hub_Berlin.md
"Sanitärobjekte, Vorhangfassadenelemente, Blech/Glas, Türen, Bodenplatten",1,1,,CRCLR_House_Impact_Hub_Berlin.md
ca. 1.000 m² neue Fassade in Holzrahmenbauweise,1,1,,ELYS_Kultur_Gewerbehaus_Basel.md
200 Fenster aus Lagerrestbeständen,1,1,,ELYS_Kultur_Gewerbehaus_Basel.md
Aluminium-Trapezblech,1,1,,ELYS_Kultur_Gewerbehaus_Basel.md
Holz aus Rückbauten / Dachstühlen,1,1,,ELYS_Kultur_Gewerbehaus_Basel.md
Steinwolledämmung aus Restposten / Abfallprodukten,1,1,,ELYS_Kultur_Gewerbehaus_Basel.md
"Gitterroste/Brüstungsgitter, ehemaliges Garagentor",1,1,,ELYS_Kultur_Gewerbehaus_Basel.md
3.750 restaurierte Holzfensterrahmen,1,1,,Europa_Building_Brussels.md
Holzfensterrahmen,1,1,,Ferme_du_Rail_Paris.md
Granitbordsteine,1,1,,Ferme_du_Rail_Paris.md
Bitumen-/Betonblöcke,1,1,,Ferme_du_Rail_Paris.md
Fliesen/Fayence,1,1,,Ferme_du_Rail_Paris.md
gekrümmte Außenmauer / Schale,1,1,,gjG_House_Gentbrugge.md
mineralische Dämmung / Steinwolle,1,1,,Grande_Halle_de_Colombelles.md
Sanitärobjekte,1,1,,Grande_Halle_de_Colombelles.md
Türen / Brandschutztüren,1,1,,Grande_Halle_de_Colombelles.md
Holzpfetten / Holzstücke,1,1,,Grande_Halle_de_Colombelles.md
blaue Stahlblechfassade,1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
"Stahlbauteile für Laubengänge, Treppentürme, Geländer, Gitterroste",1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
große Außentreppe,1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
"Fenster, Türen",1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
Heizkörper / Radiatoren,1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
Sanitärapparate,1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
Dämmplatten,1,1,,Grubenstrasse_29_Werkhof_29_Zuerich.md
tropische Hartholz-Deckbohlen,1,1,,Hastings_Pier_Visitor_Centre.md
"58 Stahlbeton-Wand- und Deckenelemente; nach PRECS: 28 Wände, 23 Decken, 7 Treppen",1,1,,Haus_HOS_Mehrfamilienhaus_Muehlhausen.md
wiederverwendete Stahlträger/-stützen,1,1,,Holbein_Gardens_London.md
1930s steel beams,1,1,,House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md
Steel columns lower floors 318 Oxford Street,1,1,,House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md
red MDF boards und Ziegel aus anderer Baustelle,1,1,,Impact_Hub_Berlin_CRCLR_Fitout.md
schwarze MDF-Platten,1,1,,Impact_Hub_Berlin_CRCLR_Fitout.md
Holzlatten aus Tischlereiresten,1,1,,Impact_Hub_Berlin_CRCLR_Fitout.md
Filzpaneele,1,1,,Impact_Hub_Berlin_CRCLR_Fitout.md
Holzgalerie,1,1,,Impact_Hub_Berlin_CRCLR_Fitout.md
Fassadenbekleidung / Holzfassade,1,1,,Institut_de_Botanique_ULg_Liege.md
Außenkozijnen / Fensterrahmen,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
HSB-binnenbladen,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Holzträger / houten balken,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Azobé-hardwood shingles,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Innentüren / Hang- und Schließwerk,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Holzfußböden,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Straßenklinker,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Armaturen / Beleuchtung / Installationen,1,1,,Jeugdkliniek_Ithaka_Emergis_Kloetinge.md
Stahlstruktur der ehemaligen Recyclinghalle Hagenholz,1,1,,Juch_Areal_Recyclingzentrum_Zuerich.md
Betonplatten aus dem Kerenzerbergtunnel,1,1,,Juch_Areal_Recyclingzentrum_Zuerich.md
Stahlträger / Stützen / Profilbleche Verbunddecken,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
externe Stahltreppe,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
Fenster,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
Metallblech / Profilblech / Fassadenblech,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
EPS-Dämmung,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
Naturstein-/Granitplatten,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
Klinker / Backstein,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
Holzdachelemente / Holzwerkstoffe / Türen / Dreischichtplatten,1,1,,K118_Kopfbau_Halle_118_Winterthur.md
Hohlkörperdecken / hollow-core slabs,1,1,,KA13_Kristian_Augusts_gate_13_Oslo.md
Stahl,1,1,,KA13_Kristian_Augusts_gate_13_Oslo.md
Fassadenbekleidung,1,1,,KA13_Kristian_Augusts_gate_13_Oslo.md
"Sanitär, ducts, pipes, office fronts, doors",1,1,,KA13_Kristian_Augusts_gate_13_Oslo.md
ca. 700 gespendete Fenster,1,1,,Kamikatsu_Zero_Waste_Center_Hotel_WHY.md
alte Shoji-Schirme und Glastüren,1,1,,Kamikatsu_Zero_Waste_Center_Hotel_WHY.md
Außentreppe,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Vordach / Pergola / Holzstützen,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Stahlkonstruktion für Außenraumbeschattung,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Geländer / Brüstungsgeländer,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Stahlträger / Stützen,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Brandschutztüren,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Akustikelemente,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
Sanitärapparate / Lavabos / Toiletten,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
gebrauchte Küche,1,1,,Kindergarten_Moeoeslistrasse_Manegg_Zuerich.md
"Bestandsgebäude, Innenausbau, ggf. Stahl/Holz/Fassadenmaterial",1,1,,Liander_Alliander_HQ_Duiven.md
27 Hohlkörperdecken / hollow-core slabs,1,1,,Lokomotion_Technology_Centre_mini_pilot_Tampere.md
"11,8 t Stahlprofile",1,1,,Lycee_Michel_Lucius_Conversion_Luxembourg.md
61 m² Blech,1,1,,Lycee_Michel_Lucius_Conversion_Luxembourg.md
Stahlfassadenpaneele,1,1,,Lycee_Michel_Lucius_Conversion_Luxembourg.md
"419 m² Gips-Akustikpaneele + 12 Metallpaneele/4,3 m²",1,1,,Lycee_Michel_Lucius_Conversion_Luxembourg.md
135 m² Straßenpflasterplatten,1,1,,Lycee_Michel_Lucius_Conversion_Luxembourg.md
38 Fertigbetonelemente als Rinnen,1,1,,Lycee_Michel_Lucius_Conversion_Luxembourg.md
"Sanitär, Türen, Beläge, Fliesen, Holz, feste Ausstattung",1,1,,Maison_des_Canaux_Paris.md
wiederverwendete Ziegelmauern,1,1,,Maison_DnA_Asse.md
innerer Holzrahmen,1,1,,Maison_DnA_Asse.md
Large/Grote Boomse Steen Ziegel,1,1,,Maison_Vignette_Auderghem.md
Wandfliesen aus Solvay-Gebäude,1,1,,Maison_Vignette_Auderghem.md
Terrakotta-Bodenfliesen,1,1,,Maison_Vignette_Auderghem.md
Blausteinplatten,1,1,,Maison_Vignette_Auderghem.md
Sanitärausstattung,1,1,,Maison_Vignette_Auderghem.md
"22 Wandplatten, 27 Deckenplatten",1,1,,Mehrow_Pilot_House.md
reused hollow core slabs,1,1,,Montessori_Maassluis.md
Blaustein-Fassadenblöcke/-platten,1,1,,Multi_Brussels_Reuse_in_MULTI.md
"Granitplatten, Natursteinplatten",1,1,,Multi_Brussels_Reuse_in_MULTI.md
Aluminiumprofile,1,1,,Multi_Brussels_Reuse_in_MULTI.md
Aufzugsmotoren,1,1,,Multi_Brussels_Reuse_in_MULTI.md
Betonpfähle / concrete beams,1,1,,Peoples_Pavilion_Eindhoven.md
Holzträger,1,1,,Peoples_Pavilion_Eindhoven.md
Fassadenelemente,1,1,,Peoples_Pavilion_Eindhoven.md
Glasdach,1,1,,Peoples_Pavilion_Eindhoven.md
Pretty Plastic shingles,1,1,,Peoples_Pavilion_Eindhoven.md
"13 WBS70-Betonfertigteile, v. a. Wand- und Deckenelemente",1,1,,Plattenpalast_Berlin.md
Fenster / Rahmen aus Palast der Republik,1,1,,Plattenpalast_Berlin.md
Fertigbetonteile aus Olympischem Dorf München und PH12-Punkthochhaus Frankfurt/Oder,1,1,,Plattenvereinigung_Berlin.md
Treppenelemente,1,1,,Plattenvereinigung_Berlin.md
Terrazzo-Arbeitsflächen / Oberflächen,1,1,,PLP_London_HQ_Circular_Studio_Fitout.md
Materialbibliothek / Küchenoberflächen,1,1,,PLP_London_HQ_Circular_Studio_Fitout.md
Möbel / Sofas / Tische,1,1,,PLP_London_HQ_Circular_Studio_Fitout.md
25 Betonblöcke aus Ortbeton-Kellerwänden,1,1,,ReCrete_footbridge_reused_concrete_blocks.md
Aluminiumfenster,1,1,,Recyclinghaus_Hannover.md
Faserzement-/Eternitplatten,1,1,,Recyclinghaus_Hannover.md
Profilbauglas,1,1,,Recyclinghaus_Hannover.md
Wellblech,1,1,,Recyclinghaus_Hannover.md
Saunabänke / Holzleisten,1,1,,Recyclinghaus_Hannover.md
Abbruchziegel,1,1,,Recyclinghaus_Hannover.md
historische Bauernhaustür,1,1,,Recyclinghaus_Hannover.md
Messebauplatten,1,1,,Recyclinghaus_Hannover.md
Waschbecken / Sanitär,1,1,,Recyclinghaus_Hannover.md
Brettschichtholzbögen / glulam arches,1,1,,Recypark_Demets_Anderlecht.md
neue Brettschichtholzbögen,1,1,,Recypark_Demets_Anderlecht.md
Holzfenster einfachverglast,1,1,,Resilience_La_Ferme_des_Possibles_Stains.md
Holzfenster doppeltverglast,1,1,,Resilience_La_Ferme_des_Possibles_Stains.md
BTC-Ziegel,1,1,,Resilience_La_Ferme_des_Possibles_Stains.md
Ziegelfassadenmodule / Mauerwerksausschnitte,1,1,,Resource_Rows_Copenhagen.md
Stahl aus vorhandenem Blackfriars-Bestand,1,1,,Roots_in_the_Sky_Blackfriars_Crown_Court.md
Bestandsfundamente / erste Geschosse,1,1,,Roots_in_the_Sky_Blackfriars_Crown_Court.md
Drill-Stem-Pipe / Schedule-40-Rohre,1,1,,Saxum_Vineyard_Equipment_Barn_Paso_Robles.md
wetternde Stahl-Offcuts an Toren,1,1,,Saxum_Vineyard_Equipment_Barn_Paso_Robles.md
perforierte Wellstahlpaneele,1,1,,Saxum_Vineyard_Equipment_Barn_Paso_Robles.md
Glas-PV-Module,1,1,,Saxum_Vineyard_Equipment_Barn_Paso_Robles.md
drei Wohnungsteile / Betonunits,1,1,,Superlocal_Expogebouw_Bleijerheide.md
"Aluminiumrohre, Heizkörper, Plattenmaterial, Fensterrahmen, Haustüren, Geländer, Brüstungen, Küche",1,1,,Superlocal_Expogebouw_Bleijerheide.md
Holz-Dachbinder / timber roof trusses / rafters,1,1,,Svanen_Kindergarten_Gladsaxe.md
Ziegel / bricks,1,1,,Svanen_Kindergarten_Gladsaxe.md
Dachziegel / roof tiles / vingetegl,1,1,,Svanen_Kindergarten_Gladsaxe.md
Stahlfassadenelemente / façade panels,1,1,,Svanen_Kindergarten_Gladsaxe.md
Beton,1,1,,Svanen_Kindergarten_Gladsaxe.md
Lampen / Fahrradständer / Uhr / Observatoriumskuppel,1,1,,Svanen_Kindergarten_Gladsaxe.md
Rauchglas-Fassadenpaneele Knoopkazerne,1,1,,The_Green_House_Utrecht.md
Pflasterklinker aus alter Kade in Tiel,1,1,,The_Green_House_Utrecht.md
vorkonsumiertes Holz / pre-used wood,1,1,,The_Green_House_Utrecht.md
Innenwände / Holzfußboden-Bauteile / Dämmmaterialien,1,1,,The_Green_House_Utrecht.md
TT-Decken / Betondecken,1,1,,Thoravej_29_Copenhagen.md
Fassaden-/Ziegelmaterial,1,1,,Thoravej_29_Copenhagen.md
Kunststofffenster,1,1,,Thoravej_29_Copenhagen.md
Türen,1,1,,Thoravej_29_Copenhagen.md
wiederverwendete Stahlträger,1,1,,Timber_Square_London.md
großer Stahlträger als Empfangstresen,1,1,,Timber_Square_London.md
bestehende Struktur Print Building,1,1,,Timber_Square_London.md
salvaged Aluminium-Fassadenplatten,1,1,,TRAE_High_Rise_Aarhus.md
Windturbinenflügel,1,1,,TRAE_High_Rise_Aarhus.md
wiederverwendete Fenster / upcycled windows,1,1,,TRAE_High_Rise_Aarhus.md
reclaimed timber flooring / Gellerup floors,1,1,,TRAE_High_Rise_Aarhus.md
wiederverwendete Troldtekt-Akustikplatten,1,1,,TRAE_High_Rise_Aarhus.md
Double-glazed windows,1,1,,Upcycle_Studios_Copenhagen.md
discarded floorboards / Dinesen offcuts,1,1,,Upcycle_Studios_Copenhagen.md
modulare Innenwände Karreveld,1,1,,Verbiest_Karreveld_Brussels.md
abgehängte Decke + Leuchten Karreveld,1,1,,Verbiest_Karreveld_Brussels.md
"bestehende Treppen, Toiletten, technische Schächte Karreveld",1,1,,Verbiest_Karreveld_Brussels.md
Dach- und Terrassenfliesen Verbiest,1,1,,Verbiest_Karreveld_Brussels.md
"Geländer, Fliesen, Steine Verbiest",1,1,,Verbiest_Karreveld_Brussels.md
dekorative Fliesen Verbiest,1,1,,Verbiest_Karreveld_Brussels.md
Stahlträger aus Paternoster/Textilmaschine,1,1,,Villa_Welpeloo_Enschede.md
Holz aus Kabeltrommeln,1,1,,Villa_Welpeloo_Enschede.md
"Bau-/Montagelift, später Innenlift",1,1,,Villa_Welpeloo_Enschede.md
Holz-Dachspanten / Brettschichtholz-Kniespanten,1,1,,Woongroep_Boschgaard_Den_Bosch.md
Aluminium-Fassadensystem,1,1,,Woongroep_Boschgaard_Den_Bosch.md
Holz aus ehemaliger Bibliothek / Tankstelle / Schule / Kunstakademie,1,1,,Woongroep_Boschgaard_Den_Bosch.md
ca. 30 Stahlträger,1,1,,Zinneke_Feder_Masui4ever_Brussels.md
5 Fensterrahmen,1,1,,Zinneke_Feder_Masui4ever_Brussels.md
450 m² Steinwolle-Dämmplatten,1,1,,Zinneke_Feder_Masui4ever_Brussels.md
2 Stahl-Treppen,1,1,,Zinneke_Feder_Masui4ever_Brussels.md
kompletter Lüftungsverbund,1,1,,Zinneke_Feder_Masui4ever_Brussels.md
