key,cc,tid,eid,name,stage,source_url,source_kind,official_url,source_checksum,source_provenance,rights_status,print_clearance,permission_required,rights_source_url,rights_contact,license_note,obligations,rendering_note,audited_at
GB:M08,GB,M07,NEW:englishsalvage,English Salvage,existing_logo,https://www.englishsalvage.co.uk/images/header-logo.png,header_logo,https://www.englishsalvage.co.uk/,4b84f74ba9c50d95fa6836d2217319683125dad9c8d4e49a67077dac9c2b667b,documented,permission_required,blocked_pending_permission,True,https://www.englishsalvage.co.uk/,English Salvage communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M09,GB,M08,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39526,Enviromate,pending_suggestion,https://s3-eu-west-1.amazonaws.com/s3-media.dev.eu.enviromate.kcmcdn.com/assets/www/img/enviromate_logo_header_2x.png,header_logo,https://www.enviromate.co.uk/,b9db672d7b3af5073841cba1ca39955d451bc110b0bf584d671ab6e1346a3bdd,documented,permission_required,blocked_pending_permission,True,https://www.enviromate.co.uk/,Enviromate communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M10,GB,M09,NEW:H:fromereclamation,Frome Reclamation Ltd,existing_logo,https://www.fromerec.co.uk/imgs/fromerec-logo.svg,header_logo,https://www.fromerec.co.uk/,f6e19b4fac839447b2c46b79d8edd355ec18353dfce9ffae21f8ac459aadf148,documented,permission_required,blocked_pending_permission,True,https://www.fromerec.co.uk/,Frome Reclamation Ltd communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M11,GB,M10,NEW:H:londonreclaimedbrickmerchants,London Reclaimed Brick Merchants,existing_logo,https://www.lrbm.com/wp-content/uploads/2017/04/cropped-lrbm-logo-350x350.png,apple_touch,https://www.lrbm.com/,77e5f5fcbd3aea4b23d52e3d0b95b0bc2b85d0c8017a704af99f8d9bd12a8d22,documented,permission_required,blocked_pending_permission,True,https://www.lrbm.com/,London Reclaimed Brick Merchants communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M12,GB,M11,NEW:H:londonreclamationandsalvage,London Reclamation and Salvage Ltd,existing_logo,"https://static.wixstatic.com/media/298c6f_a48b1685a6054aa68a9b3069cf53758a~mv2.png/v1/fill/w_191,h_172,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Screenshot%202022-09-06%2010_12_57.png",header_logo,https://www.londonreclamation.net/,ededead8a59644bcc58dbf1fddd3ad215f97ced005f024b8173e9cdc0bc82493,documented,permission_required,blocked_pending_permission,True,https://www.londonreclamation.net/,London Reclamation and Salvage Ltd communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M13,GB,M12,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39531,Material Index,existing_logo,https://material-index.co.uk/Logos/MI_logo_yellow.png,header_logo,https://material-index.co.uk/,a946a43386197b674e868fb9665297b401155646e654f110a5816ff59fb55845,documented,permission_required,blocked_pending_permission,True,https://material-index.co.uk/,Material Index communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M15,GB,M14,NEW:H:reclaimedbrickcompany,Reclaimed Brick Company,existing_logo,https://reclaimedbrickcompany.co.uk/cdn/shop/files/Reclaimed_Brick_Company_Website_Logo.svg?v=1744537300&width=520,header_logo,https://reclaimedbrickcompany.co.uk/,2d9a1f74d01909ba93b5d211e66a8152bb6956fb45603778987cfb5cd435dfe5,documented,permission_required,blocked_pending_permission,True,https://reclaimedbrickcompany.co.uk/,Reclaimed Brick Company communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M16,GB,M15,NEW:H:reclaimedworld,Reclaimed World,existing_logo,https://www.reclaimedworld.com/wp-content/uploads/2024/05/favicon-200x200.png,apple_touch,https://www.reclaimedworld.com/,b0920b7b78b1c4385e948ca8a2d5ba826d5f960ee7e9170b058903c977beb19d,documented,permission_required,blocked_pending_permission,True,https://www.reclaimedworld.com/,Reclaimed World communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M17,GB,M16,NEW:H:romseyreclamation,Romsey Reclamation,pending_suggestion,https://www.romseyreclamation.com/index_htm_files/4511151.png,header_logo,https://www.romseyreclamation.com/,cc48fa88528e738f494a6a8625465f3b0f6d1542bd10e98bfeb1640758433090,documented,permission_required,blocked_pending_permission,True,https://www.romseyreclamation.com/,Romsey Reclamation communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M18,GB,M17,NEW:H:roofslatescom,Roofslates.com,existing_logo,https://roofslates.com/apple-touch-icon-precomposed.png,apple_touch,https://roofslates.com/,96c532b6274b83594890a807a50db62d24a050f4642f7e6f34f3b397dce762fe,documented,permission_required,blocked_pending_permission,True,https://roofslates.com/,Roofslates.com communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M19,GB,M18,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39541,SalvoWEB,existing_logo,https://www.salvoweb.com/images/salvo-logo.png,header_logo,https://www.salvoweb.com/,70b0097f8effef593fbe22064bf9d5eaab0207375da08681921d37a0ce4aa87e,documented,permission_required,blocked_pending_permission,True,https://www.salvoweb.com/,SalvoWEB communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M20,GB,M19,NEW:H:staxreclamation,Stax Reclamation,existing_logo,https://staxreclamation.com/cdn/shop/files/STAX-Logo-Green_720x.png?v=1613542104,media_logo,https://staxreclamation.com/,3453b86b8710ede35a7ad8e0e91a158502a10db6f9f4a560ff0227764276a026,documented,permission_required,blocked_pending_permission,True,https://staxreclamation.com/,Stax Reclamation communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M21,GB,M20,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39544,Surplus Building & Plumbing Materials,pending_suggestion,https://surplusbuildingsupplies.co.uk/media/favicon/stores/1/512_x_512_FAV_NO_BG.png,declared_icon,https://surplusbuildingsupplies.co.uk/,1ecbbde558a3830077fdc95fe0c7c1b51368a9716922bdfb6bbbb51e0cf58b15,documented,permission_required,blocked_pending_permission,True,https://surplusbuildingsupplies.co.uk/,Surplus Building & Plumbing Materials communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M22,GB,M21,NEW:H:theantiqueoakflooringcompany,The Antique Oak Flooring Company,existing_logo,https://reclaimedflooring.co.uk/wp-content/themes/reclaimedflooring/images/favicon/apple-touch-icon.png,apple_touch,https://reclaimedflooring.co.uk/,fb56382bdc2bb9cc1160d9df33e08f100d7fc910971fe56b1d06566486ac9a17,documented,permission_required,blocked_pending_permission,True,https://reclaimedflooring.co.uk/,The Antique Oak Flooring Company communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M23,GB,M22,NEW:H:thearchitecturalforum,The Architectural Forum,existing_logo,https://www.thearchitecturalforum.com/cdn/shop/files/LOGO-3_2000x.jpg?v=1626695980,header_logo,https://www.thearchitecturalforum.com/,426c1959dc16c8bdda2039bdf064c36689106e41e6d4dc6d8de8c1a2e76ef6b4,documented,permission_required,blocked_pending_permission,True,https://www.thearchitecturalforum.com/,The Architectural Forum communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M25,GB,M24,NEW:H:thereclaimedcompany,The Reclaimed Company,existing_logo,https://shop.thereclaimedcompany.co.uk/home/wp-content/uploads/2018/06/cropped-the-reclaimed-company-logo-1.png,apple_touch,https://shop.thereclaimedcompany.co.uk/,b5afe2e13f8eeb8b0e49d488567c992025b04430fd057fd2b4ada4d0d70ecead,documented,permission_required,blocked_pending_permission,True,https://shop.thereclaimedcompany.co.uk/,The Reclaimed Company communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M26,GB,M25,NEW:H:watlingreclamationyard,Watling Reclamation Yard,existing_logo,https://watlingreclamation.co.uk/wp-content/uploads/2024/03/Watling-Reclamation-Logo-Final-transparent-e1710492270220.png,header_logo,https://watlingreclamation.co.uk/,a8f49b2cc67d17dc38dd26a01c12a698ec0de60f948e098dad5de34cd12d1d91,documented,permission_required,blocked_pending_permission,True,https://watlingreclamation.co.uk/,Watling Reclamation Yard communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M27,GB,M26,NEW:wellsreclamation,Wells Reclamation,existing_logo,https://www.wellsreclamation.com/icons/apple-icon-180x180.png,apple_touch,https://www.wellsreclamation.com/,fb430d4be704499a6c76cd989ec8f82953223b655d78582c9785e2c2a9384753,documented,permission_required,blocked_pending_permission,True,https://www.wellsreclamation.com/,Wells Reclamation communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M28,GB,M27,NEW:wilsonsyard,Wilsons Yard,existing_logo,https://www.wilsonsyard.com/cdn/shop/files/wilsons_yard_logo.jpg?v=1777941782,og_image,https://www.wilsonsyard.com/,0acce768ca11b167aea623360384203355d9ca83f66f789c1846b00cae5668e9,documented,permission_required,blocked_pending_permission,True,https://www.wilsonsyard.com/,Wilsons Yard communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:M29,GB,M28,NEW:H:womackbuildingsupplies,Womack Building Supplies,existing_logo,https://www.womackbuildingsupplies.co.uk/wp-content/themes/womacks/images/womack-building-supplies.png,header_logo,https://www.womackbuildingsupplies.co.uk/,03de7fc8b34d05417c417ed4b0e562b4d475589c455448a9af08af72f506121d,documented,permission_required,blocked_pending_permission,True,https://www.womackbuildingsupplies.co.uk/,Womack Building Supplies communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:N02,GB,N01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5171,Cat Fletcher / Freegle,existing_logo,https://www.ilovefreegle.org/icons/apple-touch-icon.png,apple_touch,https://www.ilovefreegle.org/,20c9fba80a51e50a67f050c38f5ef10d70ed6113021ce55b5c4d94d47530d657,documented,permission_required,blocked_pending_permission,True,https://www.ilovefreegle.org/,Cat Fletcher / Freegle communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:N03,GB,N02,NEW:H:futureusedirectory,futuREuse directory,existing_logo,https://futureuse.co.uk/wp-content/uploads/2021/06/cropped-siteicon.png,apple_touch,https://futureuse.co.uk/,444fe5aea4f72bba6e30a108e3efc02ccf871ee1e899db882d7d2dacdb074293,documented,permission_required,blocked_pending_permission,True,https://futureuse.co.uk/,futuREuse directory communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:N05,GB,N03,NEW:reusefully,Reusefully,existing_logo,https://irp.cdn-website.com/b835a515/dms3rep/multi/opt/white_logo_transparent_background-1920w.png,header_logo,https://www.reusefully.co.uk/,51c4e4ceccc40eba7821b027351ad91345a96c49576a4d722453b32c4815fb4b,documented,permission_required,blocked_pending_permission,True,https://www.reusefully.co.uk/,Reusefully communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:N06,GB,N04,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:735,Salvo Ltd,existing_logo,https://www.salvoweb.com/images/salvo-logo.png,media_logo,https://www.salvoweb.com/,70b0097f8effef593fbe22064bf9d5eaab0207375da08681921d37a0ce4aa87e,documented,permission_required,blocked_pending_permission,True,https://www.salvoweb.com/,Salvo Ltd communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:S01,GB,S01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39532,Material Reuse Portal,existing_logo,https://materialreuseportal.com/img/brand/circuit_social_black.svg,header_logo,https://materialreuseportal.com/,7d4496cfdaac3c56329fea17d1c523a1f0033bf5c45a47386f17a751846ed330,documented,permission_required,blocked_pending_permission,True,https://materialreuseportal.com/,Material Reuse Portal communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:S02,GB,S02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39545,Sustainability Yard,existing_logo,https://sustainabilityyard.com/sylogoblack.png,header_logo,https://sustainabilityyard.com/,04de8a6a8fc6e44ee741186f938d3645504a2cdaf076f556bda8fef8157406ed,documented,permission_required,blocked_pending_permission,True,https://sustainabilityyard.com/,Sustainability Yard communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U01,GB,U01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5696,AKT II,existing_logo,https://www.akt-uk.com/wp-content/themes/akt/images/apple-touch-icon.png,apple_touch,https://www.akt-uk.com/,0e15b61f91152848e012a1fbd1a5a9053a6815c2d67c198ef7fdd631ab23a7f5,documented,permission_required,blocked_pending_permission,True,https://www.akt-uk.com/,AKT II communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U06,GB,U03,NEW:H:bdp,BDP,existing_logo,inline+https://www.bdp.com/#sha256=d60811bd62610930dcc53d8d6a68fbee2f99238e0d1358214f2d40fce03a76f9,header_logo,https://www.bdp.com/,18ed6b679c235f1d19d6fe28ae9a6ad8b6a3dff45b3e3e1158132b553f159353,documented,permission_required,blocked_pending_permission,True,https://www.bdp.com/,BDP communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U16,GB,U04,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5247,Civic Engineers,existing_logo,https://www.team-civic.com/cache/Brand-Elements/_1200x630_crop_center-center_82_none/Website-SEO-Logo.png?v=1748864896,og_image,https://www.team-civic.com/,774dffe28fa2cd7f183f63dda0450e4b415cea45d4562d5aa8ac90b7053db58d,documented,permission_required,blocked_pending_permission,True,https://www.team-civic.com/,Civic Engineers communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U17,GB,U05,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5223,Cleveland Steel & Tubes,existing_logo,https://cleveland-steel.com/themes/custom/pml_basetheme/images/logo_blue_l.svg,header_logo,https://cleveland-steel.com/,3e87a9f8477b4aefb10db29f8465bb5ca7869accfc12e775c69cb3197a7f1b40,documented,permission_required,blocked_pending_permission,True,https://cleveland-steel.com/,Cleveland Steel & Tubes communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U21,GB,U06,NEW:elliottwood,Elliott Wood,existing_logo,https://www.elliottwood.co.uk/assets/v20260728_144002/img/apple-touch.png,apple_touch,https://www.elliottwood.co.uk/,0abace7f5e914f94b22aa4f2b482805dfe395a131387bec351c01c58d44e510d,documented,permission_required,blocked_pending_permission,True,https://www.elliottwood.co.uk/,Elliott Wood communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U26,GB,U07,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5240,FORE Partnership,existing_logo,http://forepartnership.com/wp-content/uploads/2018/12/FORE-logo.jpg,structured_logo,https://www.forepartnership.com/,7ae3d91a6ec44ff7e0d7bf1647b104656a8b68ade220c3a61534ee02c5ab6144,documented,permission_required,blocked_pending_permission,True,https://www.forepartnership.com/,FORE Partnership communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U29,GB,U09,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:18,Gardiner & Theobald,existing_logo,https://www.gardiner.com/dist/img/favicons/apple-touch-icon-180x180.png,apple_touch,https://www.gardiner.com/,38a615404baadf1db68fac87e8f2bcba96536d99c259d90ab40557b730389037,documented,permission_required,blocked_pending_permission,True,https://www.gardiner.com/,Gardiner & Theobald communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
GB:U32,GB,U11,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5980,Hawkins\Brown,existing_logo,https://www.hawkinsbrown.com/apple-touch-icon.png,apple_touch,https://www.hawkinsbrown.com/,fcfabb13058bce816c7278ec62cf02822ef08d921e42b7c48f18413443928cd4,documented,permission_required,blocked_pending_permission,True,https://www.hawkinsbrown.com/,Hawkins\Brown communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
