row_id,batch,project_id,project_name,component_id,component_name,source_label,source_id,relationship,target_type,target_id,target_canonical,target_detail,evidence_url,evidence_summary,confidence,status,import_ready
v10A-011,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),Projekt,p_biopartner_5_leiden_oegstgeest,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_auf_demselben_standort_versetzt,Auf_demselben_Standort_versetzt,steel moved approximately 750 m within the campus context,https://stone22.com/en/portfolio/biopartner5/,"Stone22 says the steel was dismantled, moved 750 metres, processed on site and reassembled.",HIGH,evidence_backed,NO_research_batch_only
v10A-012,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),Projekt,p_biopartner_5_leiden_oegstgeest,HAT_RUECKBAUVERFAHREN,Rueckbauverfahren,rv_zerstoerungsarme_bergung,Zerstoerungsarme_Bergung,steel structure inventively dismantled for reuse,https://stone22.com/en/portfolio/biopartner5/,Stone22 and other project accounts describe dismantling the donor skeleton for reassembly.,HIGH,evidence_backed,NO_research_batch_only
v10A-013,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),Projekt,p_biopartner_5_leiden_oegstgeest,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_pruefung_sortierung_qs,Pruefung_Sortierung_QS,donor steel processed on site before reassembly,https://stone22.com/en/portfolio/biopartner5/,Stone22 states the donor steel was processed on site before being reassembled as the donor skeleton.,HIGH,evidence_backed,NO_research_batch_only
v10A-014,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),Projekt,p_biopartner_5_leiden_oegstgeest,NUTZT_METHODE,Methode,m_reversibles_design,Reversibles_Design,reused steel forms a demountable main supporting structure,https://dutchdesigndaily.com/stories/biopartner-5/,Dutch Design Daily describes the reused steel as a demountable main supporting structure.,HIGH,evidence_backed,NO_research_batch_only
v10A-015,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),Projekt,p_biopartner_5_leiden_oegstgeest,NUTZT_METHODE,Methode,m_urban_mining_und_scouting,Urban_Mining_und_Scouting,scouting reusable structural material from nearby lab demolition,https://leidenbioscienceparkprojects.nl/en/sustainability/circulariteit,Project evidence identifies a nearby demolition stream matched to a new high-grade structural application.,HIGH,evidence_backed,NO_research_batch_only
v10A-016,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_ziegel_fassade_biopartner_5_abbruchschutt_gruene,Abbruchschutt,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_material_reprocessing,Material_Reprocessing,demolition debris/rubble becomes low-tech green facade substrate/texture,https://dutchdesigndaily.com/stories/biopartner-5/,Dutch Design Daily says debris from the same building is used for a low-tech green facade and vegetation substrate.,HIGH,evidence_backed,NO_research_batch_only
v10A-017,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_ziegel_fassade_biopartner_5_abbruchschutt_gruene,Abbruchschutt,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_QUELLE,Quelle,q_gleicher_standort,Gleicher_Standort,rubble/debris from the same demolished neighbouring lab,https://dutchdesigndaily.com/stories/biopartner-5/,The debris/rubble source is tied to the same donor building family as the reused steel.,HIGH,evidence_backed,NO_research_batch_only
v10A-018,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_ziegel_fassade_biopartner_5_abbruchschutt_gruene,Abbruchschutt,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_auf_demselben_standort_versetzt,Auf_demselben_Standort_versetzt,donor rubble reused within the BioPartner 5 building envelope/landscape,https://dutchdesigndaily.com/stories/biopartner-5/,The rubble is reused directly in BioPartner 5 as part of its facade/ecosystem concept.,HIGH,evidence_backed,NO_research_batch_only
v10A-019,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_ziegel_fassade_biopartner_5_abbruchschutt_gruene,Abbruchschutt,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,Remanufacturing_und_Upcycling,rubble and debris reconfigured into green facade material layer,https://dutchdesigndaily.com/stories/biopartner-5/,The material changes function from demolition rubble to a facade/ecological substrate application.,HIGH,evidence_backed,NO_research_batch_only
v10A-020,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_holz_wand_biopartner_5_innenwaende_trennwaende,Innenwände und Trennwände,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,internal walls listed among reused building materials,https://dutchdesigndaily.com/stories/biopartner-5/,"Dutch Design Daily states reused materials range from supporting structure to internal walls, floor finish and toilets.",MEDIUM,evidence_backed,NO_research_batch_only
v10A-021,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_keramik_technik_biopartner_5_sanitaerobjekte,Sanitärobje… (Biopartner),Projekt,p_biopartner_5_leiden_oegstgeest,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,toilets/sanitary objects listed as reused high-quality applications,https://www.dutchdesignawards.nl/en/gallery/biopartner-5/,"Dutch Design Awards notes reuse extends to internal walls, floor finishing and toilets.",MEDIUM,evidence_backed,NO_research_batch_only
v10A-022,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_naturstein_boden_biopartner_5_pflaster_bodenmaterial,Pflaster-,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,natural stone/floor-finishing reused in building,https://www.dutchdesignawards.nl/en/gallery/biopartner-5/,Dutch Design Awards names natural-stone and floor finishing among reused material applications.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-023,batch_01_core_10_projects,p_biopartner_5_leiden_oegstgeest,BioPartner 5,bg_reuse_mehrere_ausbau_biopartner5_furniture_doors_candidate,furniture and doors: candidate new Bauteilgruppe not yet present in topology,Projekt,p_biopartner_5_leiden_oegstgeest,HAT_BAUTEILGRUPPE,Bauteilgruppe,bg_reuse_mehrere_ausbau_biopartner5_furniture_doors_candidate,bg_reuse_mehrere_ausbau_biopartner5_furniture_doors_candidate,furniture and doors: candidate new Bauteilgruppe not yet present in topology,https://www.biopartnerleiden.nl/media_blog/opening_biopartner5/,BioPartner Leiden says large-scale reuse ranges from donor steel to furniture and doors.,HIGH,candidate_component_to_add,NO_research_batch_only
v10A-024,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_daemmstoff_daemmung_circl_jeans_insulation,Circl Jeans-Dämmung,Projekt,p_circl_abn_amro,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_material_reprocessing,Material_Reprocessing,old jeans converted into insulation/acoustic material,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,One Planet Network states old ABN AMRO clothing was recycled into acoustic walling; CMS also lists old-jeans insulation.,HIGH,evidence_backed,NO_research_batch_only
v10A-025,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_daemmstoff_daemmung_circl_jeans_insulation,Circl Jeans-Dämmung,Projekt,p_circl_abn_amro,HAT_QUELLE,Quelle,q_restposten_abfall_unbekannt,Restposten_Abfall_Unbekannt,old jeans / corporate clothing waste stream,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,The feedstock is a clothing/textile waste stream rather than a prior building component.,HIGH,evidence_backed,NO_research_batch_only
v10A-026,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_daemmstoff_daemmung_circl_jeans_insulation,Circl Jeans-Dämmung,Projekt,p_circl_abn_amro,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,Remanufacturing_und_Upcycling,textile-to-insulation/acoustic panel transformation,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,The material is reprocessed from garments into acoustic/insulation products.,HIGH,evidence_backed,NO_research_batch_only
v10A-027,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_textil_wand_circl_clothing_felt,Circl Textilfilz-Wand,Projekt,p_circl_abn_amro,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_material_reprocessing,Material_Reprocessing,corporate clothing converted into acoustic walling/tribune felt,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,"One Planet Network specifies 2,500 kg of old ABN AMRO corporate clothing made acoustic walling.",HIGH,evidence_backed,NO_research_batch_only
v10A-028,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_textil_wand_circl_clothing_felt,Circl Textilfilz-Wand,Projekt,p_circl_abn_amro,HAT_QUELLE,Quelle,q_eigener_bestand,Eigener_Bestand,ABN AMRO corporate clothing stock,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,"The clothing came from ABN AMRO corporate clothing stock, making it owner-origin material.",HIGH,evidence_backed,NO_research_batch_only
v10A-029,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_textil_wand_circl_clothing_felt,Circl Textilfilz-Wand,Projekt,p_circl_abn_amro,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,Remanufacturing_und_Upcycling,garments converted into felt/acoustic wall surfaces,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,Evidence supports a textile-upcycling pathway into interior acoustic surfaces.,HIGH,evidence_backed,NO_research_batch_only
v10A-030,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_holz_boden_circl_window_frame_floor,Circl Fenster→Boden,Projekt,p_circl_abn_amro,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_neue_funktion,Wiederverwendung_neue_Funktion,wooden window frames reused as floorboards,https://circularmaterialsystems.com/en/case/03_en_pavilion-circl/,CMS lists wood frames from Hilversum and wood floors from Berghem among reused building components; existing v9 identifies rejected window frames to floorboards.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-031,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_holz_boden_circl_window_frame_floor,Circl Fenster→Boden,Projekt,p_circl_abn_amro,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,wooden frames/components from Dutch donor locations,https://circularmaterialsystems.com/en/case/03_en_pavilion-circl/,CMS describes multiple building components sourced within roughly 100 km from Dutch donor locations.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-032,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_mehrere_fenster_circl_conference_windows,Circl Bürofenster,Projekt,p_circl_abn_amro,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,window frames/glass panels reused as building envelope/interior glazing components,https://circularmaterialsystems.com/en/case/03_en_pavilion-circl/,CMS lists window frames from Haarlem/Arnhem and glass panels from Gorinchem as recycled building components.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-033,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_mehrere_fenster_circl_conference_windows,Circl Bürofenster,Projekt,p_circl_abn_amro,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,"external donor buildings in Haarlem, Arnhem and Gorinchem",https://circularmaterialsystems.com/en/case/03_en_pavilion-circl/,CMS ties the glazing/window supply to named Dutch donor locations.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-034,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_mehrere_fenster_circl_conference_windows,Circl Bürofenster,Projekt,p_circl_abn_amro,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,imported from donor sites within approximately 100 km to Amsterdam pavilion,https://circularmaterialsystems.com/en/case/03_en_pavilion-circl/,CMS states most material streams came from nearby areas in the Netherlands within about 100 km.,HIGH,evidence_backed,NO_research_batch_only
v10A-035,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_mehrere_ausbau_circl_restored_furniture,Circl ABN-Möbel,Projekt,p_circl_abn_amro,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,previously used/restored ABN AMRO furniture reused in Circl,https://www.degebouwengids.nl/en/circl-circular-and-sustainable/,Architecture guide states the furniture in Circl was previously used and restored by ABN AMRO.,HIGH,evidence_backed,NO_research_batch_only
v10A-036,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_mehrere_ausbau_circl_restored_furniture,Circl ABN-Möbel,Projekt,p_circl_abn_amro,HAT_QUELLE,Quelle,q_eigener_bestand,Eigener_Bestand,ABN AMRO existing furniture stock,https://www.degebouwengids.nl/en/circl-circular-and-sustainable/,The furniture came from ABN AMRO’s own previously used/restored stock.,HIGH,evidence_backed,NO_research_batch_only
v10A-037,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_reuse_mehrere_ausbau_circl_restored_furniture,Circl ABN-Möbel,Projekt,p_circl_abn_amro,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_reparatur_und_refurbishment,Reparatur_und_Refurbishment,previously used furniture restored before reuse,https://www.degebouwengids.nl/en/circl-circular-and-sustainable/,The evidence explicitly includes restoration of prior furniture.,HIGH,evidence_backed,NO_research_batch_only
v10A-038,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_planned_mehrere_technik_circl_leased_lifts,Circl Mietaufzüge,Projekt,p_circl_abn_amro,NUTZT_METHODE,Methode,m_zirkulaere_beschaffung,Zirkulaere_Beschaffung,leased/service-model lifts planned as circular procurement strategy,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,One Planet Network and project descriptions connect Circl to circular business models and Cradle-to-Cradle/material service logic.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-039,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_planned_mehrere_fassade_circl_remountable_facade,Circl Remont. Fass.,Projekt,p_circl_abn_amro,NUTZT_METHODE,Methode,m_reversibles_design,Reversibles_Design,materials reuse planned from the start and pavilion designed for later disassembly,https://www.cie.nl/circl?lang=en,de Architekten Cie states reuse of applied materials was factored into the process from the start.,HIGH,evidence_backed,NO_research_batch_only
v10A-040,batch_01_core_10_projects,p_circl_abn_amro,Circl,bg_dismantled_holz_mehrere_circl_larch_structure,Circl Lärchentragwerk,Projekt,p_circl_abn_amro,NUTZT_METHODE,Methode,m_reversibles_design,Reversibles_Design,detachable/dismantlable timber structure logic for future reuse,https://www.cie.nl/circl?lang=en,Project descriptions frame Circl as a practical circular design example with reuse designed into construction.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-041,batch_01_core_10_projects,p_circl_abn_amro,Circl,,,Projekt,p_circl_abn_amro,NUTZT_METHODE,Methode,m_urban_mining_und_scouting,Urban_Mining_und_Scouting,multi-source nearby material sourcing within the Netherlands,https://circularmaterialsystems.com/en/case/03_en_pavilion-circl/,CMS lists multiple reused components collected from named nearby locations.,HIGH,evidence_backed,NO_research_batch_only
v10A-042,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,Projekt,p_the_green_house_utrecht,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,smoked-glass facade panels reused as second skin and greenhouse facade,https://www.cepezed.com/projects/the-green-house/,Cepezed says smoked-glass panels from Knoop barracks were reused for the second skin and greenhouse.,HIGH,evidence_backed,NO_research_batch_only
v10A-043,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,Projekt,p_the_green_house_utrecht,HAT_QUELLE,Quelle,q_gleicher_standort,Gleicher_Standort,former Knoop barracks / adjacent redevelopment donor,https://www.cepezed.com/projects/the-green-house/,The donor panels came from the former Knoop barracks connected to the redevelopment context.,HIGH,evidence_backed,NO_research_batch_only
v10A-044,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,Projekt,p_the_green_house_utrecht,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_auf_demselben_standort_versetzt,Auf_demselben_Standort_versetzt,adjacent-site reuse into temporary pavilion,https://www.ballast-nedam.com/what-we-do/projects/2021/the-green-house,Ballast Nedam says exterior wall panels from the old Knoop barracks were reused in the pavilion.,HIGH,evidence_backed,NO_research_batch_only
v10A-045,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,Projekt,p_the_green_house_utrecht,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_neue_funktion,Wiederverwendung_neue_Funktion,paving bricks from old quay reused as interior ground-floor paving,https://www.cepezed.com/projects/the-green-house/,"Cepezed states the ground floor consists of paving bricks from an old quay in Tiel, laid on sand with underfloor heating.",HIGH,evidence_backed,NO_research_batch_only
v10A-046,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,Projekt,p_the_green_house_utrecht,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,old quay in Tiel as external donor infrastructure,https://www.cepezed.com/projects/the-green-house/,The paving material came from an external old quay rather than the pavilion site.,HIGH,evidence_backed,NO_research_batch_only
v10A-047,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,Projekt,p_the_green_house_utrecht,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,paving imported to Utrecht pavilion from Tiel donor source,https://www.cepezed.com/projects/the-green-house/,The evidence places the donor material in Tiel and the receiving building in Utrecht.,HIGH,evidence_backed,NO_research_batch_only
v10A-048,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,Projekt,p_the_green_house_utrecht,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,pre-used wood reused in storey floor construction,https://www.cepezed.com/projects/the-green-house/,Cepezed says the storey floor was constructed with pre-used wood.,HIGH,evidence_backed,NO_research_batch_only
v10A-049,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,Projekt,p_the_green_house_utrecht,HAT_QUELLE,Quelle,q_restposten_abfall_unbekannt,Restposten_Abfall_Unbekannt,pre-used wood donor origin not disclosed in accessible project evidence,https://www.cepezed.com/projects/the-green-house/,The source confirms pre-used wood but not the original donor asset.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-050,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,Projekt,p_the_green_house_utrecht,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_gelagert_oder_unbekannt,Gelagert_oder_Unbekannt,receiving location known; donor path not specified,https://www.cepezed.com/projects/the-green-house/,The use in the pavilion is clear; donor and storage path remain unspecified.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-051,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_stahl_mehrere_green_house_demontables_stahltragwerk,Neues demontierbares…,Projekt,p_the_green_house_utrecht,NUTZT_METHODE,Methode,m_reversibles_design,Reversibles_Design,generic building kit with detachable galvanized steel frame,https://www.cepezed.com/projects/the-green-house/,Cepezed states the pavilion is a building kit with a detachable steel frame.,HIGH,evidence_backed,NO_research_batch_only
v10A-052,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,bg_reuse_stahl_mehrere_green_house_demontables_stahltragwerk,Neues demontierbares…,Projekt,p_the_green_house_utrecht,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_geplant_oder_gelagert,Geplant_oder_Gelagert,"new demountable steel frame; not direct reuse, but designed for future relocation/reuse",https://www.ballast-nedam.com/what-we-do/projects/2021/the-green-house,Ballast Nedam says the pavilion can be fully reassembled and moved after 15 years.,MEDIUM,review_not_direct_reuse,NO_research_batch_only
v10A-053,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,,,Projekt,p_the_green_house_utrecht,NUTZT_METHODE,Methode,m_reversibles_design,Reversibles_Design,complete pavilion can be dismantled and rebuilt elsewhere,https://dutcharchitects.org/projects/the-green-house-utrecht,Dutch Architects describes the pavilion as a demountable kit designed for future relocation.,HIGH,evidence_backed,NO_research_batch_only
v10A-054,batch_01_core_10_projects,p_the_green_house_utrecht,The Green House Utrecht,,,Projekt,p_the_green_house_utrecht,NUTZT_METHODE,Methode,m_zirkulaere_beschaffung,Zirkulaere_Beschaffung,recycled as many materials as possible in temporary circular pavilion delivery,https://www.ballast-nedam.com/what-we-do/projects/2021/the-green-house,Ballast Nedam describes a joint delivery strategy to recycle as many materials as possible and enable relocation.,MEDIUM,evidence_backed,NO_research_batch_only
