claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,_shard
IER-A1-A06B-node-0067,node,jeroen_bergsma,,,Akteur,Jeroen Bergsma exists as part of the cited project/firm,web,https://www.superuse-studios.com/projectplus/villa-welpeloo,true,200,PARTIAL,teilweise_belegt,"About Us - Superuse Studios 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 


 
 
		
		
		
				 
 
					 
				
		 
		 
		 
		 
				 
				 
													 
											 
		 
		 
		 
		
		 

 
 

 
 

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
   

 
 
       
 
 
 
 /********* Compiled CSS - Do not edit *********/",RESOURCE,IER-A1,page fetched (200) but entity not named; no_entity_match,IER-A1
IER-A1-A06B-node-0073,node,kerstin_mueller,,,Akteur,Kerstin Müller exists as part of the cited project/firm,web,https://zirkular.net/en/project/culture-commercial-center-elys,true,200,PARTIAL,teilweise_belegt,"K.118 
		
		 
         
       	 

         
		 
		 
		 

		 
		 

		 
         
         

         

	 
	
	 

		 
			Ihr Browser ist veraltet. Bitte aktualiseren Sie auf  Edge ,  Chrome ,  Firefox. 
		 

		 
			 
				  
				  
				  
				  
				  
			 
		   


		 
			 
		 

	 
	 
		
		
		 
			 
		",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-A06B-node-0092,node,materialrest24,,,Akteur,Materialrest24 sourced only by weak/non-first-party URLs,web,https://www.handwerk-magazin.de/materialrest24de-restbestaende-clever-verwerten-183318,true,200,PROVEN,belegt,materialrest24.de:,KEEP,IER-A1,entity gate pass; full_match:materialrest24; tier-A homepage/URL fetch,IER-A1
IER-A1-A06B-node-0094,node,matthew_crabbe,,,Akteur,Matthew Crabbe exists as part of the cited project/firm,web,https://www.nbl.berlin,true,200,PARTIAL,teilweise_belegt,"“Reallabor B(e) Ware” | From research straight to implementation – ZRS 
 
 
 
 
 
 
 
 
 
 

 
 
 
  
 
 
 
 
 
 
 
 
 

 
 

 
     
         
             
                  
                 

                         
                             
                                   Architecture ",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-A06B-node-0100,node,michel_massmuenster,,,Akteur,Michel Massmünster exists as part of the cited project/firm,web,https://zirkular.net/en/project/building-k-118,true,200,PROVEN,belegt,"project team: Marc Angst, Pascal Hentschel, Benjamin Poignon, Michèle",KEEP,IER-A1,entity gate pass; token_hit:michel; tier-A homepage/URL fetch,IER-A1
IER-A1-A06B-node-0105,node,nina_pawlicki,,,Akteur,Nina Pawlicki exists as part of the cited project/firm,web,https://www.nbl.berlin,true,200,PROVEN,belegt,"Natural Building Lab 
    
     
     
     
     

     
     
     
     
    
     
     
     
     
     
     
     
     
     
     
     
     
     
    
    
     
     
    
    
     
     
     
     
     

     

     
    
    

 
 
 
 
 
 
 

 
 
    
     
    
         
    
    ",KEEP,IER-A1,entity gate pass; full_match:nina pawlicki; tier-A homepage/URL fetch,IER-A1
IER-A1-A06B-node-0117,node,peter_van_assche,,,Akteur,Peter van Assche exists as part of the cited project/firm,web,https://www.dezeen.com/2017/10/25/peoples-pavilion-dutch-design-week-bureau-sla-overtreders-w-design-architecture-temporary-structure-eindhoven,true,403,PARTIAL,teilweise_belegt,"-->

   
   

   
   
   

   
   

   
   
   

   
   

   

  
   

   

 

 

 

 

  

  
   

   
   
 

   
   
  
  

  

  
       
       
    
       
       
  

   
  
   
  

    

  
   
  

   

 
 

     



     

 

 
 
 
 
 
 
 
 
 People's pavilion | Overtreders W I Architectura",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-A06B-node-0128,node,reinder_bakker,,,Akteur,Reinder Bakker exists as part of the cited project/firm,web,https://www.dezeen.com/2017/10/25/peoples-pavilion-dutch-design-week-bureau-sla-overtreders-w-design-architecture-temporary-structure-eindhoven,true,403,PARTIAL,teilweise_belegt,"-->

   
   

   
   
   

   
   

   
   
   

   
   

   

  
   

   

 

 

 

 

  

  
   

   
   
 

   
   
  
  

  

  
       
       
    
       
       
  

   
  
   
  

    

  
   
  

   

 
 

     



     

 

 
 
 
 
 
 
 
 
 People's pavilion | Overtreders W I Architectura",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-A06B-node-0129,node,resource_marktplaats,,,Akteur,ReSource Marktplaats sourced only by weak/non-first-party URLs,web,https://apps.apple.com/nl/app/resource-marktplaats/id6743317802,true,200,PROVEN,belegt,‎ReSource Marktplaats-app,KEEP,IER-A1,entity gate pass; full_match:resource marktplaats; tier-A homepage/URL fetch,IER-A1
IER-A1-A06B-node-0137,node,sina_jansen,,,Akteur,Sina Jansen exists as part of the cited project/firm,web,https://www.nbl.berlin,true,200,PARTIAL,teilweise_belegt,"“Reallabor B(e) Ware” | From research straight to implementation – ZRS 
 
 
 
 
 
 
 
 
 
 

 
 
 
  
 
 
 
 
 
 
 
 
 

 
 

 
     
         
             
                  
                 

                         
                             
                                   Architecture ",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-A06B-node-0141,node,stadt_kassel,,,Akteur,Stadt Kassel sourced only by weak/non-first-party URLs,web,https://baumab-kassel.de/impressum/,true,200,PROVEN,belegt,Warenkorb Gefördert durch: Stadt Kassel,KEEP,IER-A1,entity gate pass; full_match:stadt kassel; tier-A homepage/URL fetch,IER-A1
IER-A1-A06B-node-0155,node,thomas_stark,,,Akteur,Thomas Stark exists as part of the cited project/firm,web,https://www.hft-stuttgart.com/research/projects/current/stuttgart-210-ii,true,200,PARTIAL,teilweise_belegt,"Stuttgart 210 II | HFT Stuttgart 
 
 
 

 
 
 






                
         
         
           




           
    
 

 
 
 
 
 
 
 

    
     
         
             
                Barrierefreie Navigation
             
             
                 
                     
               ",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-A06B-node-0162,node,uwe_seiler,,,Akteur,Uwe Seiler exists as part of the cited project/firm,web,https://www.zrs.berlin/en,true,200,PARTIAL,teilweise_belegt,"“Reallabor B(e) Ware” | From research straight to implementation – ZRS 
 
 
 
 
 
 
 
 
 
 

 
 
 
  
 
 
 
 
 
 
 
 
 

 
 

 
     
         
             
                  
                 

                         
                             
                                   Architecture ",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-AKT-node-001,node,2emain_be,,,Akteur,2emain.be - Unbekannt,web,https://www.2ememain.be/,true,200,PARTIAL,teilweise_belegt,② 2ememain - La bonne adresse pour acheter et vendre des objets neufs et d'occasion                                                                                          Voir annonces  Aller en bas de page    Aide et Info    Conditions    Securité          Messages            Notifications       ,RESOURCE,IER-A1,page fetched (200) but entity not named; no_entity_match,IER-A1
IER-A1-AKT-node-003,node,3xn,,,Akteur,3XN - Unternehmen (Dänemark),web,https://3xn.com/,true,200,PROVEN,belegt,"-->
	 

	 
	 
	 
	 
         

	 
	 
	 
         

	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 -->
	 

	 
	 

	 

	 
	 

	 

 
 

 -->",KEEP,IER-A1,entity gate pass; full_match:3xn; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-004,node,51n4e,,,Akteur,51N4E - Unternehmen,web,https://www.51n4e.com/,true,200,PROVEN,belegt,51N4E,KEEP,IER-A1,entity gate pass; full_match:51n4e; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-005,node,CITYFOERSTER,,,Akteur,CITYFÖRSTER - Unternehmen (Deutschland),web,https://www.cityfoerster.net/,true,200,PROVEN,belegt,Home - Cityförster,KEEP,IER-A1,entity gate pass; full_match:cityforster; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-006,node,Lendager,,,Akteur,Lendager - Unternehmen (Dänemark),web,https://lendager.com/,true,200,PROVEN,belegt,Circular Architecture & Reuse Consultancy | Lendager,KEEP,IER-A1,entity gate pass; full_match:lendager; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-007,node,Natural_Building_Lab,,,Akteur,Natural Building Lab - Forschung_Lehre (Deutschland),web,https://www.nbl.berlin/,true,200,PROVEN,belegt,Natural Building Lab,KEEP,IER-A1,entity gate pass; full_match:natural building lab; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-011,node,abfallwirtschaftsbetriebe_muenster,,,Akteur,Abfallwirtschaftsbetriebe Münster - Oeffentliche_Institution,web,https://www.awm.stadt-muenster.de/,true,200,PROVEN,belegt,Startseite | Abfallwirtschaftsbetriebe Münster,KEEP,IER-A1,entity gate pass; full_match:abfallwirtschaftsbetriebe munster; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-012,node,abn_amro,,,Akteur,ABN AMRO - Unternehmen (Niederlande),web,https://www.abnamro.com/,true,200,PROVEN,belegt,ABN AMRO,KEEP,IER-A1,entity gate pass; full_match:abn amro; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-046,node,amstein_walthert,,,Akteur,Amstein+Walthert AG - Unternehmen (Schweiz),web,https://www.amstein-walthert.ch/,true,200,PROVEN,belegt,Amstein-Walthert,KEEP,IER-A1,"entity gate pass; token_hits:amstein,walthert; tier-A homepage/URL fetch",IER-A1
IER-A1-AKT-node-053,node,archipel_zero,,,Akteur,Archipel zéro - Unternehmen (Frankreich),web,https://www.archipelzero.com/,false,,DEAD_LINK,kandidat,,RESOURCE,IER-A1,fetch failed: <urlopen error [Errno 11001] getaddrinfo failed>,IER-A1
IER-A1-AKT-node-056,node,artelia,,,Akteur,Artelia - Unternehmen,web,https://www.arteliagroup.com/,true,200,PROVEN,belegt,Home Page - Artelia,KEEP,IER-A1,entity gate pass; full_match:artelia; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-058,node,arup,,,Akteur,Arup - Unternehmen,web,https://www.arup.com/,true,200,PROVEN,belegt,Arup,KEEP,IER-A1,entity gate pass; full_match:arup; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-060,node,asplan_viak,,,Akteur,Asplan Viak - Unternehmen,web,https://www.asplanviak.no/,true,200,PROVEN,belegt,Asplan Viak,KEEP,IER-A1,entity gate pass; full_match:asplan viak; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-062,node,bakerbrown,,,Akteur,BakerBrown - Unternehmen (Vereinigtes Königreich),web,https://www.bakerbrown.studio/,true,200,PROVEN,belegt,BakerBrown,KEEP,IER-A1,entity gate pass; full_match:bakerbrown; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-063,node,ballast_nedam,,,Akteur,Ballast Nedam - Unternehmen,web,https://www.ballast-nedam.nl/,true,200,PROVEN,belegt,Ballast Nedam,KEEP,IER-A1,entity gate pass; full_match:ballast nedam; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-065,node,bam_bouw_techniek,,,Akteur,BAM Bouw + Techniek - Unternehmen (Niederlande),web,https://www.bam.com/,true,200,PARTIAL,teilweise_belegt,"Koninklijke BAM Groep / Royal BAM Group | 
     
     
     

     
 
 

     

   
   
        
         
      Skip to main content
     
       
    

   
      


 
    
    
      
     

  




   

    

         Ask your question  


 
     
     
       
                   
             
  ",RESOURCE,IER-A1,page sector/generic only; entity not named (gate G4 fail),IER-A1
IER-A1-AKT-node-068,node,belgian_buildings_agency,,,Akteur,Belgian Buildings Agency / Regie der Gebouwen - Oeffentliche_Institution,web,https://www.regiedergebouwen.be/,true,200,PROVEN,belegt,Regie,KEEP,IER-A1,"entity gate pass; token_hits:buildings,regie,gebouwen; tier-A homepage/URL fetch",IER-A1
IER-A1-AKT-node-069,node,bennetts_associates,,,Akteur,Bennetts Associates - Unternehmen,web,https://www.bennettsassociates.com/,true,200,PROVEN,belegt,Bennetts Associates,KEEP,IER-A1,entity gate pass; full_match:bennetts associates; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-072,node,big_bundesimmobilien,,,Akteur,BIG (Bundesimmob.) - Oeffentliche_Institution (Österreich),web,https://www.big.at/,true,200,PROVEN,belegt,"wickelt und neue Wege eingeschlagen werden. Hier werden Talente gelebt, Horizonte erweitert und Träume in die Tat umgesetzt. Wir, die Mitarbeiterinnen und Mitarbeiter der Bundesimmobiliengesellschaft,",KEEP,IER-A1,"entity gate pass; token_hits:big,bundesimmob; tier-A homepage/URL fetch",IER-A1
IER-A1-AKT-node-078,node,blaf_architecten,,,Akteur,BLAF Architecten - Unternehmen,web,https://www.blaf.be/,true,200,PROVEN,belegt,Blaf,KEEP,IER-A1,entity gate pass; full_match:blaf architecten; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-083,node,bopro,,,Akteur,Bopro - Unternehmen,web,https://www.bopro.be/,true,200,PROVEN,belegt,Bopro,KEEP,IER-A1,entity gate pass; full_match:bopro; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-093,node,btu_cottbus,,,Akteur,BTU Cottbus - Forschung_Lehre (Deutschland),web,https://www.b-tu.de/,true,200,PROVEN,belegt,Brandenburgische Technische Universität Cottbus-Senftenberg,KEEP,IER-A1,"entity gate pass; token_hits:btu,cottbus; tier-A homepage/URL fetch",IER-A1
IER-A1-AKT-node-095,node,buildwise,,,Akteur,Buildwise - Forschung_Lehre (Belgien),web,https://www.buildwise.be/,true,200,PROVEN,belegt,Buildwise,KEEP,IER-A1,entity gate pass; full_match:buildwise; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-096,node,bureau_bouwtechniek,,,Akteur,Bureau Bouwtechniek - Unternehmen,web,https://www.b-b.be/,true,200,PROVEN,belegt,Meaning in every square meter. | Bureau Bouwtechniek,KEEP,IER-A1,entity gate pass; full_match:bureau bouwtechniek; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-098,node,bureau_sla,,,Akteur,bureau SLA - Unternehmen (Niederlande),web,https://www.bureausla.nl/,true,200,PROVEN,belegt,home - bureau SLA,KEEP,IER-A1,entity gate pass; full_match:bureau sla; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-099,node,buro_happold,,,Akteur,Buro Happold - Unternehmen,web,https://www.burohappold.com/,true,200,PROVEN,belegt,Buro Happold,KEEP,IER-A1,entity gate pass; full_match:buro happold; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-106,node,cbre,,,Akteur,CBRE - Unternehmen,web,https://www.cbre.com/,true,200,PROVEN,belegt,Global Commercial Real Estate Services | CBRE,KEEP,IER-A1,entity gate pass; full_match:cbre; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-108,node,cepezed,,,Akteur,cepezed - Unternehmen,web,https://www.cepezed.nl/,true,200,PROVEN,belegt,Details Save Accept All Cepezed,KEEP,IER-A1,entity gate pass; full_match:cepezed; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-109,node,circular_construction_lab,,,Akteur,"Circular Construction Lab - Forschung_Lehre (USA, Schweiz)",web,https://circularconstructionlab.cornell.edu/,false,,DEAD_LINK,kandidat,,RESOURCE,IER-A1,fetch failed: <urlopen error [Errno 11001] getaddrinfo failed>,IER-A1
IER-A1-AKT-node-110,node,circular_engineering_for_architecture_eth,,,Akteur,Circular Engineering for Architecture / ETH Zürich - Forschung_Lehre (Schweiz),web,https://cea.ethz.ch/,false,,DEAD_LINK,kandidat,,RESOURCE,IER-A1,fetch failed: <urlopen error [Errno 11001] getaddrinfo failed>,IER-A1
IER-A1-AKT-node-111,node,circular_material_systems,,,Akteur,Circular Material Systems - Forschung_Lehre (Deutschland),web,https://circularmaterialsystems.com/,true,200,PROVEN,belegt,Skip to content Circular Material Systems,KEEP,IER-A1,entity gate pass; full_match:circular material systems; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-112,node,city_of_boulder,,,Akteur,City of Boulder - Oeffentliche_Institution,web,https://bouldercolorado.gov/,true,200,PROVEN,belegt,Home | City of Boulder,KEEP,IER-A1,entity gate pass; full_match:city of boulder; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-113,node,city_of_helsinki,,,Akteur,City of Helsinki - Oeffentliche_Institution,web,https://www.hel.fi/,false,,DEAD_LINK,kandidat,,RESOURCE,IER-A1,fetch failed: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain ,IER-A1
IER-A1-AKT-node-115,node,claus_asam,,,Akteur,Claus Asam - Person,web,https://www.tu.berlin/,true,200,PROVEN,belegt,bung Master Fristen & Termine Vergabeverfahren für Studienplätze Numerus Clausus,KEEP,IER-A1,entity gate pass; token_hit:claus; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-122,node,conix_rdbm,,,Akteur,CONIX RDBM - Unternehmen (Belgien),web,https://www.conixrdbm.com/,true,200,PROVEN,belegt,Intro - CONIX RDBM,KEEP,IER-A1,entity gate pass; full_match:conix rdbm; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-128,node,daidalos_peutz,,,Akteur,Daidalos Peutz - Unternehmen,web,https://www.daidalospeutz.be/,true,200,PROVEN,belegt,Homepagina - Daidalos Peutz,KEEP,IER-A1,entity gate pass; full_match:daidalos peutz; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-129,node,davis_partnership_architects,,,Akteur,Davis Partnership Architects - Unternehmen,web,https://www.davispartnership.com/,true,200,PROVEN,belegt,> Davis Partnership Architects,KEEP,IER-A1,entity gate pass; full_match:davis partnership architects; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-130,node,de_architekten_cie,,,Akteur,de Architekten Cie. - Unternehmen (Niederlande),web,https://cie.nl/,true,200,PROVEN,belegt,de Architekten Cie.,KEEP,IER-A1,entity gate pass; full_match:de architekten cie.; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-135,node,deerns,,,Akteur,Deerns - Unternehmen,web,https://www.deerns.com/,true,200,PROVEN,belegt,Deerns,KEEP,IER-A1,entity gate pass; full_match:deerns; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-138,node,desso_tarkett,,,Akteur,Desso / Tarkett - Unternehmen (Niederlande),web,https://www.tarkett.com/,true,200,PROVEN,belegt,Spezialist nachhaltiger Bodenbeläge - Tarkett,KEEP,IER-A1,entity gate pass; token_hit:tarkett; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-140,node,dexia,,,Akteur,Dexia - Unternehmen,web,https://www.dexia.com/,true,200,PROVEN,belegt,| Dexia,KEEP,IER-A1,entity gate pass; full_match:dexia; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-146,node,drmm_architects,,,Akteur,dRMM Architects - Unternehmen,web,https://drmm.co.uk/,true,200,PROVEN,belegt,Close We use cookies for functional & analytical purposes. Privacy policy . dRMM Architects,KEEP,IER-A1,entity gate pass; full_match:drmm architects; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-147,node,drz_demontage_recycling,,,Akteur,DRZ - NGO_Verband_Netzwerk (Österreich),web,https://www.drz-wien.at/,true,200,PROVEN,belegt,Herzlich willkommen | Demontage- und Recycling-Zentrum (DRZ),KEEP,IER-A1,entity gate pass; full_match:drz; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-148,node,dtu,,,Akteur,DTU - Forschung_Lehre,web,https://www.dtu.dk/,true,200,PROVEN,belegt,Danmarks Tekniske Universitet - DTU,KEEP,IER-A1,entity gate pass; full_match:dtu; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-154,node,ecovative,,,Akteur,Ecovative - Unternehmen (USA),web,https://www.ecovative.com/,true,200,PROVEN,belegt,Ecovative:,KEEP,IER-A1,entity gate pass; full_match:ecovative; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-155,node,ed_zueblin_ag,,,Akteur,Ed. Züblin AG - Unternehmen (Deutschland),web,https://www.zueblin.de/,true,200,PROVEN,belegt,Home | Ed. Züblin AG,KEEP,IER-A1,entity gate pass; full_match:ed. zublin ag; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-156,node,edith_maryon_stift,,,Akteur,Stiftung Edith Maryon - Unbekannt,web,https://www.maryon.ch/,true,200,PROVEN,belegt,Startseite – Stiftung Edith Maryon,KEEP,IER-A1,entity gate pass; full_match:stiftung edith maryon; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-161,node,empa,,,Akteur,Empa - Forschung_Lehre (Schweiz),web,https://www.empa.ch/,true,403,UNVERIFIABLE,kandidat,,RESOURCE,IER-A1,http 403,IER-A1
IER-A1-AKT-node-162,node,encore_heureux,,,Akteur,Encore Heureux - Unternehmen (Frankreich),web,https://encoreheureux.org/,true,200,PROVEN,belegt,Encore Heureux,KEEP,IER-A1,entity gate pass; full_match:encore heureux; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-163,node,entra_as,,,Akteur,Entra AS - Unternehmen,web,https://entra.no/,true,200,PROVEN,belegt,-tag. Needed for the organization number in the footer. --> Entra,KEEP,IER-A1,entity gate pass; token_hit:entra; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-164,node,epfl,,,Akteur,EPFL - Forschung_Lehre (Schweiz),web,https://www.epfl.ch/,true,200,PROVEN,belegt,EPFL,KEEP,IER-A1,entity gate pass; full_match:epfl; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-166,node,erith,,,Akteur,Erith - Unternehmen,web,https://www.erith.com/,true,200,PROVEN,belegt,Erith,KEEP,IER-A1,entity gate pass; full_match:erith; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-167,node,erz_zuerich,,,Akteur,Entsorgung + Recycling Zürich (ERZ) - Oeffentliche_Institution,web,https://www.stadt-zuerich.ch/erz/,true,200,PROVEN,belegt,e vorlesen Entsorgung + Recycling Zürich Entsorgung + Recycling Zürich (ERZ),KEEP,IER-A1,entity gate pass; full_match:entsorgung + recycling zurich (erz); tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-168,node,eurban,,,Akteur,Eurban - Unternehmen,web,https://eurban.co.uk/,true,200,PROVEN,belegt,Eurban,KEEP,IER-A1,entity gate pass; full_match:eurban; tier-A homepage/URL fetch,IER-A1
IER-A1-AKT-node-172,node,exasun,,,Akteur,Exasun - Unternehmen (Niederlande),web,https://www.exasun.com/,true,200,PROVEN,belegt,www.exasun.com,KEEP,IER-A1,entity gate pass; full_match:exasun; tier-A homepage/URL fetch,IER-A1
