claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict_before,verdict_after,confidence,proof_quote,proposed_action,patch_op,agent_id,notes,coverage_level,graph_element_id,evidence_basis,matched_aliases,alias_score,project_anchor_hit,component_family_hit,search_tier,queries_tried
EP03-1199,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360333,bg_mehrere_technik_superlocal_tga_heizkoerper_aluminiumrohre,mat_stahl,NUTZT_MATERIAL,bg_mehrere_technik_superlocal_tga_heizkoerper_aluminiumrohre -NUTZT_MATERIAL-> Stahl,web,E:\recherche\_neo4j\processed\projects\records\p_superlocal_expogebouw_bleijerheide.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Heizkörper und Aluminiumrohre,KEEP,,BG-W2-02,"{""matched_aliases"": [""Heizk\u00f6rper"", ""aluminiumrohre""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360333,dossier,Heizkörper;aluminiumrohre,7,true,true,primary,1
EP03-0227,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141776,bg_holz_mehrere_svanen_dachbinder,bt_dach,HAT_BAUTEILTYP,bg_holz_mehrere_svanen_dachbinder -HAT_BAUTEILTYP-> Dach,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141776,,,,false,false,,1
EP03-0228,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827024,bg_holz_mehrere_svanen_dachbinder,bt_traeger,HAT_BAUTEILTYP,bg_holz_mehrere_svanen_dachbinder -HAT_BAUTEILTYP-> Traeger,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827024,,,,false,false,,1
EP03-0229,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141777,bg_holz_mehrere_svanen_sparren,bt_dach,HAT_BAUTEILTYP,bg_holz_mehrere_svanen_sparren -HAT_BAUTEILTYP-> Dach,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141777,,,,false,false,,1
EP03-0230,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827025,bg_holz_mehrere_svanen_sparren,bt_traeger,HAT_BAUTEILTYP,bg_holz_mehrere_svanen_sparren -HAT_BAUTEILTYP-> Traeger,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827025,,,,false,false,,1
EP03-0251,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141775,bg_keramik_mehrere_svanen_dachziegel,bt_dach,HAT_BAUTEILTYP,bg_keramik_mehrere_svanen_dachziegel -HAT_BAUTEILTYP-> Dach,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141775,,,,false,false,,1
EP03-0252,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827023,bg_keramik_mehrere_svanen_dachziegel,bt_fassade,HAT_BAUTEILTYP,bg_keramik_mehrere_svanen_dachziegel -HAT_BAUTEILTYP-> Fassade,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827023,,,,false,false,,1
EP03-0370,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141774,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag,bt_decke,HAT_BAUTEILTYP,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag -HAT_BAUTEILTYP-> Decke,web,E:\recherche\_neo4j\processed\projects\records\p_svanen_kindergarten_gladsaxe.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Zerkleinerter Beton als Recycling-Zuschlag,KEEP,,BG-W2-02,"{""matched_aliases"": [""Beton"", ""recycling""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141774,dossier,Beton;recycling,7,true,true,primary,1
EP03-0371,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827022,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag,bt_wand,HAT_BAUTEILTYP,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag -HAT_BAUTEILTYP-> Wand,web,E:\recherche\_neo4j\processed\projects\records\p_svanen_kindergarten_gladsaxe.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Zerkleinerter Beton als Recycling-Zuschlag,KEEP,,BG-W2-02,"{""matched_aliases"": [""Beton"", ""recycling""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827022,dossier,Beton;recycling,7,true,true,primary,1
EP03-0419,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141778,bg_stahl_fassade_svanen_stahlfassadenelemente,bt_fassade,HAT_BAUTEILTYP,bg_stahl_fassade_svanen_stahlfassadenelemente -HAT_BAUTEILTYP-> Fassade,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141778,,,,false,false,,1
EP03-0564,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141779,bg_ziegel_mehrere_svanen,bt_fassade,HAT_BAUTEILTYP,bg_ziegel_mehrere_svanen -HAT_BAUTEILTYP-> Fassade,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141779,,,,false,false,,1
EP03-0565,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827027,bg_ziegel_mehrere_svanen,bt_wand,HAT_BAUTEILTYP,bg_ziegel_mehrere_svanen -HAT_BAUTEILTYP-> Wand,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827027,,,,false,false,,1
EP03-1019,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675088,bg_holz_mehrere_svanen_dachbinder,mat_holz,NUTZT_MATERIAL,bg_holz_mehrere_svanen_dachbinder -NUTZT_MATERIAL-> Holz,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675088,,,,false,false,,1
EP03-1020,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675089,bg_holz_mehrere_svanen_sparren,mat_holz,NUTZT_MATERIAL,bg_holz_mehrere_svanen_sparren -NUTZT_MATERIAL-> Holz,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675089,,,,false,false,,1
EP03-1035,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675087,bg_keramik_mehrere_svanen_dachziegel,mat_keramik,NUTZT_MATERIAL,bg_keramik_mehrere_svanen_dachziegel -NUTZT_MATERIAL-> Keramik,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675087,,,,false,false,,1
EP03-1036,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360335,bg_keramik_mehrere_svanen_dachziegel,mat_ziegel,NUTZT_MATERIAL,bg_keramik_mehrere_svanen_dachziegel -NUTZT_MATERIAL-> Ziegel,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360335,,,,false,false,,1
EP03-1169,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675086,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag,mat_beton,NUTZT_MATERIAL,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag -NUTZT_MATERIAL-> Beton,web,https://www.gladsaxe.dk/,true,local,UNSUPPORTED,PROVEN,belegt,Zerkleinerter Beton als Recycling-Zuschlag,UPGRADE,set_rel_properties,BG-W2-02,"{""matched_aliases"": [""Beton"", ""recycling"", ""beton""], ""score"": 9, ""tier"": ""primary"", ""source"": ""dossier""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675086,bg_hunt_alias_match,Beton;recycling;beton,9,true,true,primary,1
EP03-1170,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360334,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag,mat_recyclingbeton,NUTZT_MATERIAL,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag -NUTZT_MATERIAL-> Recyclingbeton,web,E:\recherche\_neo4j\processed\projects\records\p_svanen_kindergarten_gladsaxe.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Zerkleinerter Beton als Recycling-Zuschlag,KEEP,,BG-W2-02,"{""matched_aliases"": [""Beton"", ""recycling""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360334,dossier,Beton;recycling,7,true,true,primary,1
EP03-1224,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675090,bg_stahl_fassade_svanen_stahlfassadenelemente,mat_stahl,NUTZT_MATERIAL,bg_stahl_fassade_svanen_stahlfassadenelemente -NUTZT_MATERIAL-> Stahl,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675090,,,,false,false,,1
EP03-1312,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675091,bg_ziegel_mehrere_svanen,mat_keramik,NUTZT_MATERIAL,bg_ziegel_mehrere_svanen -NUTZT_MATERIAL-> Keramik,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675091,,,,false,false,,1
EP03-1313,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360339,bg_ziegel_mehrere_svanen,mat_ziegel,NUTZT_MATERIAL,bg_ziegel_mehrere_svanen -NUTZT_MATERIAL-> Ziegel,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.gladsaxe.dk/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360339,,,,false,false,,1
EP03-0150,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141643,bg_glas_mehrere_green_house_rauchglas_fassade,bt_fassade,HAT_BAUTEILTYP,bg_glas_mehrere_green_house_rauchglas_fassade -HAT_BAUTEILTYP-> Fassade,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.thegreenhouserestaurant.nl/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141643,,,,false,false,,1
EP03-0151,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826891,bg_glas_mehrere_green_house_rauchglas_fassade,bt_fenster,HAT_BAUTEILTYP,bg_glas_mehrere_green_house_rauchglas_fassade -HAT_BAUTEILTYP-> Fenster,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.thegreenhouserestaurant.nl/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826891,,,,false,false,,1
EP03-0210,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141642,bg_holz_mehrere_green_house_preused_holzdecke,bt_decke,HAT_BAUTEILTYP,bg_holz_mehrere_green_house_preused_holzdecke -HAT_BAUTEILTYP-> Decke,web,E:\recherche\_neo4j\processed\projects\records\p_the_green_house_utrecht.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Pre-used wood Geschossdecke,KEEP,,BG-W2-02,"{""matched_aliases"": [""used"", ""wood""], ""score"": 6, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141642,dossier,used;wood,6,true,false,primary,1
EP03-0211,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826890,bg_holz_mehrere_green_house_preused_holzdecke,bt_traeger,HAT_BAUTEILTYP,bg_holz_mehrere_green_house_preused_holzdecke -HAT_BAUTEILTYP-> Traeger,web,E:\recherche\_neo4j\processed\projects\records\p_the_green_house_utrecht.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Pre-used wood Geschossdecke,KEEP,,BG-W2-02,"{""matched_aliases"": [""used"", ""wood""], ""score"": 6, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826890,dossier,used;wood,6,true,false,primary,1
EP03-0274,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141641,bg_mehrere_boden_green_house_pflasterklinker,bt_boden,HAT_BAUTEILTYP,bg_mehrere_boden_green_house_pflasterklinker -HAT_BAUTEILTYP-> Boden,web,https://www.thegreenhouserestaurant.nl/,true,200,UNSUPPORTED,PARTIAL,niedrig,The Green House - Duurzaam Restaurant in Utrecht Volg ons op | Menu Nieuws 20 juni: Bijenhotel maken 26 juni: Kledingswap en upcycle workshop 11 juli: Workshop samen proeven en leren – Limonade maken Meer dan gezellig: waarom samen eten verbindt Zakelijk Zaal huren Zaal Urban Mining Zaal Nature In Z,KEEP,,BG-W2-02,"{""matched_aliases"": [""Green"", ""house""], ""score"": 7, ""tier"": ""secondary""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141641,bg_hunt_alias_match,Green;house,7,true,true,secondary,1
EP03-0449,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141639,bg_stahl_mehrere_green_house_demontables_stahltragwerk,bt_stuetze,HAT_BAUTEILTYP,bg_stahl_mehrere_green_house_demontables_stahltragwerk -HAT_BAUTEILTYP-> Stuetze,web,E:\recherche\_neo4j\processed\projects\records\p_the_green_house_utrecht.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Neues demontierbares Stahltragwerk,KEEP,,BG-W2-02,"{""matched_aliases"": [""Neues"", ""stahltragwerk""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141639,dossier,Neues;stahltragwerk,7,true,true,primary,1
EP03-0450,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826887,bg_stahl_mehrere_green_house_demontables_stahltragwerk,bt_traeger,HAT_BAUTEILTYP,bg_stahl_mehrere_green_house_demontables_stahltragwerk -HAT_BAUTEILTYP-> Traeger,web,E:\recherche\_neo4j\processed\projects\records\p_the_green_house_utrecht.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Neues demontierbares Stahltragwerk,KEEP,,BG-W2-02,"{""matched_aliases"": [""Neues"", ""stahltragwerk""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826887,dossier,Neues;stahltragwerk,7,true,true,primary,1
EP03-0963,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674955,bg_glas_mehrere_green_house_rauchglas_fassade,mat_glas,NUTZT_MATERIAL,bg_glas_mehrere_green_house_rauchglas_fassade -NUTZT_MATERIAL-> Glas,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-W2-02,"{""queries_tried"": 1, ""urls"": [""https://www.thegreenhouserestaurant.nl/""], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674955,,,,false,false,,1
