claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,scope,prior_verdict,prior_claim_id
P604-agent07-rel-0673,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763458,p_recypark_demets_anderlecht,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,P6-04,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL; [P6-05] Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0673
P604-agent07-rel-0674,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763693,p_verbiest_karreveld_brussels,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,P6-04,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL; [P6-05] Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0674
P604-agent07-rel-0675,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763775,p_zinneke_feder_masui4ever_brussels,nf_bauteilidentifikation,ERFORDERT_NACHWEIS,Tracimat is the only recognised demolition management organisation in Flanders; demolition monitoring plans enable processing into secondary raw materials.,web,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,true,403,UNVERIFIABLE,unbelegt,,RESOURCE,P6-04,"Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL; [P6-05] Page loads 200 but content is the news landing page, not the cited article; cannot confirm Tracimat claim from this fetch. RESOURCE/re-confirm article URL",B,UNVERIFIABLE,agent07-rel-0675
P604-A06B-node-0002,node,anders_lendager,anders_lendager,,Akteur,Anders Lendager carries first-party/authoritative source_urls on graph,web,https://lendager.com/project/resource-rows,true,200,PROVEN,belegt,.fusion-builder-live .fusion-builder-live-toolbar .fusion-toolbar-nav > li.fusion-branding .fusion-builder-logo-wrapper .fusiona-avada-logo {backgroun,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lendager.com/project/resource-rows); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lendager.com/project/resource-rows); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0002
P604-A06B-node-0003,node,andrea_kessler,andrea_kessler,,Akteur,Andrea Kessler carries first-party/authoritative source_urls on graph,web,https://morgenbau.at/34-bauteile-ernten-statt-entsorgen,true,200,PROVEN,belegt,"#34 bauteile ernten statt entsorgen | morgenbau podcast {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""article"",""@id"":""https:\/\/morgenbau.at\",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://morgenbau.at/34-bauteile-ernten-statt-entsorgen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://morgenbau.at/34-bauteile-ernten-statt-entsorgen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0003
P604-A06B-node-0006,node,andreas_sonderegger,andreas_sonderegger,,Akteur,Andreas Sonderegger carries first-party/authoritative source_urls on graph,web,https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction,true,404,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0006
P604-A06B-node-0008,node,anja_rosen,anja_rosen,,Akteur,Anja Rosen carries first-party/authoritative source_urls on graph,web,https://urban-mining-index.de,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://urban-mining-index.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://urban-mining-index.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0008
P604-A06B-node-0010,node,annabelle_von_reutern,annabelle_von_reutern,,Akteur,Annabelle von Reutern carries first-party/authoritative source_urls on graph,web,https://www.tomas-architecture.com,false,,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.tomas-architecture.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.tomas-architecture.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0010
P604-A06B-node-0011,node,annette_hillebrandt,annette_hillebrandt,,Akteur,Annette Hillebrandt carries first-party/authoritative source_urls on graph,web,https://www.architektur.uni-wuppertal.de/en/people/annette-hillebrandt,false,,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.architektur.uni-wuppertal.de/en/people/annette-hillebrandt); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.architektur.uni-wuppertal.de/en/people/annette-hillebrandt); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0011
P604-A06B-node-0012,node,archipel_sion_ressourcerie,archipel_sion_ressourcerie,,Akteur,Archipel Sion Ressourcerie carries first-party/authoritative source_urls on graph,web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,PROVEN,belegt,if(navigator.useragent.match(/msie|internet explorer/i)||navigator.useragent.match(/trident\/7\..*?rv:11/i)){var href=document.location.href;if(!href.,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://archipelsion.ch/ressourcerie/inventaire/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://archipelsion.ch/ressourcerie/inventaire/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0012
P604-A06B-node-0013,node,articonnex,articonnex,,Akteur,Articonnex carries first-party/authoritative source_urls on graph,web,https://articonnex.com/,true,200,PROVEN,belegt,/* >> heatmap.com :: snippet materiaux anti-gaspi au meilleur prix - articonnex window.performance && window.performance.mark && window.performance.ma,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://articonnex.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://articonnex.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0013
P604-A06B-node-0015,node,barrault_pressacco,barrault_pressacco,,Akteur,Barrault-Pressacco carries first-party/authoritative source_urls on graph,web,https://www.barrault-pressacco.com,false,,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.barrault-pressacco.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.barrault-pressacco.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0015
P604-A06B-node-0018,node,batrecup,batrecup,,Akteur,BatRecup carries first-party/authoritative source_urls on graph,web,https://www.batrecup.com/,true,200,PROVEN,belegt,"la plateforme pour le reemploi des materiaux du batiment { ""@context"": ""https://schema.org"", ""@type"": ""website"", ""url"" : ""https:\/\/www.batrecup.com"",",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.batrecup.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.batrecup.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0018
P604-A06B-node-0021,node,baumatpool_ch,baumatpool_ch,,Akteur,Baumatpool.ch carries first-party/authoritative source_urls on graph,web,https://www.baumatpool.ch/de/,true,200,PROVEN,belegt,baumatpool.ch - die baumaterialborse der schweiz body{visibility: hidden;} /* latin-ext */ @font-face { font-family: 'roboto-normal'; font-style: ital,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.baumatpool.ch/de/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.baumatpool.ch/de/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0021
P604-A06B-node-0022,node,bauteilkatalog_immobilien_basel_stadt,bauteilkatalog_immobilien_basel_stadt,,Akteur,Bauteilkatalog Immobilien Basel-Stadt carries first-party/authoritative source_urls on graph,web,https://bauteile-ibs.ch/,true,200,PROVEN,belegt,component catalogue immobilien basel-stadt bauteilkatalog zur wiederverwendung projekt kontakt minen referenzen login warenkorb 0 struktur flachen ele,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://bauteile-ibs.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://bauteile-ibs.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0022
P604-A06B-node-0023,node,bauteilverwertung_koeppel_klein,bauteilverwertung_koeppel_klein,,Akteur,Bauteilverwertung Köppel & Klein carries first-party/authoritative source_urls on graph,web,https://www.bauteilverwertung.ch/,true,200,PROVEN,belegt,"bauteilverwertung - vorher / nachher --> --> function setjumbobackground() { var num = math.floor( math.random() * 5 + 1 ); $("".jumbotron"").css('backg",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.bauteilverwertung.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.bauteilverwertung.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0023
P604-A06B-node-0025,node,btvz_zuerichsee_oberland,btvz_zuerichsee_oberland,,Akteur,Bauteilvermittlung Zürichsee-Oberland carries first-party/authoritative source_urls on graph,web,https://www.btvz.ch/angebote/,true,200,PROVEN,belegt,"angebote | bauteilvermittlung zurichsee-oberland !function(){const e=document.createelement(""link"").rellist;if(!(e&&e.supports&&e.supports(""moduleprel",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.btvz.ch/angebote/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.btvz.ch/angebote/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0025
P604-A06B-node-0026,node,building_spares_market,building_spares_market,,Akteur,Building Spares Market carries first-party/authoritative source_urls on graph,web,https://buildingsparesmarket.co.uk/,true,200,PROVEN,belegt,"var litespeed_docref=sessionstorage.getitem(""litespeed_docref"");litespeed_docref&&(object.defineproperty(document,""referrer"",{get:function(){return li",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://buildingsparesmarket.co.uk/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://buildingsparesmarket.co.uk/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0026
P604-A06B-node-0028,node,carla_ferrando_costansa,carla_ferrando_costansa,,Akteur,Carla Ferrando Costansa carries first-party/authoritative source_urls on graph,web,https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,true,200,PROVEN,belegt,"window.datalayer = window.datalayer || []; window.datalayer.push({ platform: ""ad"", appid: ""nimrod"" }); // read userid from cookie and add to datalayer",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0028
P604-A06B-node-0029,node,catherine_de_wolf,catherine_de_wolf,,Akteur,Catherine De Wolf carries first-party/authoritative source_urls on graph,web,https://cea.ethz.ch,false,,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://cea.ethz.ch); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://cea.ethz.ch); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0029
P604-A06B-node-0032,node,christian_schoeningh,christian_schoeningh,,Akteur,Christian Schöningh carries first-party/authoritative source_urls on graph,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0032
P604-A06B-node-0033,node,christine_conix,christine_conix,,Akteur,Christine Conix carries first-party/authoritative source_urls on graph,web,https://www.conixrdbm.com/project/multi,true,200,PROVEN,belegt,"img:is([sizes=""auto"" i], [sizes^=""auto,"" i]) { contain-intrinsic-size: 3000px 1500px } multi - conix rdbm {""@context"":""https://schema.org"",""@graph"":[{",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.conixrdbm.com/project/multi); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.conixrdbm.com/project/multi); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0033
P604-A06B-node-0035,node,clara_simay,clara_simay,,Akteur,Clara Simay carries first-party/authoritative source_urls on graph,web,https://circularmaterialsystems.com/en/case/05_ferme-du-rail,true,200,PROVEN,belegt,"var litespeed_docref=sessionstorage.getitem(""litespeed_docref"");litespeed_docref&&(object.defineproperty(document,""referrer"",{get:function(){return li",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/05_ferme-du-rail); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/05_ferme-du-rail); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0035
P604-A06B-node-0037,node,corentin_fivet,corentin_fivet,,Akteur,Corentin Fivet carries first-party/authoritative source_urls on graph,web,https://people.epfl.ch/corentin.fivet,true,200,PROVEN,belegt,"epfl - corentin fivet (function(w,d,s,l,i){ w[l]=w[l]||[]; w[l].push({'gtm.start': new date().gettime(),event:'gtm.js'}); var f=d.getelementsbytagname",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://people.epfl.ch/corentin.fivet); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0037
P604-A06B-node-0038,node,cornermat_retrival,cornermat_retrival,,Akteur,Cornermat / Retrival carries first-party/authoritative source_urls on graph,web,https://www.cornermat.be/,true,200,PROVEN,belegt,"accueil | cornermat var odoo = { csrf_token: ""77d36531658d1591c40daa80646fc38264da80b7o1812305001"", debug: """", }; odoo.__session_info__ = {""is_admin"":",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cornermat.be/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0038
P604-A06B-node-0039,node,cycle_zero,cycle_zero,,Akteur,Cycle Zéro carries first-party/authoritative source_urls on graph,web,https://cyclezero.fr/,true,200,PROVEN,belegt,"function gtag(){datalayer.push(arguments)}window.datalayer=window.datalayer||[],gtag(""js"",new date),gtag(""config"",""g-xcnt4d3npy"") cycle zero - reemplo",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://cyclezero.fr/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0039
P604-A06B-node-0040,node,daniel_hoffmann,daniel_hoffmann,,Akteur,Daniel Hoffmann carries first-party/authoritative source_urls on graph,web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse,true,200,PROVEN,belegt,"scharenmoosstrasse - cirkla img:is([sizes=""auto"" i], [sizes^=""auto,"" i]) { contain-intrinsic-size: 3000px 1500px } {""@context"":""https://schema.org"",""@",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0040
P604-A06B-node-0042,node,dominik_campanella,dominik_campanella,,Akteur,Dominik Campanella carries first-party/authoritative source_urls on graph,web,https://www.circularbuildingscoalition.org/blueprint-projects/concular,true,200,PROVEN,belegt,"circular buildings coalition webfont.load({ google: { families: [""open sans:300,300italic,400,400italic,600,600italic,700,700italic,800,800italic"",""in",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.circularbuildingscoalition.org/blueprint-projects/concular); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0042
P604-A06B-node-0043,node,duncan_baker_brown,duncan_baker_brown,,Akteur,Duncan Baker-Brown carries first-party/authoritative source_urls on graph,web,https://www.brighton.ac.uk/research/research-news/feature/brighton-waste-house.aspx,true,200,PROVEN,belegt,brighton wild house/ waste house - ecological architectural design // // // // var _kiq = _kiq || []; (function(){ settimeout(function(){ var d = docu,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.brighton.ac.uk/research/research-news/feature/brighton-waste-house.aspx); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0043
P604-A06B-node-0046,node,eva_stricker,eva_stricker,,Akteur,Eva Stricker carries first-party/authoritative source_urls on graph,web,https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction,true,404,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0046
