claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict_before,verdict_after,confidence,proof_quote,proposed_action,patch_op,agent_id,notes,coverage_level,graph_element_id
Q04-0011,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292319,baticycle,bt_treppe,HAT_BAUTEILTYP,baticycle -HAT_BAUTEILTYP-> Treppe,web,https://baticycle.fr/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Treppe; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292319
Q04-0012,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866081,batrecup,bt_fenster,HAT_BAUTEILTYP,batrecup -HAT_BAUTEILTYP-> Fenster,web,https://www.batrecup.com/batrecup-lappli-cest-parti,true,200,PARTIAL,UNSUPPORTED,unbelegt,classification tokens on page: window,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fenster; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866081
Q04-0013,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180833,batrecup,bt_tuer,HAT_BAUTEILTYP,batrecup -HAT_BAUTEILTYP-> Tuer,web,https://www.batrecup.com/batrecup-lappli-cest-parti,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Tuer; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180833
Q04-0014,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511972881,bauteilboerse_basel_overall,bt_dach,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Dach,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Dach; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511972881
Q04-0015,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287633,bauteilboerse_basel_overall,bt_decke,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Decke,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Decke; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287633
Q04-0016,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325658129,bauteilboerse_basel_overall,bt_gelaender,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Gelaender,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Gelaender; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325658129
Q04-0017,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139343377,bauteilboerse_basel_overall,bt_traeger,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Traeger,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Traeger; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139343377
Q04-0018,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917137,bauteilboerse_basel_overall,bt_tuer,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Tuer,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Tuer; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917137
Q04-0019,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602385,bauteilboerse_basel_overall,bt_wand,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> Wand,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Wand; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602385
Q04-0020,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888933,bauteilboerse_bremen,bt_fassade,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Fassade,web,https://www.bauteilboerse-bremen.de/start,true,200,PARTIAL,PROVEN,belegt,Start Toggle navigation bauteilbörse bremen --> Start Katalog Fenster Türen Hof & Garten Böden & Treppen Wände & Innenraum Sanitär & Heizung Elektro Schätze & Upcycling Dach & Fassade Suche Merkzettel Die Idee Über uns Vereine Aktuelles Film der Bundesstiftung Bauakademie Kontakt Merkzettel Suche --> Willkommen in der bauteilbörse bremen!,UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['fassade'] actor=['bauteilboerse', 'bremen']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888933
Q04-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259429,bauteilboerse_bremen,bt_gelaender,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Gelaender,web,https://www.bauteilboerse-bremen.de/start,true,200,PARTIAL,PARTIAL,niedrig,,DOWNGRADE,set_rel_properties,Q04,"weak residual; class_hits=[] actor_hits=['bauteilboerse', 'bremen']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259429
Q04-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147941,bauteilboerse_bremen,bt_technik,HAT_BAUTEILTYP,bauteilboerse_bremen -HAT_BAUTEILTYP-> Technik,web,https://www.bauteilboerse-bremen.de/start,true,200,PARTIAL,PARTIAL,niedrig,,DOWNGRADE,set_rel_properties,Q04,"weak residual; class_hits=[] actor_hits=['bauteilboerse', 'bremen']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147941
Q04-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888934,bauteilnetz_deutschland,bt_technik,HAT_BAUTEILTYP,bauteilnetz_deutschland -HAT_BAUTEILTYP-> Technik,web,http://www.bauteilnetz.de/bauteilnetz/website/stdws_adresse/bauteilboersen.html,true,200,PARTIAL,PARTIAL,niedrig,,DOWNGRADE,set_rel_properties,Q04,"weak residual; class_hits=[] actor_hits=['deutschland', 'bauteilnetz deutschland']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888934
Q04-0024,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203686,bauteilnetz_deutschland,bt_tuer,HAT_BAUTEILTYP,bauteilnetz_deutschland -HAT_BAUTEILTYP-> Tuer,web,http://www.bauteilnetz.de/bauteilnetz/website/stdws_adresse/bauteilboersen.html,true,200,PARTIAL,PARTIAL,niedrig,,DOWNGRADE,set_rel_properties,Q04,"weak residual; class_hits=[] actor_hits=['deutschland', 'bauteilnetz deutschland']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203686
Q04-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287635,btvz_zuerichsee_oberland,bt_ausbau,HAT_BAUTEILTYP,btvz_zuerichsee_oberland -HAT_BAUTEILTYP-> Ausbau,web,https://www.btvz.ch/portraet/,true,200,PARTIAL,PROVEN,belegt,Der Ausbau erfolgt durch das Team der Stiftung Chance.,UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['ausbau'] actor=['oberland', 'bauteilvermittlung zurichsee-oberland']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698287635
Q04-0026,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602387,btvz_zuerichsee_oberland,bt_boden,HAT_BAUTEILTYP,btvz_zuerichsee_oberland -HAT_BAUTEILTYP-> Boden,web,https://www.btvz.ch/suchliste/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Boden; actor_hits=2,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884602387
Q04-0027,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662818,building_spares_market,bt_ausbau,HAT_BAUTEILTYP,building_spares_market -HAT_BAUTEILTYP-> Ausbau,web,https://buildingsparesmarket.co.uk/advert-category/general-building-materials,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Ausbau; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662818
Q04-0028,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977570,building_spares_market,bt_technik,HAT_BAUTEILTYP,building_spares_market -HAT_BAUTEILTYP-> Technik,web,https://buildingsparesmarket.co.uk/,true,200,PARTIAL,PROVEN,belegt,"Register here Spare building material categories Architectural Salvage and Antiques Building Site Equipment Doors, Windows and Joinery Everything Else Free Items General Building Materials Insulation Kitchens, Interiors and Flooring Landscaping, Fencing and Groundworks Painting and Decorating Plasterboard and Plastering Supplies Plumbing, Heating and Bathrooms Roofing Supplies and External Fixtures Timber and Sheet Materials Top Picks Category Buy building materials Nice things near you Register",UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['plumbing'] actor=['building spares market', 'building']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977570
Q04-0029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831783,cleveland_steel_tubes,bt_stuetze,HAT_BAUTEILTYP,cleveland_steel_tubes -HAT_BAUTEILTYP-> Stuetze,web,https://cleveland-steel.com/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Stuetze; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831783
Q04-0030,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146535,cleveland_steel_tubes,bt_traeger,HAT_BAUTEILTYP,cleveland_steel_tubes -HAT_BAUTEILTYP-> Traeger,web,https://cleveland-steel.com/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Traeger; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146535
Q04-0031,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888877,concular,bt_ausbau,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Ausbau,web,https://concular.de/urban-mining/,true,200,PARTIAL,PROVEN,belegt,Kreislaufgerechte Büroausstattung Komplettservice Ausbau-Einbau-Reporting 5 Jahre Hersteller-Garantie Über 1.000 erfolgreiche Projekte und Millionen Materialien im Kreislauf geführt – die #1 für zirkuläre Immobilien.,UPGRADE,set_rel_properties,Q04,strict gate pass; class=['ausbau'] actor=['concular'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888877
Q04-0032,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518381,concular,bt_boden,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Boden,web,https://concular.de/urban-mining/,true,200,PARTIAL,PROVEN,belegt,"Statt Ressourcen zu entsorgen, werden Bauteile wie Stahl, Holz, Fenster oder Böden erfasst, bewertet und wiederverwendet – für ein zirkuläres, ressourcenschonendes Bauen.",UPGRADE,set_rel_properties,Q04,strict gate pass; class=['boden'] actor=['concular'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518381
Q04-0033,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315117,concular,bt_dach,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Dach,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Dach; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315117
Q04-0034,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175506572953000365,concular,bt_daemmung,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Daemmung,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Daemmung; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175506572953000365
Q04-0035,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203629,concular,bt_decke,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Decke,web,https://concular.de/urban-mining/,true,200,PARTIAL,PROVEN,belegt,"Zu den gefragtesten Materialien im Urban Mining zählen Türen und Zargen, Fenster und Glaselemente, Bodenbeläge (Parkett, Naturstein, Teppich), Stahlträger und Metallkonstruktionen, abgehängte Decken und Trennwandsysteme sowie Sanitär- und Elektroanlagen.",UPGRADE,set_rel_properties,Q04,strict gate pass; class=['decken'] actor=['concular'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203629
Q04-0036,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574125,concular,bt_fassade,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Fassade,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fassade; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574125
Q04-0037,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833133,concular,bt_fenster,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Fenster,web,https://concular.de/urban-mining/,true,200,PARTIAL,PROVEN,belegt,"Konkret bedeutet Urban Mining im Bauwesen: Türen, Fenster, Bodenbeläge, Stahlträger, Fassadenelemente oder Dämmstoffe werden vor dem Rückbau digital erfasst, auf ihre Wiederverwendbarkeit geprüft und anschließend gezielt ausgebaut.",UPGRADE,set_rel_properties,Q04,strict gate pass; class=['fenster'] actor=['concular'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833133
Q04-0038,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259373,concular,bt_technik,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Technik,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Technik; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259373
Q04-0039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629869,concular,bt_traeger,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Traeger,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Traeger; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629869
Q04-0040,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766685613,concular,bt_treppe,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Treppe,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Treppe; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766685613
Q04-0041,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147885,concular,bt_tuer,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Tuer,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Tuer; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147885
Q04-0042,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944621,concular,bt_wand,HAT_BAUTEILTYP,concular -HAT_BAUTEILTYP-> Wand,web,https://concular.de/urban-mining/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Wand; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944621
Q04-0043,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551334,enviromate,bt_dach,HAT_BAUTEILTYP,enviromate -HAT_BAUTEILTYP-> Dach,web,https://www.enviromate.co.uk/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Dach; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551334
Q04-0044,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292327,genbyg,bt_ausbau,HAT_BAUTEILTYP,genbyg -HAT_BAUTEILTYP-> Ausbau,web,https://genbyg.dk/,true,200,PARTIAL,PARTIAL,niedrig,,DOWNGRADE,set_rel_properties,Q04,weak residual; class_hits=[] actor_hits=['genbyg'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292327
Q04-0045,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921831,genbyg,bt_dach,HAT_BAUTEILTYP,genbyg -HAT_BAUTEILTYP-> Dach,web,https://genbyg.dk/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Dach; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921831
Q04-0046,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607079,genbyg,bt_wand,HAT_BAUTEILTYP,genbyg -HAT_BAUTEILTYP-> Wand,web,https://genbyg.dk/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Wand; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607079
Q04-0047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831782,heyne_tillett_steel,bt_stuetze,HAT_BAUTEILTYP,heyne_tillett_steel -HAT_BAUTEILTYP-> Stuetze,web,https://hts.uk.com/practice/,true,200,PARTIAL,PROVEN,belegt,"We offer programs to support different routes into the industry including mentorship, apprenticeships and internships for individuals from underrepresented groups.",UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['support'] actor=['heyne', 'steel']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831782
Q04-0048,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146534,heyne_tillett_steel,bt_traeger,HAT_BAUTEILTYP,heyne_tillett_steel -HAT_BAUTEILTYP-> Traeger,web,https://hts.uk.com/practice/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Traeger; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146534
Q04-0049,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866093,materialenbank_leuven_atelier_circuler,bt_boden,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler -HAT_BAUTEILTYP-> Boden,web,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Boden; actor_hits=4,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866093
