claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
post02-0011,rel,r_stadt_zuerich__HAT_AKTEURROLLE__ar_bauherr_auftraggeber,stadt_zuerich,ar_bauherr_auftraggeber,HAT_AKTEURROLLE,Stadt node Zürich is assigned actor role Bauherr_Auftraggeber,web,get-schema domain rule: HAT_AKTEURROLLE domain = Akteur/Software,false,,SCHEMA_VIOLATION,hoch,"domain is a :Stadt (geographic place) node, not an :Akteur; correct actor stadt_zuerich_amt_hochbauten exists separately",ESCALATE_HUMAN,POST-02,re-point to Akteur stadt_zuerich_amt_hochbauten or remove; city-as-actor domain mismatch; [P6-05] re-point to Akteur stadt_zuerich_amt_hochbauten or remove; city-as-actor domain mismatch; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188235194,rel
post02-0012,rel,r_prog_recreate__TEIL_VON_PROGRAMM__prog_forschungsprojekt,prog_recreate,prog_forschungsprojekt,TEIL_VON_PROGRAMM,ReCreate is part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-053),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153032555281257345,rel
post02-0013,rel,r_p_lycee_michel_lucius_conversion_luxembourg__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_lycee_michel_lucius_conversion_luxembourg,prog_pilotprojekt,TEIL_VON_PROGRAMM,Lycée Michel Lucius part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153032555281257788,rel
post02-0014,rel,r_p_mehrow_pilot_house__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_mehrow_pilot_house,prog_pilotprojekt,TEIL_VON_PROGRAMM,Mehrow pilot house part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153032555281257841,rel
post02-0015,rel,r_p_melkinlaituri_primary_school_daycare_centre_helsinki__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_melkinlaituri_primary_school_daycare_centre_helsinki,prog_pilotprojekt,TEIL_VON_PROGRAMM,Melkinlaituri school part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153032555281257851,rel
post02-0016,rel,r_p_recrete_footbridge_reused_concrete_blocks__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_recrete_footbridge_reused_concrete_blocks,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Re:Crete footbridge part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-053),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153032555281257958,rel
post02-0017,rel,r_p_recyclinghaus_hannover__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_recyclinghaus_hannover,prog_pilotprojekt,TEIL_VON_PROGRAMM,Recyclinghaus Hannover part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153032555281257966,rel
post02-0018,rel,r_stadt_zuerich__HAT_AKTEURROLLE__ar_oeffentliche_hand_foerderung,stadt_zuerich,ar_oeffentliche_hand_foerderung,HAT_AKTEURROLLE,Stadt node Zürich is assigned actor role Oeffentliche_Hand_Foerderung,web,get-schema domain rule: HAT_AKTEURROLLE domain = Akteur/Software,false,,SCHEMA_VIOLATION,hoch,"domain is a :Stadt node, not :Akteur; correct actor stadt_zuerich_amt_hochbauten exists separately",ESCALATE_HUMAN,POST-02,re-point to Akteur stadt_zuerich_amt_hochbauten or remove; [P6-05] re-point to Akteur stadt_zuerich_amt_hochbauten or remove; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001920442,rel
post02-0019,rel,r_prog_recreate__TEIL_VON_PROGRAMM__prog_pilotprojekt,prog_recreate,prog_pilotprojekt,TEIL_VON_PROGRAMM,ReCreate is part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155284355094942593,rel
post02-0020,rel,r_software_bim__NUTZT_SOFTWARE__tool_bauteilkatalog,software_bim,tool_bauteilkatalog,NUTZT_SOFTWARE,BIM software uses Bauteilkatalog tool,web,,false,,SCHEMA_VIOLATION,,software-to-software NUTZT_SOFTWARE between two generic concept nodes; no factual basis,ESCALATE_HUMAN,POST-02,generic-concept self-wiring; candidate delete/merge; [P6-05] generic-concept self-wiring; candidate delete/merge; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157533955885372565,rel
post02-0021,rel,r_p_maison_vignette_auderghem__TEIL_VON_PROGRAMM__prog_foerderprogramm,p_maison_vignette_auderghem,prog_foerderprogramm,TEIL_VON_PROGRAMM,Maison Vignette part of 'Foerderprogramm',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-052),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917640078315491991,rel
post02-0022,rel,r_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Prinsenhof reuse pilot part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,target prog_forschungsprojekt is a category word (A10-N-053),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917640078315491992,rel
post02-0023,rel,r_p_berlin_schildow_pilot_house__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_berlin_schildow_pilot_house,prog_pilotprojekt,TEIL_VON_PROGRAMM,Berlin-Schildow pilot house part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,"target prog_pilotprojekt is a category word, not a named programme (A10-N-060)",DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917640078315491994,rel
post02-0024,rel,r_p_big_dig_building_boston__TEIL_VON_PROGRAMM__prog_wettbewerb,p_big_dig_building_boston,prog_wettbewerb,TEIL_VON_PROGRAMM,Big Dig Building part of 'Wettbewerb',web,,false,,SCHEMA_VIOLATION,,target prog_wettbewerb is a category word (A10-N-074),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917640078315491996,rel
post02-0025,rel,r_p_zinneke_feder_masui4ever_brussels__TEIL_VON_PROGRAMM__prog_foerderprogramm,p_zinneke_feder_masui4ever_brussels,prog_foerderprogramm,TEIL_VON_PROGRAMM,Zinneke part of 'Foerderprogramm',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-052),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919891878129177239,rel
post02-0026,rel,r_p_melkinlaituri_primary_school_daycare_centre_helsinki__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_melkinlaituri_primary_school_daycare_centre_helsinki,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Melkinlaituri school part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-053),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919891878129177240,rel
post02-0027,rel,r_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,prog_pilotprojekt,TEIL_VON_PROGRAMM,Prinsenhof reuse pilot part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target prog_pilotprojekt is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919891878129177242,rel
post02-0028,rel,r_p_recyclinghaus_hannover__TEIL_VON_PROGRAMM__prog_reallabor,p_recyclinghaus_hannover,prog_reallabor,TEIL_VON_PROGRAMM,Recyclinghaus Hannover part of 'Reallabor',web,,false,,SCHEMA_VIOLATION,,target prog_reallabor is a category word (A10-N-064),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919891878129177243,rel
post02-0029,rel,r_p_ferme_du_rail_paris__TEIL_VON_PROGRAMM__prog_wettbewerb,p_ferme_du_rail_paris,prog_wettbewerb,TEIL_VON_PROGRAMM,Ferme du Rail part of 'Wettbewerb',web,,false,,SCHEMA_VIOLATION,,target prog_wettbewerb is a category word (A10-N-074),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919891878129177244,rel
post02-0030,rel,r_p_plattenpalast_berlin__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_plattenpalast_berlin,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Plattenpalast Berlin part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-053),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922143677942862488,rel
post02-0031,rel,r_p_haus_hos_mehrfamilienhaus_muehlhausen__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_haus_hos_mehrfamilienhaus_muehlhausen,prog_pilotprojekt,TEIL_VON_PROGRAMM,Haus HOS part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922143677942862490,rel
post02-0032,rel,r_p_plattenvereinigung_berlin__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_plattenvereinigung_berlin,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Plattenvereinigung Berlin part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-053),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924395477756547736,rel
post02-0033,rel,r_p_ka13_kristian_augusts_gate_13_oslo__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_ka13_kristian_augusts_gate_13_oslo,prog_pilotprojekt,TEIL_VON_PROGRAMM,KA13 part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,target is a category word (A10-N-060),DELETE,POST-02,edge to non-entity programme; [P6-05] edge to non-entity programme; [POST-02] tier-D schema fix proposal,POST-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924395477756547738,rel
