claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict_before,verdict_after,confidence,proof_quote,proposed_action,patch_op,agent_id,notes,coverage_level,graph_element_id,evidence_basis,matched_aliases,alias_score,project_anchor_hit,component_family_hit,search_tier,queries_tried
EP03-0242,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141535,bg_holz_wand_biopartner_5_innenwaende_trennwaende,bt_wand,HAT_BAUTEILTYP,bg_holz_wand_biopartner_5_innenwaende_trennwaende -HAT_BAUTEILTYP-> Wand,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 7, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141535,,,,false,false,,7
EP03-0257,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141537,bg_keramik_technik_biopartner_5_sanitaerobjekte,bt_technik,HAT_BAUTEILTYP,bg_keramik_technik_biopartner_5_sanitaerobjekte -HAT_BAUTEILTYP-> Technik,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 6, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141537,,,,false,false,,6
EP03-1029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674847,bg_holz_wand_biopartner_5_innenwaende_trennwaende,mat_holz,NUTZT_MATERIAL,bg_holz_wand_biopartner_5_innenwaende_trennwaende -NUTZT_MATERIAL-> Holz,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 7, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674847,,,,false,false,,7
EP03-1039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674849,bg_keramik_technik_biopartner_5_sanitaerobjekte,mat_keramik,NUTZT_MATERIAL,bg_keramik_technik_biopartner_5_sanitaerobjekte -NUTZT_MATERIAL-> Keramik,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 6, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674849,,,,false,false,,6
EP03-0301,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826834,bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade -HAT_BAUTEILTYP-> Fenster,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 6}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826834,,,,false,false,,6
EP03-0130,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141943,bg_daemmstoff_daemmung_circl_jeans_insulation,bt_daemmung,HAT_BAUTEILTYP,bg_daemmstoff_daemmung_circl_jeans_insulation -HAT_BAUTEILTYP-> Daemmung,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141943,,,,false,false,,4
EP03-0161,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141941,bg_holz_boden_circl_window_frame_floor,bt_boden,HAT_BAUTEILTYP,bg_holz_boden_circl_window_frame_floor -HAT_BAUTEILTYP-> Boden,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141941,,,,false,false,,4
EP03-0271,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141976,bg_mehrere_ausbau_circl_restored_furniture,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_ausbau_circl_restored_furniture -HAT_BAUTEILTYP-> Ausbau,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 4}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141976,,,,false,false,,4
EP03-0283,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141944,bg_mehrere_fenster_circl_conference_windows,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_fenster_circl_conference_windows -HAT_BAUTEILTYP-> Fenster,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 4}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141944,,,,false,false,,4
EP03-0539,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141946,bg_textil_wand_circl_clothing_felt,bt_wand,HAT_BAUTEILTYP,bg_textil_wand_circl_clothing_felt -HAT_BAUTEILTYP-> Wand,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141946,,,,false,false,,4
EP03-0948,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675255,bg_daemmstoff_daemmung_circl_jeans_insulation,mat_textil,NUTZT_MATERIAL,bg_daemmstoff_daemmung_circl_jeans_insulation -NUTZT_MATERIAL-> Textil,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675255,,,,false,false,,4
EP03-0972,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675253,bg_holz_boden_circl_window_frame_floor,mat_holz,NUTZT_MATERIAL,bg_holz_boden_circl_window_frame_floor -NUTZT_MATERIAL-> Holz,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675253,,,,false,false,,4
EP03-1051,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675288,bg_mehrere_ausbau_circl_restored_furniture,mat_mehrere,NUTZT_MATERIAL,bg_mehrere_ausbau_circl_restored_furniture -NUTZT_MATERIAL-> Mehrere,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 4}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675288,,,,false,false,,4
EP03-1076,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675256,bg_mehrere_fenster_circl_conference_windows,mat_mehrere,NUTZT_MATERIAL,bg_mehrere_fenster_circl_conference_windows -NUTZT_MATERIAL-> Mehrere,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 4}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675256,,,,false,false,,4
EP03-1298,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675258,bg_textil_wand_circl_clothing_felt,mat_textil,NUTZT_MATERIAL,bg_textil_wand_circl_clothing_felt -NUTZT_MATERIAL-> Textil,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675258,,,,false,false,,4
EP03-0398,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141934,bg_mineralisch_stuetze_elementa_baufeld_c,bt_stuetze,HAT_BAUTEILTYP,bg_mineralisch_stuetze_elementa_baufeld_c -HAT_BAUTEILTYP-> Stuetze,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141934,,,,false,false,,4
EP03-0399,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141935,bg_mineralisch_wand_elementa_baufeld_d,bt_wand,HAT_BAUTEILTYP,bg_mineralisch_wand_elementa_baufeld_d -HAT_BAUTEILTYP-> Wand,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141935,,,,false,false,,4
EP03-1208,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675246,bg_mineralisch_stuetze_elementa_baufeld_c,mat_stahlbeton,NUTZT_MATERIAL,bg_mineralisch_stuetze_elementa_baufeld_c -NUTZT_MATERIAL-> Stahlbeton,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675246,,,,false,false,,4
EP03-1209,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675247,bg_mineralisch_wand_elementa_baufeld_d,mat_stahlbeton,NUTZT_MATERIAL,bg_mineralisch_wand_elementa_baufeld_d -NUTZT_MATERIAL-> Stahlbeton,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675247,,,,false,false,,4
EP03-0136,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141614,bg_daemmstoff_mehrere_elys_stone_wool_restock_insulation,bt_daemmung,HAT_BAUTEILTYP,bg_daemmstoff_mehrere_elys_stone_wool_restock_insulation -HAT_BAUTEILTYP-> Daemmung,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 6}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141614,,,,false,false,,6
EP03-0954,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674926,bg_daemmstoff_mehrere_elys_stone_wool_restock_insulation,mat_daemmstoff,NUTZT_MATERIAL,bg_daemmstoff_mehrere_elys_stone_wool_restock_insulation -NUTZT_MATERIAL-> Daemmstoff,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 6}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674926,,,,false,false,,6
EP03-0312,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141629,bg_mehrere_mehrere_grande_halle_external_window_joinery,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_grande_halle_external_window_joinery -HAT_BAUTEILTYP-> Fassade,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 6}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141629,,,,false,false,,6
EP03-1106,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674941,bg_mehrere_mehrere_grande_halle_external_window_joinery,mat_aluminium,NUTZT_MATERIAL,bg_mehrere_mehrere_grande_halle_external_window_joinery -NUTZT_MATERIAL-> Aluminium,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 6}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674941,,,,false,false,,6
EP03-1107,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360189,bg_mehrere_mehrere_grande_halle_external_window_joinery,mat_glas,NUTZT_MATERIAL,bg_mehrere_mehrere_grande_halle_external_window_joinery -NUTZT_MATERIAL-> Glas,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 6}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360189,,,,false,false,,6
EP03-0269,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141671,bg_mdf_mehrere_impact_black_mdf_panels,bt_ausbau,HAT_BAUTEILTYP,bg_mdf_mehrere_impact_black_mdf_panels -HAT_BAUTEILTYP-> Ausbau,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 8}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141671,,,,false,false,,8
EP03-0537,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141673,bg_textil_mehrere_impact_recycled_felt_panels,bt_ausbau,HAT_BAUTEILTYP,bg_textil_mehrere_impact_recycled_felt_panels -HAT_BAUTEILTYP-> Ausbau,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 7}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141673,,,,false,false,,7
EP03-0538,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826921,bg_textil_mehrere_impact_recycled_felt_panels,bt_technik,HAT_BAUTEILTYP,bg_textil_mehrere_impact_recycled_felt_panels -HAT_BAUTEILTYP-> Technik,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 7}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826921,,,,false,false,,7
EP03-1050,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674983,bg_mdf_mehrere_impact_black_mdf_panels,mat_mdf,NUTZT_MATERIAL,bg_mdf_mehrere_impact_black_mdf_panels -NUTZT_MATERIAL-> MDF / mitteldichte Faserplatte,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 8}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674983,,,,false,false,,8
EP03-1297,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674985,bg_textil_mehrere_impact_recycled_felt_panels,mat_textil,NUTZT_MATERIAL,bg_textil_mehrere_impact_recycled_felt_panels -NUTZT_MATERIAL-> Textil,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 7}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674985,,,,false,false,,7
EP03-0319,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141681,bg_mehrere_mehrere_ithaka_innentueren_beschlaege,bt_ausbau,HAT_BAUTEILTYP,bg_mehrere_mehrere_ithaka_innentueren_beschlaege -HAT_BAUTEILTYP-> Ausbau,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 8}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141681,,,,false,false,,8
EP03-0320,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826929,bg_mehrere_mehrere_ithaka_innentueren_beschlaege,bt_tuer,HAT_BAUTEILTYP,bg_mehrere_mehrere_ithaka_innentueren_beschlaege -HAT_BAUTEILTYP-> Tuer,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 8}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826929,,,,false,false,,8
EP03-1116,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360241,bg_mehrere_mehrere_ithaka_innentueren_beschlaege,mat_stahl,NUTZT_MATERIAL,bg_mehrere_mehrere_ithaka_innentueren_beschlaege -NUTZT_MATERIAL-> Stahl,web,,false,200,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 8}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360241,,,,false,false,,8
EP03-0159,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141991,bg_holz_ausbau_ingersheim_clt_secondary,bt_ausbau,HAT_BAUTEILTYP,bg_holz_ausbau_ingersheim_clt_secondary -HAT_BAUTEILTYP-> Ausbau,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141991,,,,false,false,,4
EP03-0217,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141957,bg_holz_mehrere_ingersheim_clt_structure,bt_traeger,HAT_BAUTEILTYP,bg_holz_mehrere_ingersheim_clt_structure -HAT_BAUTEILTYP-> Traeger,web,,false,,UNSUPPORTED,PARTIAL,niedrig,,ESCALATE_HUMAN,,BG-RW-B,"{""reason"": ""bundle_bg"", ""policy"": ""ESCALATE_HUMAN"", ""queries_tried"": 4}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141957,,,,false,false,,4
EP03-0970,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675303,bg_holz_ausbau_ingersheim_clt_secondary,mat_holz,NUTZT_MATERIAL,bg_holz_ausbau_ingersheim_clt_secondary -NUTZT_MATERIAL-> Holz,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-RW-B,"{""queries_tried"": 4, ""urls_tried"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt_rework,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675303,,,,false,false,,4
