claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP05-rel-0011,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025447909,bauteilboerse_bremen,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bauteilboerse_bremen (Akteur) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bauteilboerse_bremen -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Akteur; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025447909
EP05-rel-0012,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025442174,bauteilkatalog_immobilien_basel_stadt,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bauteilkatalog_immobilien_basel_stadt (Akteur) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bauteilkatalog_immobilien_basel_stadt -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Akteur; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025442174
EP05-rel-0013,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025446345,bauteilladen_winterthur,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bauteilladen_winterthur (Akteur) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bauteilladen_winterthur -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Akteur; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025446345
EP05-rel-0014,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025447910,bauteilnetz_deutschland,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bauteilnetz_deutschland (Akteur) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bauteilnetz_deutschland -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Akteur; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025447910
EP05-rel-0015,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025476121,bauteilverwertung_koeppel_klein,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bauteilverwertung_koeppel_klein (Akteur) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bauteilverwertung_koeppel_klein -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Akteur; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025476121
EP05-rel-0016,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441576,bg_aluminium_fassade_elys_trapezoidal_sheet,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_aluminium_fassade_elys_trapezoidal_sheet (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_aluminium_fassade_elys_trapezoidal_sheet -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441576
EP05-rel-0017,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441760,bg_aluminium_fassade_trae_high_rise_aarhus_fassadenplatten,bweg_rueckbauprojekt,HAT_BESCHAFFUNGSWEG,bg_aluminium_fassade_trae_high_rise_aarhus_fassadenplatten (Bauteilgruppe) is sourced via procurement path bweg_rueckbauprojekt (Rueckbauprojekt),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_aluminium_fassade_trae_high_rise_aarhus_fassadenplatten -[HAT_BESCHAFFUNGSWEG]-> bweg_rueckbauprojekt; domain :Bauteilgruppe; range :Beschaffungsweg (Rueckbauprojekt),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441760
EP05-rel-0018,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126926,bg_beton_boden_lycee_paving_slabs,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_beton_boden_lycee_paving_slabs (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_boden_lycee_paving_slabs -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126926
EP05-rel-0019,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441678,bg_beton_boden_lycee_paving_slabs,bweg_direktvermittlung,HAT_BESCHAFFUNGSWEG,bg_beton_boden_lycee_paving_slabs (Bauteilgruppe) is sourced via procurement path bweg_direktvermittlung (Direktvermittlung),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_boden_lycee_paving_slabs -[HAT_BESCHAFFUNGSWEG]-> bweg_direktvermittlung; domain :Bauteilgruppe; range :Beschaffungsweg (Direktvermittlung),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441678
EP05-rel-0020,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441534,bg_beton_fassade_ccn_parapets,bweg_direktvermittlung,HAT_BESCHAFFUNGSWEG,bg_beton_fassade_ccn_parapets (Bauteilgruppe) is sourced via procurement path bweg_direktvermittlung (Direktvermittlung),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_fassade_ccn_parapets -[HAT_BESCHAFFUNGSWEG]-> bweg_direktvermittlung; domain :Bauteilgruppe; range :Beschaffungsweg (Direktvermittlung),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441534
EP05-rel-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126782,bg_beton_fassade_ccn_parapets,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_beton_fassade_ccn_parapets (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_fassade_ccn_parapets -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126782
EP05-rel-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441710,bg_beton_fundament_peoples_pavilion_elements,bweg_informelles_netzwerk,HAT_BESCHAFFUNGSWEG,bg_beton_fundament_peoples_pavilion_elements (Bauteilgruppe) is sourced via procurement path bweg_informelles_netzwerk (Informelles_Netzwerk),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_fundament_peoples_pavilion_elements -[HAT_BESCHAFFUNGSWEG]-> bweg_informelles_netzwerk; domain :Bauteilgruppe; range :Beschaffungsweg (Informelles_Netzwerk),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441710
EP05-rel-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928874888128108545,bg_beton_fundament_peoples_pavilion_elements,bweg_leihmodell,HAT_BESCHAFFUNGSWEG,bg_beton_fundament_peoples_pavilion_elements (Bauteilgruppe) is sourced via procurement path bweg_leihmodell (Leihmodell),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_fundament_peoples_pavilion_elements -[HAT_BESCHAFFUNGSWEG]-> bweg_leihmodell; domain :Bauteilgruppe; range :Beschaffungsweg (Leihmodell),KEEP,05,target live in graph but not in controlled_vocabulary.seed.kg.jsonl (extended vocab); Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928874888128108545
EP05-rel-0024,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441497,bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_mehrere_bestandverplanzung_betonfertigteil_paneele -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441497
EP05-rel-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441522,bg_beton_mehrere_brighton_betonbloecke,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bg_beton_mehrere_brighton_betonbloecke (Bauteilgruppe) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_mehrere_brighton_betonbloecke -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Bauteilgruppe; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441522
EP05-rel-0026,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441557,bg_beton_mehrere_christ_pavilion_fair_faced_parts,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_beton_mehrere_christ_pavilion_fair_faced_parts (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_mehrere_christ_pavilion_fair_faced_parts -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441557
EP05-rel-0027,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441654,bg_beton_mehrere_juch_kerenzerberg_betonplatten,bweg_direktvermittlung,HAT_BESCHAFFUNGSWEG,bg_beton_mehrere_juch_kerenzerberg_betonplatten (Bauteilgruppe) is sourced via procurement path bweg_direktvermittlung (Direktvermittlung),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_mehrere_juch_kerenzerberg_betonplatten -[HAT_BESCHAFFUNGSWEG]-> bweg_direktvermittlung; domain :Bauteilgruppe; range :Beschaffungsweg (Direktvermittlung),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441654
EP05-rel-0028,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126902,bg_beton_mehrere_juch_kerenzerberg_betonplatten,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_beton_mehrere_juch_kerenzerberg_betonplatten (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_mehrere_juch_kerenzerberg_betonplatten -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126902
EP05-rel-0029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441679,bg_beton_mehrere_lycee_precast_channels,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_beton_mehrere_lycee_precast_channels (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_mehrere_lycee_precast_channels -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441679
EP05-rel-0030,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441508,bg_beton_wand_bluecity_betonbloecke_trennwaende,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_beton_wand_bluecity_betonbloecke_trennwaende (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_wand_bluecity_betonbloecke_trennwaende -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441508
EP05-rel-0031,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126756,bg_beton_wand_bluecity_betonbloecke_trennwaende,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_beton_wand_bluecity_betonbloecke_trennwaende (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_wand_bluecity_betonbloecke_trennwaende -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126756
EP05-rel-0032,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441549,bg_beton_wand_chiro_surplus_blocks,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bg_beton_wand_chiro_surplus_blocks (Bauteilgruppe) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_wand_chiro_surplus_blocks -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Bauteilgruppe; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441549
EP05-rel-0033,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:90,bg_beton_wand_chiro_surplus_blocks,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_beton_wand_chiro_surplus_blocks (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_beton_wand_chiro_surplus_blocks -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:90
