"claim_id","claim_kind","element_id","from_id","to_id","rel_type_or_label","asserted_claim","basis_type","basis_ref","fetched","http_status","verdict","confidence","proof_quote","proposed_action","agent_id","notes","remediation_status","new_source_url","r06_verdict","r06_fetched","r06_http_status"
"agent07-rel-0710","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448510","bw_lycee_block_3000","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0711","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763262","bw_lycee_block_3000","nf_asbest_check","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0712","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448511","bw_lycee_block_6000","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0713","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763263","bw_lycee_block_6000","nf_asbest_check","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0714","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448593","bw_multi_brouckere_tower","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0715","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763345","bw_multi_brouckere_tower","nf_asbest_check","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0716","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448354","bw_rws_districtskantoor_terneuzen","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0717","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763106","bw_rws_districtskantoor_terneuzen","nf_asbest_check","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0718","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448573","bw_suutarila_community_centre_donor","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0719","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763325","bw_suutarila_community_centre_donor","nf_asbest_check","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0720","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448452","bw_werkhof_moeoeslistrasse","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0721","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327763204","bw_werkhof_moeoeslistrasse","nf_asbest_check","ERFORDERT_NACHWEIS","Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-0722","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327762438","la_schadstofffreiheit","nf_schadstoffpruefung","ERFORDERT_NACHWEIS","Schadstofffreiheit -ERFORDERT_NACHWEIS-> Schadstoffpruefung","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-1706","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014935","pn_biozid_screening","nf_schadstoffpruefung","ERFUELLT_NACHWEIS","BiozidScreening -ERFUELLT_NACHWEIS-> Schadstoffpruefung","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
"agent07-rel-1707","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014863","pn_chlorid","nf_schadstoffpruefung","ERFUELLT_NACHWEIS","Chlorid -ERFUELLT_NACHWEIS-> Schadstoffpruefung","web","https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024","true","404","DEAD_LINK","belegt","ung muss in allen Gebäuden, die vor dem 31. Oktober 1993 errichtet wurden, mit Asbest in den Baustoffen beziehungsweise der Bausubstanz gerechnet werden. Erkund","KEEP","07","R06: Moved/dead link; confirmed alternate at https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest; agent07: URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true","FIXED","https://bauportal.bgbau.de/bauportal-12025/rund-um-die-bg-bau/novellierung-gefahrstoffverordnung-umgang-mit-asbest","PROVEN","true","200"
