claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w4_w4_02-0001,rel,,btvz_zuerichsee_oberland,bt_technik,HAT_BAUTEILTYP,btvz_zuerichsee_oberland -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0012,rel,,gruner_reuse_platform,bt_technik,HAT_BAUTEILTYP,gruner_reuse_platform -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0013,rel,,gruner_reuse_platform,bt_traeger,HAT_BAUTEILTYP,gruner_reuse_platform -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0014,rel,,gruner_reuse_platform,bt_tuer,HAT_BAUTEILTYP,gruner_reuse_platform -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0015,rel,,gruner_reuse_platform,bt_wand,HAT_BAUTEILTYP,gruner_reuse_platform -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0016,rel,,hiltbrunner_reuse_riedtwil_wiederverwendung,bt_boden,HAT_BAUTEILTYP,hiltbrunner_reuse_riedtwil_wiederverwendung -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0017,rel,,hiltbrunner_reuse_riedtwil_wiederverwendung,bt_technik,HAT_BAUTEILTYP,hiltbrunner_reuse_riedtwil_wiederverwendung -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0018,rel,,hiltbrunner_reuse_riedtwil_wiederverwendung,bt_tuer,HAT_BAUTEILTYP,hiltbrunner_reuse_riedtwil_wiederverwendung -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0019,rel,,la_ressourcerie_fribourg,bt_fenster,HAT_BAUTEILTYP,la_ressourcerie_fribourg -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0020,rel,,materiuum_geneve_ressourcerie,bt_boden,HAT_BAUTEILTYP,materiuum_geneve_ressourcerie -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0021,rel,,materiuum_geneve_ressourcerie,bt_fenster,HAT_BAUTEILTYP,materiuum_geneve_ressourcerie -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0022,rel,,materiuum_geneve_ressourcerie,bt_technik,HAT_BAUTEILTYP,materiuum_geneve_ressourcerie -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0023,rel,,materiuum_geneve_ressourcerie,bt_traeger,HAT_BAUTEILTYP,materiuum_geneve_ressourcerie -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0024,rel,,mobius_reemploi,bt_boden,HAT_BAUTEILTYP,mobius_reemploi -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0025,rel,,p_55_great_suffolk_street_london,bt_stuetze,HAT_BAUTEILTYP,p_55_great_suffolk_street_london -HAT_BAUTEILTYP-> bt_stuetze (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0026,rel,,p_55_great_suffolk_street_london,bt_traeger,HAT_BAUTEILTYP,p_55_great_suffolk_street_london -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0027,rel,,p_awm_muenster_circular_office,bt_ausbau,HAT_BAUTEILTYP,p_awm_muenster_circular_office -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0028,rel,,p_awm_muenster_circular_office,bt_tuer,HAT_BAUTEILTYP,p_awm_muenster_circular_office -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0029,rel,,p_awm_muenster_circular_office,bt_wand,HAT_BAUTEILTYP,p_awm_muenster_circular_office -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0030,rel,,p_brent_cross_town_primary_substation_london,bt_fassade,HAT_BAUTEILTYP,p_brent_cross_town_primary_substation_london -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0031,rel,,p_brent_cross_town_primary_substation_london,bt_stuetze,HAT_BAUTEILTYP,p_brent_cross_town_primary_substation_london -HAT_BAUTEILTYP-> bt_stuetze (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0032,rel,,p_brent_cross_town_primary_substation_london,bt_technik,HAT_BAUTEILTYP,p_brent_cross_town_primary_substation_london -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0033,rel,,p_brent_cross_town_primary_substation_london,bt_traeger,HAT_BAUTEILTYP,p_brent_cross_town_primary_substation_london -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0034,rel,,p_circl_abn_amro,bt_ausbau,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0035,rel,,p_circl_abn_amro,bt_boden,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0036,rel,,p_circl_abn_amro,bt_dach,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_dach (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0037,rel,,p_circl_abn_amro,bt_daemmung,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_daemmung (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0038,rel,,p_circl_abn_amro,bt_fassade,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0039,rel,,p_circl_abn_amro,bt_fenster,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0040,rel,,p_circl_abn_amro,bt_technik,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0041,rel,,p_circl_abn_amro,bt_traeger,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0042,rel,,p_circl_abn_amro,bt_wand,HAT_BAUTEILTYP,p_circl_abn_amro -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0043,rel,,p_crclr_house_impact_hub_berlin,bt_ausbau,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0044,rel,,p_crclr_house_impact_hub_berlin,bt_boden,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0045,rel,,p_crclr_house_impact_hub_berlin,bt_dach,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_dach (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0046,rel,,p_crclr_house_impact_hub_berlin,bt_fassade,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0047,rel,,p_crclr_house_impact_hub_berlin,bt_fenster,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0048,rel,,p_crclr_house_impact_hub_berlin,bt_technik,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0049,rel,,p_crclr_house_impact_hub_berlin,bt_traeger,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0050,rel,,p_crclr_house_impact_hub_berlin,bt_treppe,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_treppe (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0051,rel,,p_crclr_house_impact_hub_berlin,bt_wand,HAT_BAUTEILTYP,p_crclr_house_impact_hub_berlin -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0052,rel,,p_elementa_walkeweg,bt_decke,HAT_BAUTEILTYP,p_elementa_walkeweg -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0053,rel,,p_elementa_walkeweg,bt_stuetze,HAT_BAUTEILTYP,p_elementa_walkeweg -HAT_BAUTEILTYP-> bt_stuetze (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0054,rel,,p_elementa_walkeweg,bt_wand,HAT_BAUTEILTYP,p_elementa_walkeweg -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0055,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_dach,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_dach (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0056,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_daemmung,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_daemmung (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0057,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_fassade,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0058,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_fenster,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0059,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_gelaender,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_gelaender (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0060,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_stuetze,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_stuetze (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0061,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_technik,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0062,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_traeger,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0063,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_treppe,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_treppe (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0064,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_tuer,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0065,rel,,p_grubenstrasse_29_werkhof_29_zuerich,bt_wand,HAT_BAUTEILTYP,p_grubenstrasse_29_werkhof_29_zuerich -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0066,rel,,p_holbein_gardens_london,bt_decke,HAT_BAUTEILTYP,p_holbein_gardens_london -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
