id,label,url,fallstudien,n_fallstudien
LXSY_Architektur_LinkedIn_Beitrag_zu_BOELL_LAB_mit_Hinweis,"LXSY Architektur, LinkedIn-Beitrag zu BOELL.LAB mit Hinweis auf Einstellung des geplanten Erweiterungsbaus",https://de.linkedin.com/posts/lxsy-architektur_lxsy-lxsyarchitektur-architektinnen-activity-7397593236443271169-6___,BOELL_LAB_Berlin,1
Heinrich_B_ll_Stiftung_Erweiterungsvorhaben_BOELL_LAB_Fa,"Heinrich-Böll-Stiftung, „Erweiterungsvorhaben BOELL.LAB“, Factsheet, 2017",https://www.boell.de/de/2017/09/08/erweiterungsvorhaben-boelllab,BOELL_LAB_Berlin,1
TU_Berlin_DepositOnce_BOELL_LAB_studentischer_Wettbewerb,"TU Berlin DepositOnce, BOELL.LAB, studentischer Wettbewerb / Publikation, 2016, DOI 10.14279/depositonce-5505",https://depositonce.tu-berlin.de/items/a25e6e95-5384-45fe-99be-4f61782dafa4,BOELL_LAB_Berlin,1
JOHNNY_architecture_RAU_architects_Ein_Haus_in_planetare,"JOHNNY architecture / RAU architects, „Ein Haus in planetaren Grenzen“, Verfahrensbeitrag mit Angaben zu Freifläche, Holzbau, Rückbaubarkeit, Low-Tech und Ressourcenpositivität",https://johnny-architecture.de/aktuelles/boell-lab,BOELL_LAB_Berlin,1
ISO_20887_2020_Sustainability_in_buildings_and_civil_engine,"ISO 20887:2020, Sustainability in buildings and civil engineering works — Design for disassembly and adaptability — Principles, requirements and guidance",https://www.iso.org/standard/69370.html,BOELL_LAB_Berlin; ReUseBox_Heilbronn,2
DGNB_Geb_uderessourcenpass,"DGNB, Gebäuderessourcenpass",https://www.dgnb.de/de/nachhaltiges-bauen/zirkulaeres-bauen/gebaeuderessourcenpass,BOELL_LAB_Berlin; ReUseBox_Heilbronn,2
Europ_ische_Kommission_Level_s_Rahmenwerk_f_r_Nachhaltigk,"Europäische Kommission, Level(s), Rahmenwerk für Nachhaltigkeitsindikatoren über den Gebäudelebenszyklus",https://green-forum.ec.europa.eu/green-business/levels_en,BOELL_LAB_Berlin; ReUseBox_Heilbronn,2
BBSR_Baukultur_in_der_Bauwende_Forschungs_und_Transferko,"BBSR, Baukultur in der Bauwende / Forschungs- und Transferkontext zirkulären Bauens",https://www.bbsr.bund.de/,BOELL_LAB_Berlin,1
Rotor_Deconstruction_RotorDC_About_us_Abschnitt_zum_14,"Rotor Deconstruction / RotorDC: `About us`, Abschnitt zum 14.000 m² Standort im Da Vinci Business District von citydev.brussels",https://rotordc.com/about-us,Da_Vinci_Business_District,1
RotorDC_Next_steps_for_the_transformation_of_our_site_in_E,"RotorDC: `Next steps for the transformation of our site in Evere`, 16.10.2025",https://rotordc.com/blog/project-design-7/next-steps-for-the-transformation-of-our-site-in-evere-107,Da_Vinci_Business_District,1
RotorDC_LinkedIn_Projektbeschreibung_zur_Transformation_des,RotorDC LinkedIn: Projektbeschreibung zur Transformation des 14.000 m² Areals im Da Vinci Business District,https://be.linkedin.com/company/rotordc,Da_Vinci_Business_District,1
Metrolab_Brussels_Roma_Tre_Designing_Urban_Production,"Metrolab Brussels / Roma Tre: `Designing Urban Production`, Kontext zu produktiven Räumen und Wirtschaftsgebieten in Brüssel",https://iris.uniroma3.it/retrieve/e397d80e-de77-b0de-e053-6605fe0a1c76/211208_Publicatie_Metrolab_web-finale.pdf,Da_Vinci_Business_District,1
citydev_brussels_Kontext_zu_Wirtschaftsfl_chen_und_Gewerbee,citydev.brussels: Kontext zu Wirtschaftsflächen und Gewerbeentwicklung in Brüssel,https://www.citydev.brussels,Da_Vinci_Business_District,1
ELYS_Kultur_und_Gewerbehaus_offizielle_Projektseite,"ELYS – Kultur- und Gewerbehaus, offizielle Projektseite",https://elys-basel.ch/,ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,1
baub_ro_in_situ_Umnutzung_ELYS_Kultur_Gewerbehaus,"baubüro in situ, Umnutzung ELYS Kultur- & Gewerbehaus",https://www.insitu.ch/projekte/229-umnutzung-elys-kultur-amp-gewerbehaus-lysbuechelareal,ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,1
BauNetz_Urban_Mining_in_Basel_Kultur_und_Gewerbehaus_von,"BauNetz, Urban Mining in Basel / Kultur- und Gewerbehaus von baubüro in situ und zirkular",https://www.baunetz.de/meldungen/Meldungen-Kultur-_und_Gewerbehaus_von_baubuero_in_situ_und_zirkular_7608855.html,ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,1
ZAB_Zukunftsagentur_Bau_Umnutzung_Elys_Kultur_Gewerbehau,"ZAB Zukunftsagentur Bau, Umnutzung Elys Kultur- & Gewerbehaus",https://www.zukunft-bau.at/projekt/sport-kultur/umnutzung-elys-kultur-gewerbehaus-lysbuechelareal,ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,1
Zirkular_Hobelwerk_Haus_D,"Zirkular, Hobelwerk Haus D",https://zirkular.net/en/project/hobelwerk-haus-d/,Hobelwerk_Haus_D_Oberwinterthur,1
Cirkla_Hobelwerk_Haus_D,"Cirkla, Hobelwerk Haus D",https://www.cirkla.ch/de/le-reseau-du-reemploi/lannuaire/projets/hobelwerk-haus-d/,Hobelwerk_Haus_D_Oberwinterthur,1
Zirkular_Projekt_bersicht_Re_Use_Projekte,"Zirkular, Projektübersicht / Re-Use-Projekte",https://zirkular.net/en/projects/,Hobelwerk_Haus_D_Oberwinterthur,1
baub_ro_in_situ_K_118_Kopfbau_Halle_118,"baubüro in situ, K.118 Kopfbau Halle 118",https://www.insitu.ch/projekte/196-k118-kopfbau-halle-118,K118_Kopfbau_Halle_118_Winterthur,1
Zirkular_Building_K_118,"Zirkular, Building K.118",https://zirkular.net/en/project/building-k-118/,K118_Kopfbau_Halle_118_Winterthur,1
ArchDaily_K118_Kopfbau_Halle_118_baub_ro_in_situ,"ArchDaily, K118 Kopfbau Halle 118 / baubüro in situ",https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ,K118_Kopfbau_Halle_118_Winterthur,1
Park_Books_Bauteile_wiederverwenden_Ein_Kompendium_zum_zi,"Park Books, Bauteile wiederverwenden – Ein Kompendium zum zirkulären Bauen",https://www.park-books.com/,K118_Kopfbau_Halle_118_Winterthur,1
Holcim_Foundation_Holcim_Awards_K_118,"Holcim Foundation, Holcim Awards / K.118",https://www.holcimfoundation.org/,K118_Kopfbau_Halle_118_Winterthur,1
Stahlbau_Zentrum_Schweiz_Prix_Acier,Stahlbau Zentrum Schweiz / Prix Acier,https://www.szs.ch/,K118_Kopfbau_Halle_118_Winterthur,1
VOLLGUT_eG_Projekt_VOLLGUT_eG_Neuk_lln,VOLLGUT eG: `Projekt — VOLLGUT eG Neukölln`,https://www.vollgut.berlin/was-ist-vollgut,Kindl_Areal,1
VOLLGUT_eG_Historie,VOLLGUT eG: `Historie`,https://www.vollgut.berlin/historie,Kindl_Areal,1
Stiftung_Edith_Maryon_VOLLGUT,Stiftung Edith Maryon: `VOLLGUT`,https://maryon.ch/liegenschaft/vollgut/,Kindl_Areal,1
Stiftung_Edith_Maryon_VOLLGUT_Projektentwicklung,Stiftung Edith Maryon: `VOLLGUT Projektentwicklung`,https://maryon.ch/liegenschaften/vollgut/projektentwicklung/,Kindl_Areal,1
KINDL_Zentrum_f_r_zeitgen_ssische_Kunst_Website,KINDL – Zentrum für zeitgenössische Kunst: Website,https://www.kindl-berlin.de,Kindl_Areal,1
Berliner_Landesdenkmalamt_Denkmaldatenbank_Eintrag_Braue,"Berliner Landesdenkmalamt / Denkmaldatenbank: Eintrag `Brauerei und Sudhaus`, Am Sudhaus 3, Objektnummer 09090539",https://denkmaldatenbank.berlin.de,Kindl_Areal,1
Sanierungsgebiet_Karl_Marx_Stra_e_KMS_Sonne_Kindl_Areal,"Sanierungsgebiet Karl-Marx-Straße / KMS-Sonne: `Kindl-Areal`, aktualisiert 16.03.2026",https://www.kms-sonne.de/projekte/strassen-plaetze-und-gruenflaechen/kindl-areal/,Kindl_Areal,1
SRF_Basler_Stadtentwicklung_Altes_Parkhaus_mutiert_zum_ne,"SRF: `Basler Stadtentwicklung: Altes Parkhaus mutiert zum neuen Wohnhaus`, Kontextbericht zu Bauteilwiederverwendung in Basel",https://www.srf.ch/news/schweiz/basler-stadtentwicklung-altes-parkhaus-mutiert-zum-neuen-wohnhaus,Lysbuechel_Parkhaus,1
Loeliger_Strub_Architektur_LysP8_Neubau_Wohnhaus_mit_Gewerb,"Loeliger Strub Architektur, LysP8 Neubau Wohnhaus mit Gewerbe, Basel",https://loeligerstrub.ch/nproject/lysp8-neubau-wohnhaus-mit-gewerbe-basel/,LysP8_Basel_Lysbuechelareal,1
Zirkular_LysP8,"Zirkular, LysP8",https://zirkular.net/en/project/lysp8/,LysP8_Basel_Lysbuechelareal,1
Cirkla_LYSP8,"Cirkla, LYSP8",https://www.cirkla.ch/de/le-reseau-du-reemploi/lannuaire/projets/lysp8/,LysP8_Basel_Lysbuechelareal,1
BauNetz_Re_Use_Abschluss_f_r_Lysb_chel_S_d_Geschosswohnen,"BauNetz, Re-Use-Abschluss für Lysbüchel Süd / Geschosswohnen in Basel",https://www.baunetz.de/meldungen/Meldungen-Geschosswohnen_in_Basel_von_Loeliger_Strub_Architektur_10008497.html,LysP8_Basel_Lysbuechelareal,1
BauNetz_Wissen_Wohnhaus_LysP8_in_Basel,"BauNetz Wissen, Wohnhaus LysP8 in Basel",https://www.baunetzwissen.de/fassade/objekte/wohnen/wohnhaus-lysp8-in-basel-10095918,LysP8_Basel_Lysbuechelareal,1
Open_House_Basel_Lysb_chel_LysP8,"Open House Basel, Lysbüchel | LysP8",https://openhouse-basel.org/orte/lysbuechel-lysp8/,LysP8_Basel_Lysbuechelareal,1
Oxara_LysP8_in_Basel,"Oxara, LysP8 in Basel",https://oxara.earth/en/projects/completed/lysp8.html,LysP8_Basel_Lysbuechelareal,1
LXSY_Architektur_REUSEBOX_Projektseite_Wettbewerb_Jahr,"LXSY Architektur, „REUSEBOX“, Projektseite, Wettbewerb, Jahr 2025, Ort Heilbronn, Auftraggeberin Stadt Heilbronn",https://lxsy.de/projekte/reusebox,ReUseBox_Heilbronn,1
LXSY_Architektur_englische_Projektseite_REUSEBOX,"LXSY Architektur, englische Projektseite „REUSEBOX“",https://lxsy.de/en/projects/reusebox,ReUseBox_Heilbronn,1
LXSY_Architektur_Projekt_bersicht_mit_Kurzbeschreibung_ReUs,"LXSY Architektur, Projektübersicht mit Kurzbeschreibung ReUseBox",https://lxsy.de/projekte/,ReUseBox_Heilbronn,1
