akteur_id,name,primary_role,address,latitude,longitude,confidence,location_count
adviesbureau_luning,"Adviesbureau Lüning",linked_projekt,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,1
afc_basel,"AFC Basel",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,3
ag_gruppen,"AG Gruppen",linked_projekt,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium,1
agwa,"AgwA",linked_projekt,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,1
aik_architektur_ingenieur_kollektiv,"aik Architektur + Ingenieur Kollektiv",linked_projekt,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high,1
ak_bpb,"Bundeszentrale für politische Bildung (bpb)",linked_projekt,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium,1
ak_carsten_wiewiorra,"Carsten Wiewiorra",linked_projekt,"Wolliner Straße 50, Berlin",52.5390524,13.4018775,high,1
ak_cityfoerster,"CITYFÖRSTER architecture + urbanism",linked_projekt,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,1
ak_contrax_furniture,"Contrax Furniture",linked_projekt,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,1
ak_deutsche_bundesstiftung_umwelt,"Deutsche Bundesstiftung Umwelt (DBU)",linked_projekt,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium,1
ak_drewes_speth,"DREWES + SPETH Beratende Ingenieure",linked_projekt,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,1
ak_epfl_structural_xploration_lab,"EPFL Structural Xploration Lab",linked_projekt,"Route Cantonale / Route de la Morge, 1964 Conthey, Switzerland",46.2264,7.3074,medium,1
ak_grants_of_shoreditch,"Grants of Shoreditch",linked_projekt,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,1
ak_gundlach_hannover,"Gundlach GmbH & Co. KG Wohnungsunternehmen",linked_projekt,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,2
ak_h2a_hannover,"H2A",linked_projekt,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,2
ak_maconda,"Maconda",linked_projekt,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,1
ak_method_contractor_london,"Method",linked_projekt,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,2
ak_recrete_forschungsteam,"Re:Crete Forschungsteam",linked_projekt,"Route Cantonale / Route de la Morge, 1964 Conthey, Switzerland",46.2264,7.3074,medium,1
ak_solus,"Solus",linked_projekt,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,1
ak_tu_berlin_bauphysik,"TU Berlin Fachgebiet Bauphysik und Baukonstruktionen",linked_projekt,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium,2
ak_tu_berlin_iemb,"TU Berlin / IEMB",linked_projekt,"Wolliner Straße 50, Berlin",52.5390524,13.4018775,high,2
ak_wiewiorra_hopp_architekten,"Wiewiorra Hopp Architekten",linked_projekt,"Wolliner Straße 50, Berlin",52.5390524,13.4018775,high,1
ak_zukunftsgeraeusche_gbr,"zukunftsgeraeusche GbR",linked_projekt,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium,1
aksel_v_jensen,"Aksel V. Jensen A/S",linked_projekt,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high,1
akt_ii,"AKT II",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,3
akustik_ingenieurbuero_moll,"Akustik-Ingenieurbuero Moll",linked_projekt,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,1
albert_and_co,"Albert & Co",linked_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,1
albert_et_compagnie,"Albert & Compagnie",linked_projekt,"2 bis rue de l’Ourcq, 75019 Paris",48.8877647,2.3851363,high,1
alinea_tt_alinea,"Alinea / T+T Alinea",linked_projekt,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high,1
alliander_liander,"Alliander / Liander",linked_projekt,"Dijkgraaf 4, 6921 RL Duiven, Netherlands",51.9442,6.0783,high,1
amstein_walthert,"Amstein+Walthert AG",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
ana_olalquiaga,"Ana Olalquiaga",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,2
anculus_bv,"Anculus B.V.",linked_projekt,"Richard Hollaan 4, 3144 BB Maassluis, Netherlands",51.9422,4.2346,high,1
anders_lendager,"Anders Lendager",source_url_projekt,"Ejler Billes Allé 29, 2300 København S, Denmark",55.641,12.5852,high,4
andrea_kessler,"Andrea Kessler",country_in_name,"Vienna, Austria",48.2082,16.3738,low,2
andrea_klinge,"Andrea Klinge",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
andreas_felger,"Andreas Felger",linked_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,1
andreas_geser,"Andreas Geser",linked_projekt,"Schärenmoosstrasse 115/117, 8050 Zürich, Switzerland",47.4187214,8.5578892,high,2
andreas_geser_landschaftsarchitekten,"AG Landschaftsarch.",linked_projekt,"Schärenmoosstrasse 115/117, 8050 Zürich, Switzerland",47.4187214,8.5578892,high,2
andreas_kretzer,"Andreas Kretzer",city_in_name,"Stuttgart, Baden-Württemberg, Deutschland",48.7784485,9.1800132,medium,2
andreas_sonderegger,"Andreas Sonderegger",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
angelika_mettke,"Angelika Mettke",source_url_projekt,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high,3
anima_engineering,"Anima Engineering AG",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,2
anja_rosen,"Anja Rosen",country_in_name,"Berlin, Germany",52.52,13.405,low,2
anna_buser,"Anna Buser",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
annabelle_von_reutern,"Annabelle von Reutern",country_in_name,"Berlin, Germany",52.52,13.405,low,2
annette_hillebrandt,"Annette Hillebrandt",country_in_name,"Berlin, Germany",52.52,13.405,low,2
archipel_sion_ressourcerie,"Archipel Sion Ressourcerie",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
archipel_zero,"Archipel zéro",land_capital,"Paris, France",48.8566,2.3522,low,1
architekturbuero_conclus,"Architekturbüro Conclus",linked_projekt,"Schildow, 16552, Germany",52.6333,13.3833,low,1
architekturbuero_hose,"Architekturbüro Hose",linked_projekt,"Mühlhausen, 99974, Germany",51.2089,10.4526,low,1
artelia,"Artelia",linked_projekt,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium,1
artelia_group,"Artelia Group",linked_projekt,"Kalkværksvej 1-5, 8000 Aarhus C, Denmark",56.1539,10.2048,high,1
articonnex,"Articonnex",source_url_projekt,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium,3
arup,"Arup",linked_projekt,"24 Helios Road, Wallington, London SM6 7BZ, UK",51.3653,-0.1494,high,3
ason_as,"Ason A/S",linked_projekt,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high,1
asplan_viak,"Asplan Viak",linked_projekt,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,1
association_reavie,"Association Réavie",linked_projekt,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,4
aurelie_heraut,"Aurélie Héraut",land_capital,"Paris, France",48.8566,2.3522,low,1
backacia,"Backacia",land_capital,"Paris, France",48.8566,2.3522,low,1
bakerbrown,"BakerBrown",land_capital,"London, UK",51.5074,-0.1278,low,1
ballast_nedam,"Ballast Nedam",linked_projekt,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high,1
balzer_ingenieure,"Balzer Ingenieure AG",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
bam_bouw_techniek,"BAM Bouw + Techniek",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,2
barbara_buser,"Barbara Buser",source_url_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,3
barbara_oelbrandt,"Barbara Oelbrandt",linked_projekt,"Gentbrugge (near E17 highway), 9050 Ghent, Belgium",51.0405,3.7412,low,1
barr_gazetas,"Barr Gazetas",linked_projekt,"7 Holbein Place, London SW1W 8NR, UK",51.4947,-0.1489,high,1
barrault_pressacco,"Barrault-Pressacco",land_capital,"Paris, France",48.8566,2.3522,low,1
baticycle,"Bâticycle",country_in_name,"Paris, France",48.8566,2.3522,low,2
batiterre,"BatiTerre",country_in_name,"Brussels, Belgium",50.8465573,4.351697,low,2
batrecup,"BatRecup",land_capital,"Paris, France",48.8566,2.3522,low,1
baubuero_in_situ,"baubüro in situ",linked_projekt,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high,4
baukarussell,"BauKarussell",linked_projekt,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,5
baumab_kassel,"BauMaB Kassel / Bauteilbörse Kassel",city_in_name,"Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien",50.9094333,4.2015646,medium,3
baumatpool_ch,"Baumatpool.ch",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
bauteilboerse_basel_overall,"Bauteilbörse Basel",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,5
bauteilboerse_bremen,"Bauteilbörse Bremen",country_in_name,"Berlin, Germany",52.52,13.405,low,2
bauteilboerse_hannover,"Bauteilbörse Hannover",city_in_name,"Hannover, Region Hannover, Niedersachsen, Deutschland",52.3744779,9.7385532,medium,2
bauteilkatalog_immobilien_basel_stadt,"Bauteilkatalog Immobilien Basel-Stadt",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,5
bauteilladen_winterthur,"Bauteilladen Winterthur",linked_projekt,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high,4
bauteilnetz_deutschland,"bauteilnetz Deutschland",country_in_name,"Berlin, Germany",52.52,13.405,low,2
bauteilverwertung_koeppel_klein,"Bauteilverwertung Köppel & Klein",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
belgian_buildings_agency,"Belgian Buildings Agency / Regie der Gebouwen",linked_projekt,"Rue de la Loi 175, 1048 Brussels, Belgium",50.8436,4.3819,high,1
bellastock,"Bellastock",linked_projekt,"2 bis rue de l’Ourcq, 75019 Paris",48.8877647,2.3851363,high,7
benjamin_poignon,"Benjamin Poignon",source_url_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,4
bennetts_associates,"Bennetts Associates",linked_projekt,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high,1
besp_stoffel_partners,"BESP Stoffel & Partners / Pierre Stoffel",linked_projekt,"106 Rue de la Vignette, 1160 Auderghem, Belgium",50.815,4.4214,high,1
bewohnerinitiative_boschgaard,"Bewohnerinitiative Boschgaard",linked_projekt,"Mgr. van Roosmalenplein 19C, 5213 GC Den Bosch, Netherlands",51.6947,5.3082,high,1
big_bundesimmobilien,"BIG (Bundesimmob.)",linked_projekt,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,2
bik_bouw,"Bik Bouw",linked_projekt,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,1
bikubenfonden,"Bikubenfonden / The Bikuben Foundation",linked_projekt,"Thoravej 29, 2400 København NV, Copenhagen",55.706084,12.526846,high,1
biopartner_center_leiden,"BioPartner Center Leiden",linked_projekt,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,2
bioregional,"BioRegional",linked_projekt,"24 Helios Road, Wallington, London SM6 7BZ, UK",51.3653,-0.1494,high,1
bischof_foehn_architektur,"Bischof Föhn Architektur",land_capital,"Bern, Switzerland",46.948,7.4474,low,1
blaf_architecten,"BLAF Architecten",linked_projekt,"Bergestraat 40, 1730 Asse, Belgium",50.9078,4.1986,high,2
blenheim_house,"Blenheim House",linked_projekt,"7 Holbein Place, London SW1W 8NR, UK",51.4947,-0.1489,high,1
bluecity,"BlueCity / Blue City 010 BV",known_office,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,2
bogl,"BOGL",linked_projekt,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium,1
bonnefrite,"Bonnefrite",linked_projekt,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium,1
bopro,"Bopro",linked_projekt,"Rue de la Loi 175, 1048 Brussels, Belgium",50.8436,4.3819,high,1
boulder_community_health,"Boulder Community Health / Boulder Community Hospital",linked_projekt,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,2
bourne_special_projects,"Bourne Special Projects / Bourne Group",linked_projekt,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,1
bouwbedrijf_versteegden,"Bouwbedrijf Versteegden",linked_projekt,"Mgr. van Roosmalenplein 19C, 5213 GC Den Bosch, Netherlands",51.6947,5.3082,high,1
bouwbedrijven_jongen,"Bouwbedrijven Jongen",linked_projekt,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,1
bouwstocks,"Bouwstocks",linked_projekt,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,1
brandkontrolle,"brandkontrolle",linked_projekt,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,1
brent_cross_south_limited_partnership,"Brent Cross South Limited Partnership",linked_projekt,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,1
brudex,"Brudex",linked_projekt,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,1
brussels_environment,"Brussels Environment",program_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,2
bruxelles_proprete_net_brussel,"Bruxelles-Propreté / Net Brussel",linked_projekt,"Quai Fernand Demets 22, 1070 Anderlecht, Brüssel",50.8415883,4.3206717,high,1
btu_cottbus,"BTU Cottbus",land_capital,"Berlin, Germany",52.52,13.405,low,1
btu_cottbus_angelika_mettke,"BTU Cottbus / Dr. Angelika Mettke",linked_projekt,"Mühlhausen, 99974, Germany",51.2089,10.4526,low,1
btvz_zuerichsee_oberland,"Bauteilvermittlung Zürichsee-Oberland",city_in_name,"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",47.3744489,8.5410422,medium,3
building_spares_market,"Building Spares Market",land_capital,"London, UK",51.5074,-0.1278,low,1
buildwise,"Buildwise",program_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,2
bureau_bouwtechniek,"Bureau Bouwtechniek",linked_projekt,"Rue des Brasseurs 3, 7700 Mouscron, Belgien",50.7419344,3.2177912,high,1
bureau_greisch,"Bureau Greisch",linked_projekt,"Quai Fernand Demets 22, 1070 Anderlecht, Brüssel",50.8415883,4.3206717,high,1
bureau_sla,"bureau SLA",linked_projekt,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,2
buro_happold,"Buro Happold",linked_projekt,"Rue de la Loi 175, 1048 Brussels, Belgium",50.8436,4.3819,high,1
burobas,"Burobas",linked_projekt,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,1
c33_circular_construction_catalyst,"Circular Construction Catalyst 2033",country_in_name,"Bern, Switzerland",46.948,7.4474,low,1
c_creators,"C-Creators",land_capital,"Amsterdam, Netherlands",52.3730796,4.8924534,low,1
camping_design,"Camping Design",linked_projekt,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium,1
cancan_architecture,"CANCAN Architecture",country_in_name,"Paris, France",48.8566,2.3522,low,2
cantillon,"Cantillon",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,2
caretta_weidmann,"Caretta+Weidmann",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,2
carla_ferrando_costansa,"Carla Ferrando Costansa",city_in_name,"Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra",47.5581077,7.5878261,medium,4
cat_fletcher_freegle,"Cat Fletcher / Freegle",linked_projekt,"58-67 Grand Parade, Brighton BN2 0JY, UK",50.8247,-0.1366,high,1
catherine_de_wolf,"Catherine De Wolf",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
cbre,"CBRE",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,1
cc_autrement,"CC Autrement",linked_projekt,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,1
cepezed,"cepezed",linked_projekt,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high,2
cesare_peeren,"Césare Peeren",source_url_projekt,"Bamshoevelaan 49, 7523 JJ Enschede, Netherlands",52.2283,6.8814,high,1
charlotte_bofinger,"Charlotte Bofinger",source_url_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,3
christian_schoeningh,"Christian Schöningh",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
christine_conix,"Christine Conix",land_capital,"Brussels, Belgium",50.8465573,4.351697,low,1
christof_ziegert,"Christof Ziegert",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
circular_berlin,"Circular Berlin",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
circular_construction_lab,"Circular Construction Lab",land_capital,"United States",38.9072,-77.0369,low,2
circular_economy_switzerland,"Circular Economy Switzerland",country_in_name,"Bern, Switzerland",46.948,7.4474,low,1
circular_engineering_for_architecture_eth,"Circular Engineering for Architecture / ETH Zürich",city_in_name,"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",47.3744489,8.5410422,medium,2
circular_hub_zurich,"Circular Hub Zürich",city_in_name,"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",47.3744489,8.5410422,medium,2
circular_material_systems,"Circular Material Systems",land_capital,"Berlin, Germany",52.52,13.405,low,1
circular_structural_design,"Circular Structural Design",country_in_name,"Berlin, Germany",52.52,13.405,low,3
cirkla,"Cirkla",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
city_of_boulder,"City of Boulder",linked_projekt,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,2
city_of_helsinki,"City of Helsinki",linked_projekt,"Tulimaankatu / Samoankuja, Jätkäsaari, 00220 Helsinki, Finland",60.1559,24.9195,medium,2
city_of_utrecht,"City of Utrecht",program_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,4
civic_engineers,"Civic Engineers",linked_projekt,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium,1
clara_simay,"Clara Simay",land_capital,"Paris, France",48.8566,2.3522,low,1
claus_asam,"Claus Asam",linked_projekt,"Schildow, 16552, Germany",52.6333,13.3833,low,1
claus_asam_iemb,"Claus Asam / IEMB",linked_projekt,"Mehrow, 16356, Germany",52.5724,13.6177,low,1
clayton_little_clayton_korte,"Clayton & Little / Clayton Korte",linked_projekt,"2800 Willow Creek Road, Paso Robles, CA 93446, USA",35.6366,-120.6869,high,1
cleveland_steel_tubes,"Cleveland Steel & Tubes",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,6
colin_rose,"Dr Colin Rose",linked_projekt,"London; UCL Festival of Engineering 2024, London Design Festival 2024, Futurebuild 2025",51.5074456,-0.1277653,high,1
collectif_cancan,"Collectif CANCAN",country_in_name,"Paris, France",48.8566,2.3522,low,2
commune_de_dilbeek,"Commune de Dilbeek",linked_projekt,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,2
commune_molenbeek_saint_jean,"Commune de Molenbeek-Saint-Jean",city_in_name,"Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, België / Belgique / Belgien",50.8545959,4.338636,medium,1
concular,"Concular",linked_projekt,"Rösnerstraße 10, 48155 Münster, Germany",51.9359,7.6356,high,4
conix_rdbm,"CONIX RDBM",linked_projekt,"Boulevard Anspach 1, 1000 Brussels, Belgium",50.8476,4.3487,high,2
consolis_parma,"Consolis Parma",linked_projekt,"Potkurinkatu 5, 33900 Tampere, Finland",61.4808,23.7493,high,3
construire,"Construire",linked_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,1
cordeel,"Cordeel",linked_projekt,"Boulevard Anspach 1, 1000 Brussels, Belgium",50.8476,4.3487,high,1
corentin_fivet,"Corentin Fivet",country_in_name,"Bern, Switzerland",46.948,7.4474,low,3
cornermat_retrival,"Cornermat / Retrival",country_in_name,"Brussels, Belgium",50.8465573,4.351697,low,2
coup,"COUP",linked_projekt,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,1
cstb,"CSTB",program_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,3
cycle_up,"Cycle Up",country_in_name,"Paris, France",48.8566,2.3522,low,2
cycle_zero,"Cycle Zéro",country_in_name,"Paris, France",48.8566,2.3522,low,2
daedalus_engineering,"Daedalus Engineering",linked_projekt,"157 Avenue Pasteur, L-2311 Luxembourg",49.6094,6.1267,high,1
daidalos_peutz,"Daidalos Peutz",linked_projekt,"Rue des Brasseurs 3, 7700 Mouscron, Belgien",50.7419344,3.2177912,high,2
daniel_hoffmann,"Daniel Hoffmann",city_in_name,"Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien",50.9094333,4.2015646,medium,3
davis_partnership_architects,"Davis Partnership Architects",linked_projekt,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,1
de_architekten_cie,"de Architekten Cie.",land_capital,"Amsterdam, Netherlands",52.3730796,4.8924534,low,1
de_coninck,"De Coninck",linked_projekt,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,1
de_groot_en_visser,"De Groot & Visser",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,2
de_jong_groep,"A. de Jong Groep",linked_projekt,"Richard Hollaan 4, 3144 BB Maassluis, Netherlands",51.9422,4.2346,high,1
de_vries_en_verburg,"De Vries en Verburg",linked_projekt,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,1
deerns,"Deerns",linked_projekt,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,1
denis_dujardin,"Denis Dujardin",linked_projekt,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,1
depuis_1920,"Depuis 1920",linked_projekt,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,1
desso_tarkett,"Desso / Tarkett",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
detang,"Détang",linked_projekt,"Quai Fernand Demets 22, 1070 Anderlecht, Brüssel",50.8415883,4.3206717,high,1
dexia,"Dexia",linked_projekt,"Markt 1, 8647 Lo-Reninge, Belgien",50.9805957,2.7493019,high,1
die_kuemmerei,"Die Kümmerei",linked_projekt,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,2
die_zusammenarbeiter,"Die Zusammenarbeiter",linked_projekt,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,1
digvis_gmbh,"Digvis GmbH",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,2
dirk_e_hebel,"Dirk E. Hebel",land_capital,"Berlin, Germany",52.52,13.405,low,2
dominik_campanella,"Dominik Campanella",country_in_name,"Berlin, Germany",52.52,13.405,low,2
donkergroen,"Donkergroen",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,2
dovista_krone,"DOVISTA / KRONE",linked_projekt,"Kalkværksvej 1-5, 8000 Aarhus C, Denmark",56.1539,10.2048,high,1
drmm_architects,"dRMM Architects",linked_projekt,"1-10 White Rock, Hastings TN34 1JY, UK",50.8567,0.5792,high,1
