anchor_id,url,http_status,first_party,source_kind,evidence_notes
cornermat_retrival,https://retrival.be/cornermat,200,True,current_or_historical_source_collected_2026_05_31,Retrival Cornermat page confirms digital/physical platform for reuse and recycling chain.
cornermat_retrival,https://opalis.eu/fr/fournisseurs/retrival-cornermat,200,False,current_or_historical_source_collected_2026_05_31,Opalis record: service removes complete interiors and makes reusable elements available.
cycle_up,https://www.cycle-up.fr/,200,True,history_previous_pass_or_brief_url,Current page: platform optimizes supply/demand matching for reused materials and provides diagnostic/AMO services.
cycle_up,https://www.climate-chance.org/en/best-pratices/cycle-up/,200,False,history_previous_pass_or_brief_url,
cycle_up,https://www.innovation-transformations.ecologie.gouv.fr/actualites/visite-apprenante-de-cycle-up-acteur-de-leconomie-circulaire-du-batiment,200,False,history_previous_pass_or_brief_url,"French ministry page confirms marketplace for second-hand, reconditioned, upcycled and surplus materials, plus consulting and reconditioning streams."
cycle_up,https://opalis.eu/fr/fournisseurs/cycle,200,False,history_previous_pass_or_brief_url,Opalis record: marketplace lists offers by category and status; filters by geography/source/availability.
cycle_zero,https://cyclezero.fr/,200,True,history_previous_pass_or_brief_url,Operator page: app references jobsite materials directly and connects professionals/individuals.
cycle_zero,https://play.google.com/store/apps/details?id=com.cycle0.cycle0app,200,False,history_previous_pass_or_brief_url,
cycle_zero,https://apps.apple.com/fr/app/cycle-z%C3%A9ro/id6443607769,200,False,history_previous_pass_or_brief_url,
cycle_zero,https://www.iledefrance.fr/toutes-les-actualites/cycle-zero-la-revolution-numerique-anti-gaspillage-dans-le-btp,200,False,current_or_historical_source_collected_2026_05_31,"Regional article names bois, fenêtres, radiateurs, tuyauterie, portes, peinture, carrelage."
cycle_zero,https://www.constructionbtp.com/environnement/article/2025/05/22/152917/cycle-zero-des-materiaux-chantier-gratuits-aux-particuliers,200,False,current_or_historical_source_collected_2026_05_31,"Secondary article names bois, fenêtres, carrelage, isolants, radiateurs."
enviromate,https://www.enviromate.co.uk/,200,True,history_previous_pass_or_brief_url,
enviromate,https://www.enviromate.co.uk/marketplace,200,True,history_previous_pass_or_brief_url,Marketplace current source for construction materials.
enviromate,https://www.enviromate.co.uk/how-it-works,200,True,history_previous_pass_or_brief_url,How-it-works source for buy/sell/donate logic.
gebruiktebouwmaterialen,https://gebruiktebouwmaterialen.com/,200,True,history_previous_pass_or_brief_url,"Current page lists used doors, frames, wood, steel, fire prevention and electrical categories."
gebruiktebouwmaterialen,https://gebruiktebouwmaterialen.com/over-ons,200,True,history_previous_pass_or_brief_url,
gebruiktebouwmaterialen,https://gebruiktebouwmaterialen.com/assortiment.html,200,True,history_previous_pass_or_brief_url,Assortment/history source for categories.
gebruiktebouwmaterialen,https://madaster.com/inspiration/madaster-and-gebruiktebouwmaterialen-com-collaborate-on-the-reuse-of-building-materials/,200,False,history_previous_pass_or_brief_url,Madaster collaboration source for material passport/material-data link.
genbyg,https://genbyg.dk/,200,True,history_previous_pass_or_brief_url,Current webshop/operator source.
genbyg,https://pub.norden.org/temanord2021-508/,200,False,history_previous_pass_or_brief_url,Nordic secondary context on Genbyg/reuse model.
genbyg,https://www.salvoweb.com/directory/24044-genbyg-as,200,False,history_previous_pass_or_brief_url,Salvo directory cross-check.
globechain,https://globechain.com/,200,True,history_previous_pass_or_brief_url,Current marketplace/ESG source.
globechain,https://marketplace.globechain.com/business/construction,200,True,history_previous_pass_or_brief_url,Construction vertical source.
globechain,https://ukgbc.org/resources/esg-reuse-marketplace/,200,False,history_previous_pass_or_brief_url,UKGBC case/source for reuse marketplace.
globechain,https://www.clustercollaboration.eu/content/online-reuse-platform-globechain,200,False,history_previous_pass_or_brief_url,
insert_marketplace,https://www.cinderela.eu/Cinderela-One-Stop-Shop/Database/Insert-Marketplace,200,False,history_previous_pass_or_brief_url,CINDERELA page: platform for used building materials and green objects; broad construction/civil/green sectors.
insert_marketplace,https://www.interregeurope.eu/good-practices/insert-platform-for-sharing-re-useable-building-materials,200,False,history_previous_pass_or_brief_url,Interreg good-practice source: repurposing resources/materials from demolition projects.
loopfront,https://www.loopfront.com/,200,True,history_previous_pass_or_brief_url,
loopfront,https://www.loopfront.com/product,200,True,history_previous_pass_or_brief_url,Product/source for reuse platform; material tracking and reporting.
loopfront,https://businessnorway.com/solutions/loopfront-digital-platform-makes-reuse-simple,200,False,history_previous_pass_or_brief_url,Business Norway source for platform/CO2 reporting context.
loopfront,https://ukgbc.org/resources/digital-reuse-platform/,200,False,history_previous_pass_or_brief_url,UKGBC resource on digital reuse platform.
material_index,https://material-index.co.uk/,200,True,history_previous_pass_or_brief_url,Current business source.
material_index,https://material-index.exchange/edits,200,True,history_previous_pass_or_brief_url,
material_index,https://www.material-index.co.uk/materials/material-specification,200,True,history_previous_pass_or_brief_url,Material specification/source for audit/specification data requirements.
material_index,https://asbp.org.uk/member/material-index,200,False,history_previous_pass_or_brief_url,ASBP member page for Material Index role.
material_index,https://material-index.exchange/terms-and-conditions,200,True,history_previous_pass_or_brief_url,Terms source for refund/return/checking context.
material_reuse_portal,https://materialreuseportal.com/,200,True,history_previous_pass_or_brief_url,Aggregator page: brings data on available materials from multiple sources.
material_reuse_portal,https://materialreuseportal.com/About,200,True,history_previous_pass_or_brief_url,About page.
material_reuse_portal,https://relondon.gov.uk/built-environment,200,False,history_previous_pass_or_brief_url,
material_reuse_portal,https://ukgbc.org/resources/aggregated-material-reuse-marketplace/,200,False,history_previous_pass_or_brief_url,UKGBC source: aggregates data from multiple marketplaces for reusable construction materials.
materialenbank_leuven_atelier_circuler,https://ateliercirculer.be/materialenbank/,200,True,history_previous_pass_or_brief_url,Operator material-bank page.
materialenbank_leuven_atelier_circuler,https://ateliercirculer.be/,200,True,history_previous_pass_or_brief_url,
materialenbank_leuven_atelier_circuler,https://ateliercirculer.be/materialenbank/catalogus,200,True,history_previous_pass_or_brief_url,Catalogue source.
materialenbank_leuven_atelier_circuler,https://www.vvsg.be/kennis/praktijken/praktijkendatabank/materialenbank-leuven,200,False,history_previous_pass_or_brief_url,
materialenbank_leuven_atelier_circuler,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,200,False,history_previous_pass_or_brief_url,Historical/current city press source for volume and circular-economy context.
materialenbank_leuven_atelier_circuler,https://ecobouwers.be/bouwpartner/aterlier-circuler-materialenbank-leuven,200,False,current_or_historical_source_collected_2026_05_31,Secondary profile: recovered/ecological building materials; furniture/pergola/kitchen from reclaimed materials.
materialrest24,https://www.handwerk-magazin.de/materialrest24de-restbestaende-clever-verwerten-183318/,200,False,history_previous_pass_or_brief_url,Trade article: platform for cross-trade material leftovers/rest stocks.
materialrest24,https://nachhaltiges-handwerk.de/gute-beispiele/materialrest24,200,False,history_previous_pass_or_brief_url,Good-practice source for Materialrest24.
materialrest24,https://www.instagram.com/materialrest24.de/,200,False,history_previous_pass_or_brief_url,
materialrest24,https://www.vhv.de/firmen/magazin/2021/01_2021/materialrest24,200,False,current_or_historical_source_collected_2026_05_31,VHV source: database/meeting point for buyers and sellers of new/near-new building materials.
new_horizon,https://www.superuse-studios.com/publication/oogstkaart-nl-adopted-by-new-horizon/,200,False,history_previous_pass_or_brief_url,Historical/current source for Oogstkaart adoption by New Horizon; platform maps secondary material sources.
new_horizon,https://www.superuse-studios.com/publication/harvest-collect-re-use/,200,False,history_previous_pass_or_brief_url,Superuse source for harvest/collect/re-use approach.
new_horizon,https://knowledge-hub.circle-economy.com/article/4067,200,False,history_previous_pass_or_brief_url,
new_horizon,https://www.jajo.com/en/companies/new-horizon/,200,False,history_previous_pass_or_brief_url,
new_horizon,https://circle-economy.com/knowledge-hub/article/30046,200,False,current_or_historical_source_collected_2026_05_31,Circle Economy source linking Harvest Map to material harvesting/circular construction.
r_place,https://r-place.fr/,200,True,history_previous_pass_or_brief_url,Current page: online catalogue for reuse of building materials and equipment; surplus and second-hand.
r_place,https://www.cycl-op.org/initiative/h/r-place-plateforme-b2b-du-reemploi-des-materiaux-de-construction.html,200,False,history_previous_pass_or_brief_url,Cycl-op source for B2B construction-material reuse marketplace.
r_place,https://www.envirobat-oc.fr/R-Place,200,False,history_previous_pass_or_brief_url,
raedificare,https://raedificare.com/marketplace/,200,True,history_previous_pass_or_brief_url,"Marketplace page for donation/sale of reused BTP materials; materials from jobsites, demolition, surplus."
raedificare,https://raedificare.com/,200,True,history_previous_pass_or_brief_url,
raedificare,https://www.climate-chance.org/bonne-pratique/plateforme-raedificare/,200,False,history_previous_pass_or_brief_url,"Climate Chance source: marketplace with 2,000+ referenced materials and diagnostic/reuse ecosystem context."
raedificare,https://raedificare.com/marqueblanche/,200,True,current_or_historical_source_collected_2026_05_31,White-label page: materials classified by lot/category/sub-category per BTP nomenclature.
re_store_harvestmap_vienna,https://www.restore.or.at/,200,True,history_previous_pass_or_brief_url,Current re:store page.
re_store_harvestmap_vienna,https://www.restore.or.at/impressum/,200,True,history_previous_pass_or_brief_url,
re_store_harvestmap_vienna,https://www.materialnomaden.at/about/,200,False,history_previous_pass_or_brief_url,
re_store_harvestmap_vienna,https://www.materialnomaden.at/,200,True,current_or_historical_source_collected_2026_05_31,Materialnomaden page: evaluates buildings and material flows; extends material life cycles.
re_store_harvestmap_vienna,https://www.vis-a-wien.at/materialnomaden/,200,False,current_or_historical_source_collected_2026_05_31,Historical/source: Materialnomaden formed from Bauteiler and HarvestMAP cooperative; expertise in reuse components.
reempro,https://www.reempro.com/marketplace/,200,True,history_previous_pass_or_brief_url,
reempro,https://www.reempro.com/marketplace-reempro/,200,True,history_previous_pass_or_brief_url,"Current marketplace page: construction materials, furniture, equipment from selective-deconstruction jobsites; controlled/triaged/traceable."
reempro,https://www.reempro.com/on-parle-de-nous-sur-france-3/,200,True,history_previous_pass_or_brief_url,
reempro,https://marketplace.skop.app/market-place-reempro,200,False,current_or_historical_source_collected_2026_05_31,Skop marketplace page lists categories such as lighting and confirms professional second-life materials.
reempro,https://www.naturamater.eu/reempro,200,False,current_or_historical_source_collected_2026_05_31,"Secondary profile: diagnostic, selective deconstruction, collection or supply of reused materials/end-of-jobsite stock."
resource_marktplaats,https://play.google.com/store/apps/details?id=com.pss.resource,200,False,history_previous_pass_or_brief_url,"Current app-store page: online depot, marketplace, inventory controls and CO2 monitoring for circular construction materials."
resource_marktplaats,https://apps.apple.com/nl/app/resource-marktplaats/id6743317802,200,False,history_previous_pass_or_brief_url,App Store source for resource marketplace.
reuse_and_trade,https://www.reuseandtrade.de/,200,True,history_previous_pass_or_brief_url,Current page used for mostly furniture/fit-out and some technical categories; stronger material evidence not found.
reuse_and_trade,https://www.reuseandtrade.de/artikeluebersicht/Schnaeppchen-fuer-Privatkunden.aspx,200,True,history_previous_pass_or_brief_url,Article/listing overview source.
reuse_and_trade,https://www.facebook.com/ReUseandTrade/,200,False,history_previous_pass_or_brief_url,
rotordc,https://rotordc.com/,200,True,history_previous_pass_or_brief_url,"Current homepage explicitly lists furniture, lighting, doors, hardware, tiles, sanitary, technical equipment."
rotordc,https://rotordc.com/service/depositsale,200,True,history_previous_pass_or_brief_url,
rotordc,https://rotordc.com/shop,200,True,history_previous_pass_or_brief_url,
rotordc,https://rotordc.com/about-us,200,True,history_previous_pass_or_brief_url,
rotordc,https://rotordc.com/blog/salvaging-by-rotordc-3,200,True,current_or_historical_source_collected_2026_05_31,"About/salvaging page: dismantles, processes and trades salvaged components with focus on hardware, doors, flooring, furniture, lighting fixtures."
rotordc,https://rotordc.com/shop/category/per-building-43/page/2,200,True,current_or_historical_source_collected_2026_05_31,"Shop pages surface terracotta/terrazzo tiles, bronze/brass/chrome hardware and other materials."
rotordc,https://rotordc.com/shop/category/door-triple-228,200,True,current_or_historical_source_collected_2026_05_31,Category source for doors and wider shop taxonomy.
salvoweb,https://www.salvoweb.com/,200,True,history_previous_pass_or_brief_url,Current marketplace/directory for architectural salvage and reclaimed building materials; homepage highlights reclaimed bricks.
salvoweb,https://www.salvoweb.com/antique-reclaimed,200,True,history_previous_pass_or_brief_url,Antique & reclaimed categories/search source.
salvoweb,https://www.thehousedirectory.com/salvo-truly-reclaimed-sustainability/,200,False,history_previous_pass_or_brief_url,
salvoweb,https://www.salvoweb.com/antique-reclaimed/category/timber/location/all,200,True,current_or_historical_source_collected_2026_05_31,Timber-specific reclaimed category.
salvoweb,https://www.salvoweb.com/antique-reclaimed/category/all/location/germany/region/all,200,True,current_or_historical_source_collected_2026_05_31,International directory categories/regions source.
salza,https://salza.ch/,200,True,history_previous_pass_or_brief_url,
salza,https://salza.ch/bauteil-plattform,200,True,history_previous_pass_or_brief_url,Bauteil-platform source; categories need product-page extraction.
salza,https://salza.ch/how-it-works,200,True,history_previous_pass_or_brief_url,How-it-works source.
salza,https://www.ecobau.ch/de/instrumente/ecobkp,200,False,current_or_historical_source_collected_2026_05_31,"ecoBKP source lists reuse-suitable components including timber beams, steel beams, stairs, railings, kitchens, sanitary equipment, windows, doors, solid parquet."
skop_marketplace,https://marketplace.skop.app/,200,True,history_previous_pass_or_brief_url,"Marketplace page: materials, reconditioned products and surplus; example products include lavabo, suspended ceiling, parquet underlay, wood offcuts."
skop_marketplace,https://www.skop.app/marketplace-materiaux-reemploi,200,True,history_previous_pass_or_brief_url,Skop marketplace page for professional material-reuse sellers.
skop_marketplace,https://www.francenum.gouv.fr/activateurs/skop,200,False,history_previous_pass_or_brief_url,
skop_marketplace,https://marketplace.skop.app/categories,200,True,current_or_historical_source_collected_2026_05_31,"Categories page names sanitary equipment, electrical distribution, lighting, floor coverings, furniture, interior joinery."
skop_marketplace,https://marketplace.skop.app/categories/materiaux,200,True,current_or_historical_source_collected_2026_05_31,"Materials category page lists sanitary, lighting, interior joinery/doors, metalwork/hardware, etc."
software_restado,https://restado.de/,200,True,history_previous_pass_or_brief_url,"Current page lists categories Dach, Fassade, Fenster, Fliesen & Steine, Haustechnik & Sanitär, Innenausbau, Rohbau, Türen & Zargen, Werkzeuge & Maschinen."
software_restado,https://restado.de/ueber-restado/,200,True,history_previous_pass_or_brief_url,
software_restado,https://restado.de/materialreste/,200,True,history_previous_pass_or_brief_url,Material leftovers page: thousands of building materials.
software_restado,https://restado.de/hilfe/impressum/,200,True,history_previous_pass_or_brief_url,
software_restado,https://restado.de/haendler-auf-restado-werden/,200,True,history_previous_pass_or_brief_url,
software_restado,https://restado.de/baustoff-verkaufen/,200,True,current_or_historical_source_collected_2026_05_31,Sell page: new/used building materials and leftovers.
software_restado,https://www.wiebauin.de/marktpl%C3%A4tze/,200,False,current_or_historical_source_collected_2026_05_31,Secondary overview describes restado as building materials from deconstruction and over-ordering.
surplus_building_and_plumbing_materials,https://surplusbuildingsupplies.co.uk/,200,True,history_previous_pass_or_brief_url,"Current homepage lists bricks, plasterboard, guttering, brassware, paving, decking."
surplus_building_and_plumbing_materials,https://surplusbuildingsupplies.co.uk/how-it-works/,200,True,history_previous_pass_or_brief_url,
surplus_building_and_plumbing_materials,https://surplusbuildingsupplies.co.uk/building-materials.html,200,True,history_previous_pass_or_brief_url,"Building materials page names concrete, roofing tiles, adhesives, blocks, bricks, builders metalwork, building chemicals, cement/aggregates, reinforcement, damp course/membrane."
sustainability_yard,https://sustainabilityyard.com/,200,True,history_previous_pass_or_brief_url,
sustainability_yard,https://sustainabilityyard.com/docs/sell-on-sustainability-yard,200,True,history_previous_pass_or_brief_url,"Current doc: marketplace for reclaimed, surplus and sustainable building materials."
sustainability_yard,https://sustainabilityyard.com/docs/sell-on-sustainability-yard-business,200,True,history_previous_pass_or_brief_url,"Business seller page: surplus, reclaimed and sustainable building materials at commercial scale."
sustainability_yard,https://materialreuseportal.com/Marketplace-Providers,200,False,history_previous_pass_or_brief_url,Material Reuse Portal provider source.
useagain_bauteilclick,https://www.useagain.ch/de/,200,True,history_previous_pass_or_brief_url,Current useagain source: mediation platform for building materials and know-how.
useagain_bauteilclick,https://www.useagain.ch/de/kaufen,200,True,history_previous_pass_or_brief_url,
useagain_bauteilclick,https://library-of-reuse.ch/pioneers/useagain,200,False,history_previous_pass_or_brief_url,Library of Reuse pioneer source.
useagain_bauteilclick,https://www.bauwende.tools/en/werkzeuge/use-again,200,False,history_previous_pass_or_brief_url,Tool directory source.
useagain_bauteilclick,https://www.ecobau.ch/de/instrumente/ecobkp,200,False,current_or_historical_source_collected_2026_05_31,"ecoBKP source for component types suitable for reuse: beams, stairs, railings, kitchens, sanitary, windows, doors, parquet."
warp_it,https://www.warp-it.co.uk/,200,True,history_previous_pass_or_brief_url,"Current category list includes building equipment/tools/materials, fixtures/fittings, office interiors, electrical, furniture and storage."
warp_it,https://www.warp-it.co.uk/report-guide,200,True,history_previous_pass_or_brief_url,Report guide source for weight/avoided waste metrics.
warp_it,https://www.gla.ac.uk/myglasgow/sustainability/wasterecyclingreuse/warpit-furniturerecycling/,200,False,history_previous_pass_or_brief_url,University of Glasgow source for Warpit furniture/resource redistribution.
warp_it,https://www.warp-it.co.uk/benefits,200,True,history_previous_pass_or_brief_url,
warp_it,https://blog.warp-it.co.uk/all,200,False,current_or_historical_source_collected_2026_05_31,Warp It blog source: free furniture/equipment/assets for charities/schools.
