"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"reuse_einsatz/Holbein_Gardens_London__007__TGA","","","","","","","WELL/NABERS-Anforderungen","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__Stahlst_tzen_aus_unteren_Geschossen_318_Oxford_S","","","","","","","properties/strength checked","no_token_match"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Au_enkozijnen_Fensterrahmen","","","","","","","Zustand „prima“; Glas beibehalten","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","","","","","","","Elektroprüfung unbekannt","no_token_match"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","","","","","","","Elektroprüfung","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__001__Stahlstruktur_der_Traghalle_Hagenholz","","","","","","","Eignung durch Spezialisten geprüft","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__002__Betonplatten_aus_Kerenzerbergtunnel","","","","","","","Eignung durch Spezialisten geprüft","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__003__Beton_Pilzst_tzen_mit_Deckenelementen","","","","","","","in Stadt-Studie als Fallbeispiel dokumentiert","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","","","","","","","Eignung geprüft","no_token_match"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","","","","","","","Site investigations/lab tests; SINTEF laut Thesis","no_token_match"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","","","","","","","Standsicherheit unbekannt","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","","","","","","","Qualitätssicherung + standortspezifische Zulassung","no_token_match"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","","","","","","","Laborversuche","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__011__Bestand_Block_6000","","","","","","","Machbarkeitsstudie","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","","","","","","","Werksprüfungen, Anforderungen erfüllt","no_token_match"
"reuse_einsatz/Musee_de_Folklore_Mouscron__001__Fassadenziegel","","","","","","","Tests/Stabilitätsberechnungen nur indirekt erwähnt","no_token_match"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","","","","","","","Materialpass","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Peoples_Pavilion_Eindhoven__001__Betonpf_hle_concrete_elements","","","","","","","Arup-Berechnung belegt, Detailprüfung unbekannt","no_token_match"
"reuse_einsatz/Plattenpalast_Berlin__001__Wand_Deckenelemente_Gro_fl_chenplatten","","","","","","","Funktionsfähigkeit und Materialqualität","no_token_match"
"reuse_einsatz/Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","","","","","","","Verbindungsvergleich im Vorfeld","no_token_match"
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__001__Betonbl_cke_Bogensegmente","","","","","","","FE-Modell, Lastversuch, NDT","no_token_match"
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","","","","","","","Lastversuch der Gesamtstruktur","no_token_match"
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__003__Widerlager_Auflager","","","","","","","im Gesamtlasttest enthalten","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Recyclinghaus_Hannover__014__Fundament_Bodenplatte","","","","","","","zugelassen laut Bauhandwerk","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Recypark_Demets_Anderlecht__002__Neue_Brettschichtholzb_gen","","","","","","","normaler Nachweis","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Recypark_Demets_Anderlecht__004__PV_Anlage","","","","","","","Lastansatz","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","","","","","","","unbekannt / Kontrollbüro indirekt","no_token_match"
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__016__Stroh_Lehmputz","","","","","","","NOBATEK/INEF4 constat für Holz-Stroh-Verfahren","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","","","","","","","RISA-3D","no_token_match"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__003__Purlins","","","","","","","RISA-3D","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__004__Aussteifung","","","","","","","RISA-3D","no_token_match"
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__001__Wohnungsteile_Betonunits","","","","","","","Bauadviesbureau/Volantis, Details unbekannt","no_token_match"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__006__Beton","","","","","","","Betonprüfung unbekannt","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__012__Innenw_nde_Decken","","","","","","","Produktzertifizierung","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/TRAE_High_Rise_Aarhus__001__Prim_rstruktur","","","","","","","Brandschutz/Statik","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/TRAE_High_Rise_Aarhus__002__Aluminium_Fassadenplatten","","","","","","","DBI-/Fassadenmodelltests erwähnt","no_token_match"
"reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","","","","","","","Performance bestätigt bei DOVISTA","no_token_match"
"reuse_einsatz/TRAE_High_Rise_Aarhus__007__Troldtekt_Akustikplatten","","","","","","","Qualitätschecks erwähnt","no_token_match"
"reuse_einsatz/Timber_Square_London__001__Wiederverwendete_Stahltr_ger","","","","","","","spezifische reused-steel Prüfung unbekannt","no_token_match"
"reuse_einsatz/Timber_Square_London__004__CLT_floor_panels","","","","","","","fire/acoustic/vibration tests","not_reusable_enough_for_has_pruefung_nachweis"
"reuse_einsatz/Villa_Welpeloo_Enschede__001__Stahltr_ger_Stahlrahmen","","","","","","","Tragwerksberechnung mit schlechtester Stahlqualität aus Maschinenjahr","no_token_match"
