"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"reuse_einsatz/Charles_Malis_Molenbeek__005__Schalter_Counter","","","","","","","Reuse nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__010__D_mmung_Boden_Wand","","","","","","","nicht Direct Reuse, aber Abfallvermeidung","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__011__D_mmung_Decke","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__012__Betonbl_cke","","","","","","","nicht gebrauchte Reuse-Bauteile","no_token_match"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__013__Holzrahmen_Dachtragwerk","","","","","","","Surplus statt Direct Reuse","no_token_match"
"reuse_einsatz/Christ_Pavilion_Volkenroda__001__gesamtes_Pavillonensemble","","","","","","","Transport/Montage","no_token_match"
"reuse_einsatz/Christ_Pavilion_Volkenroda__002__Dachtragwerk_Christusraum","","","","","","","Fügung/Transport","no_token_match"
"reuse_einsatz/Christ_Pavilion_Volkenroda__003__neun_kreuzf_rmige_St_tzen","","","","","","","Anschlüsse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Christ_Pavilion_Volkenroda__005__Kreuzgang","","","","","","","Fenstervitrinen später beschädigt","no_token_match"
"reuse_einsatz/Christ_Pavilion_Volkenroda__008__Krypta_Kolonnade_Wasserbecken","","","","","","","nicht Teil der Reuse-Bewertung","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__Hohlk_rperdecken_kanaalplaatvloeren","","","","","","","Trennen/Kürzen ohne Schäden","no_token_match"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__Prefab_Fassadenelemente","","","","","","","Integrität beim Schneiden","no_token_match"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Fenster_TGA_Sanit_r","","","","","","","nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Circular_Pavilion_Paris__001__Holzt_ren","","","","","","","Tür als Außenhaut","no_token_match"
"reuse_einsatz/Circular_Pavilion_Paris__003__Holzstruktur","","","","","","","Restholz als Struktur","no_token_match"
"reuse_einsatz/Circular_Pavilion_Paris__005__Terrassen_Caillebotis","","","","","","","Außenbeanspruchung","no_token_match"
"reuse_einsatz/Circular_Pavilion_Paris__008__Abdichtung","","","","","","","Reuse nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__008__Betonhallen_Tragstruktur","","","","","","","Bestandserhalt; nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Europa_Building_Brussels__002__Glas_Stahlw_rfel","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Europa_Building_Brussels__003__Residence_Palace_Bestand","","","","","","","zählt als Bestandserhalt, nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Europa_Building_Brussels__004__LED_Lichttubes","","","","","","","nicht Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Europa_Building_Brussels__005__Photovoltaik","","","","","","","nicht Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Ferme_du_Rail_Paris__001__Holzfensterrahmen_Ch_ssis_bois","","","","","","","Mehrfachfunktion / Abdichtung","no_token_match"
"reuse_einsatz/Ferme_du_Rail_Paris__003__Granitbordsteine","","","","","","","Logistik / Gewicht","no_token_match"
"reuse_einsatz/Ferme_du_Rail_Paris__006__Fliesen_Fayence","","","","","","","Bodenanwendung zu komplex wegen Abdichtung","no_token_match"
"reuse_einsatz/Ferme_du_Rail_Paris__011__Holz_Strohbau","","","","","","","kein Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Grande_Halle_de_Colombelles__011__Bestand_Betonstruktur","","","","","","","zählt als Sanierung, nicht Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__002__Dachbleche","","","","","","","Dichtheit, Befestigung","no_token_match"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__006__Gitterroste","","","","","","","Passform","no_token_match"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__002__Luftschutzraum_Deckenbereich","","","","","","","Kompatibilität mit Schutzraum","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__003__Fassaden","","","","","","","nicht Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__004__neues_Tragwerk_Besucherzentrum","","","","","","","nicht Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Gesamtbauteile","","","","","","","Logistik","no_token_match"
"reuse_einsatz/Holbein_Gardens_London__003__bestehender_Betonrahmen","","","","","","","**zählt nicht als Direct Reuse**","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Holbein_Gardens_London__004__bestehende_Fassade","","","","","","","Bestandserhalt, nicht Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Holbein_Gardens_London__005__CLT_Decken","","","","","","","nicht wiederverwendet","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Holbein_Gardens_London__006__Cemfree_concrete","","","","","","","nicht wiederverwendet","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Holbein_Gardens_London__007__TGA","","","","","","","Energie-/Komfortanforderungen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Holbein_Gardens_London__008__Gel_nder_Treppen_Fenster_T_ren","","","","","","","keine Reuse-Angaben","not_reusable_enough_for_has_huerde"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","","","","","","","pre-1940s steel, rivets, concrete encasement","no_token_match"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__002__Red_MDF_boards","","","","","","","Funktion nicht vollständig klar","no_token_match"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","","","","","","","Offcuts statt Bauteilreuse","no_token_match"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__005__Filzpaneele","","","","","","","nicht direct reuse, eher Recycling","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__006__Holzgalerie","","","","","","","Wiederverwendung nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__007__T_ren_Fenster_Sanit_r","","","","","","","Reuse-Bauteile im Gesamtprojekt, Fit-out-Zuordnung unscharf","no_token_match"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__001__Fassadenbekleidung_Holzfassade","","","","","","","Herkunft und Leistung nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__002__Haupttragwerk_Bestand","","","","","","","Bestandserhalt nicht zählen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__003__Fenster","","","","","","","keine Belege","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__004__T_ren","","","","","","","keine Belege","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__005__TGA","","","","","","","keine Reuse-Belege","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__Holztr_ger_houten_balken","","","","","","","Löcher/alte Verbindungsmittel","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Au_enkozijnen_Fensterrahmen","","","","","","","Entwurf an verfügbare Maße angepasst","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__HSB_binnenbladen","","","","","","","Passung/Qualität","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__horizontale_Stahlroste_Sonnenschutz","","","","","","","Lack/Korrosion unbekannt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__007__Innent_ren","","","","","","","Gesundheitsbau-Anforderungen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__008__Hang_und_Schlie_werk","","","","","","","Kompatibilität","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Holzfu_b_den_vloerdelen","","","","","","","Healthcare-Nutzung","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Stra_enklinker","","","","","","","Reinigung/Sortierung","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","","","","","","","alte Technik vs. Energieziel","no_token_match"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","","","","","","","Energieziel vs. Reuse","no_token_match"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__014__Sanit_r_TGA_feste_Einbauten","","","","","","","nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","","","","","","","Korrosion, Dichtheit","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__006__Betriebsgeb_ude","","","","","","","beheizte Hülle aus Reuse-Bauteilen anspruchsvoll","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__007__Photovoltaik_Gr_ndach","","","","","","","nicht als Direct Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__008__vertikaler_Pflanzenfilter_B_ume","","","","","","","zählt nicht als Bauteilreuse","no_token_match"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","","","","","","","nicht öffentlich belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe","","","","","","","Podeste bestimmen Geschosshöhen","no_token_match"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","","","","","","","Klebstoffe","no_token_match"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","","","","","","","nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","","","","","","","Demontage, Tests, Transport, Kosten","no_token_match"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__003__Bestehendes_Tragwerk","","","","","","","zählt nicht als Direct Reuse nach Grundregel","not_reusable_enough_for_has_huerde"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__004__Au_enw_nde_Bestand","","","","","","","Bestandserhalt nicht zählen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes","","","","","","","Passgenauigkeit","no_token_match"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__011__Innere_Oberfl_chen_Mosaikfliesen_Terrazzo","","","","","","","zählt als Bestandserhalt, nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__012__Dachbegr_nung_blau_gr_ne_L_sungen","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__005__Fliesen_unter_Traufe_Regenf_nger_Rand","","","","","","","Materialvielfalt","no_token_match"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__006__Au_enwand_Receiving_wall_Elemente","","","","","","","konstruktive Integration","no_token_match"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__009__Tragstruktur","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Vordach_Pergola","","","","","","","Funktionswechsel","no_token_match"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__003__Holzst_tzen","","","","","","","Holzschutz","no_token_match"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__004__Stahlkonstruktion_Beschattung","","","","","","","neue Lastannahmen","no_token_match"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__011__Pflanztr_ge","","","","","","","Transport/Gewicht","no_token_match"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__001__Bestandsgeb_ude_Hauptstruktur","","","","","","","zählt nicht als Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__002__gemeinsame_berdachung_Atriumh_lle","","","","","","","Reuse-Anteil nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__003__wiederverwendete_Innenausbau_Elemente","","","","","","","Möbel nicht zählen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__002__Holzstruktur","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__003__Dachziegel_Dach","","","","","","","nicht als Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__004__Glasgang","","","","","","","nicht als Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__005__T_ren_Fenster","","","","","","","nicht als Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","","","","","","","Integration in Montagefolge/Logistik","no_token_match"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__006__Stra_enpflasterplatten","","","","","","","Logistik","no_token_match"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__010__RC_Zuschl_ge","","","","","","","Recycling, nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__011__Bestand_Block_6000","","","","","","","zählt als Bestandserhalt, nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_DnA_Asse__003__innere_Box","","","","","","","Energieanforderungen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_DnA_Asse__009__D_mmung","","","","","","","unbekannte Werte","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_Vignette_Auderghem__007__Tragstruktur","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_Vignette_Auderghem__008__Strohballen","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_Vignette_Auderghem__009__Hanf_Kalk_Bl_cke","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_des_Canaux_Paris__005__Fenster","","","","","","","keine Belege","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_des_Canaux_Paris__006__feste_Einbauten","","","","","","","Möbel/Dekoration nicht zählen","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Maison_des_Canaux_Paris__007__Tragwerk_Bestand","","","","","","","zählt nicht als Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Mehrow_Pilot_House__002__Deckenplatten","","","","","","","Transportgewicht, Montage","no_token_match"
"reuse_einsatz/Mehrow_Pilot_House__009__D_mmung","","","","","","","Altbeton braucht Dämmkonzept","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__002__W_rmed_mmung_an_slabs","","","","","","","Kompatibilität","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__004__TGA_Durchdringungen","","","","","","","Öffnungen in Bestandsplatten","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__005__Fassaden_Fenster_T_ren_Sanit_r","","","","","","","nicht belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__002__Holzst_tzen","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__003__Dach_mit_vorbereitetem_Ausbau_Gem_segarten","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__004__Sonnenschutz_awnings","","","","","","","nicht Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__005__Fassade_Fenster","","","","","","","keine Reuse-Angabe","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__006__Innenw_nde_Lernpl_tze","","","","","","","keine Reuse-Angabe","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__007__TGA","","","","","","","keine Reuse-Angabe","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Montessori_Maassluis__008__Sanit_r","","","","","","","keine Reuse-Angabe","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__003__Granitboden","","","","","","","Logistik","no_token_match"
"reuse_einsatz/Musee_de_Folklore_Mouscron__002__Neue_Ziegel","","","","","","","nötig zur Begrenzung von Tests/Stabilitätsaufwand","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Musee_de_Folklore_Mouscron__003__Cartels_Nummern","","","","","","","nicht Direct Reuse","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Musee_de_Folklore_Mouscron__004__Park_Au_enraum","","","","","","","nicht Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Musee_de_Folklore_Mouscron__005__Szenografie","","","","","","","nicht als Reuse belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__004__vorhandene_Elemente_aus_altem_neuem_Studio","","","","","","","nicht nach Bauteilkategorien aufgeschlüsselt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__006__technische_Komponenten","","","","","","","nicht öffentlich belegt","not_reusable_enough_for_has_huerde"
"reuse_einsatz/Peoples_Pavilion_Eindhoven__003__Fassadenelemente","","","","","","","keine irreversible Befestigung","no_token_match"
"reuse_einsatz/Plattenpalast_Berlin__002__Fenster_inkl_Rahmen","","","","","","","Alter, Leistung, Dichtheit","no_token_match"
"reuse_einsatz/Plattenpalast_Berlin__004__Plattenauflager","","","","","","","Toleranzen","not_reusable_enough_for_has_huerde"
