"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__005__Steinwolled_mmung","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","Restposten / Baustellenabfälle","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Ferme_du_Rail_Paris__003__Granitbordsteine","has_ressourcenquelle","ressourcenquelle/Baustelle","Pariser öffentliche Raum-/Straßenbau-Baustellen","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Grande_Halle_de_Colombelles__001__Mineralwolle_D_mmung","has_ressourcenquelle","ressourcenquelle/Baustelle","Rückbau-/Sanierungsbaustellen Region Caen","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Grande_Halle_de_Colombelles__002__Radiatoren","has_ressourcenquelle","ressourcenquelle/Baustelle","regionale Rückbau-/Sanierungsbaustellen","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Grande_Halle_de_Colombelles__006__T_ren_massiv_Brandschutzt_ren","has_ressourcenquelle","ressourcenquelle/Baustelle","Wohnungs-/Sanierungsbaustellen Region Caen","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__007__Fenster","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","externe Gebäude / Überschussprodukt","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__Repurposed_steel_von_Cleveland","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","Cleveland Steel & Tubes / oil-gas surplus stock","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__002__Red_MDF_boards","has_ressourcenquelle","ressourcenquelle/Baustelle","andere Baustelle","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__003__Ziegel_im_Empfang","has_ressourcenquelle","ressourcenquelle/Baustelle","andere Baustelle","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__002__Betonplatten_aus_Kerenzerbergtunnel","has_ressourcenquelle","ressourcenquelle/Donor_Infrastruktur","Sicherheitsstollen Kerenzerbergtunnel","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","Rückbau / Restposten","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__002__Stahltr_ger_st_tzen_reused","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","teils Bestand, teils donor/surplus; genaue Quellen unbekannt","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","has_ressourcenquelle","ressourcenquelle/Donorgebaeude","Bestand und/oder donor buildings","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Maison_Vignette_Auderghem__001__Fassaden_Claustra_Ziegel","has_ressourcenquelle","ressourcenquelle/Haendler","Franck Bricks / lokaler Reuse-Händler","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Maison_Vignette_Auderghem__003__Wandfliesen","has_ressourcenquelle","ressourcenquelle/Bauteilboerse","Rotor DC","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Maison_Vignette_Auderghem__004__Bodenfliesen","has_ressourcenquelle","ressourcenquelle/Bauteilboerse","Rotor DC","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Maison_Vignette_Auderghem__006__Sanit_robjekte","has_ressourcenquelle","ressourcenquelle/Bauteilboerse","Rotor DC","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__004__ausgehobene_Erde","has_ressourcenquelle","ressourcenquelle/Baustelle","in situ / Baustelle","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__005__Solivage_Reste","has_ressourcenquelle","ressourcenquelle/Baustelle","in situ / Baustelle","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__006__mobile_Trennwand","has_ressourcenquelle","ressourcenquelle/Baustelle","ENGIE-Baustelle Saint-Denis via Métabolisme Urbain","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__007__Glast_ren","has_ressourcenquelle","ressourcenquelle/Baustelle","ENGIE-Baustelle Saint-Denis via Métabolisme Urbain","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__008__Leuchten","has_ressourcenquelle","ressourcenquelle/Baustelle","ENGIE-Baustelle Saint-Denis via Métabolisme Urbain","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__014__Akustik_Baffles","has_ressourcenquelle","ressourcenquelle/Baustelle","ENGIE-Baustelle via Métabolisme Urbain","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__005__Boden_aus_alten_Fensterrahmen","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","alte Fensterrahmen / Produktionsreste","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Thoravej_29_Copenhagen__002__Fassaden_Ziegel_berschuss","has_ressourcenquelle","ressourcenquelle/Produktionsueberschuss","entfernte/überschüssige Fassade des Bestands","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
"reuse_einsatz/Timber_Square_London__001__Wiederverwendete_Stahltr_ger","has_ressourcenquelle","ressourcenquelle/Donorgebaeude","Stockholder / Cleveland Steel & Tubes laut TDUK; donor buildings unbekannt","rule_high","label_50s_has_ressourcenquelle_frontmatter",""
