"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Fassadenfenster","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","japanisches Baurecht unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Hotel-/Baurecht unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Aufbereitung, Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","EN 1168 als technischer Bezug; lokale Baugenehmigung unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Qualitätssicherung + standortspezifische Zulassung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__003__Stahlfassadenpaneele","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung als Geländer","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Gewährleistung / Hygiene","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Mehrow_Pilot_House__001__Wandplatten","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Anschlüsse, bauaufsichtlicher Nachweis","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","building authorities; genaue Normen unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__005__Aluminiumprofile","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung / Anschlussdetails","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Plattenpalast_Berlin__001__Wand_Deckenelemente_Gro_fl_chenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Gewicht, Toleranzen, Zulassung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","building code erwähnt, keine Normnummer","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","UK Building Regulations / projektspezifisch, genaue Norm unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Demontage, Lagerung, Prüfung, Re-Zertifizierung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/The_Green_House_Utrecht__001__Rauchglas_Fassadenpaneele","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","niederländisches Baurecht unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Timber_Square_London__001__Wiederverwendete_Stahltr_ger","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Matching, Verfügbarkeit, Zulassung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Upcycle_Studios_Copenhagen__001__Fenster_Doppelverglasung","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Produktdaten, Maße, Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","belgisches Schul-/Baurecht unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Villa_Welpeloo_Enschede__003__Bau_Montagelift_als_Innenlift","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Villa_Welpeloo_Enschede__004__Polystyrol_D_mmplatten","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Brand-/Zulassungsfragen unbekannt","rule_low","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__002__Aluminium_Fassadensystem","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Maßanpassung, Gestaltung, Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__007__WC_Sanit_r","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Gewährleistung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Woongroep_Boschgaard_Den_Bosch__008__Kabelgoten_Notbeleuchtung","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung, Alter","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__004__Stahl_Treppen","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Geometrie / Zulassung","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/Zinneke_Feder_Masui4ever_Brussels__007__Heizk_rper","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Gewährleistung / Hydraulik","rule_medium","label_50m_has_rechtliche_bedingung_component_label",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Grade II listing / Heritage at Risk | Denkmal-/Schutzkontext | Exakte Listen-ID unbekannt","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Grade II listing / Heritage at Risk | Denkmal-/Schutzkontext | Exakte Listen-ID unbekannt","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Grade II listing / Heritage at Risk | Denkmal-/Schutzkontext | Exakte Listen-ID unbekannt","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Tragwerkssystem | Neuer externer Stahlkern aus überwiegend reused steel | Vertikale/horizontale Lasten des Kerns | EN 1090 für CE marking genannt | Testing centres | Profilverfügbarkeit | Entwurf auf verfügbare Profile | ASBP","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung | Kein Warranty-Problem, weil CE/UKCA markiert | Zulassungs-/Versicherungsfähigkeit | EN 1090 | CE marking | Reuse-Stahl muss konform nachgewiesen werden | Cleveland / testing centres | ASBP","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung | Kein Warranty-Problem, weil CE/UKCA markiert | Zulassungs-/Versicherungsfähigkeit | EN 1090 | CE marking | Reuse-Stahl muss konform nachgewiesen werden | Cleveland / testing centres | ASBP","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung | Kein Warranty-Problem, weil CE/UKCA markiert | Zulassungs-/Versicherungsfähigkeit | EN 1090 | CE marking | Reuse-Stahl muss konform nachgewiesen werden | Cleveland / testing centres | ASBP","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung | gebrauchte Bauteile","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung | gebrauchte Bauteile","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__006__Sideboard_Holzeinbauten","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung | gebrauchte Bauteile","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__002__Innenwand_Fertigteile","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__002__Innenwand_Fertigteile","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__003__Innenwandrahmen","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__003__Innenwandrahmen","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__004__Deckenelemente","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__004__Deckenelemente","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__005__Sockel_Plinthenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__005__Sockel_Plinthenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__006__Treppen","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__006__Treppen","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__007__WBS70_Paneele","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__007__WBS70_Paneele","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht dokumentiert | Nachweis wie Neubauteil | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Gewährleistung | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__002__Innenwand_Fertigteile","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__003__Innenwandrahmen","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__004__Deckenelemente","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__005__Sockel_Plinthenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__006__Treppen","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__007__WBS70_Paneele","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Nachweis | rechtlich/technisch | gebrauchte tragende Bauteile | Genehmigungs-/Haftungsrisiko | Norm, Prüfung | Prüfpfad dokumentieren | [S4], [S5]","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Genehmigung/Haftung | Keine Projektakten gefunden.","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__002__Au_enwandelemente","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Genehmigung/Haftung | Keine Projektakten gefunden.","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__003__Innenwandelemente","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Genehmigung/Haftung | Keine Projektakten gefunden.","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__004__Kellerwandelemente","has_rechtliche_bedingung","rechtliche_bedingung/Bauordnungsrecht","Genehmigung/Haftung | Keine Projektakten gefunden.","rule_medium","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Gewaehrleistung","Zulassung/Haftung | nicht öffentlich dokumentiert | Nachweis wie neues Tragwerk | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Rechts-/Gewährleistungsunsicherheit | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_rechtliche_bedingung","rechtliche_bedingung/Zulassung_im_Einzelfall","Zulassung/Haftung | nicht öffentlich dokumentiert | Nachweis wie neues Tragwerk | allgemeine heutige Einordnung: Eurocode 2, DIN EN 206-1, DIN 1045-2 | Rechts-/Gewährleistungsunsicherheit | [S4] allgemein","rule_low","table_50m_has_rechtliche_bedingung_case_law","Gebäude\Association_house_Plauen.md"
