"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__001__Stahltr_ger","","","","","","","largely as found / Zuschnitt unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__002__Stahlst_tzen","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__003__Inverset_panels","","","","","","","reused as building components","no_precise_process_phase_target"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__004__Ramp_pier_components","","","","","","","as found","no_precise_process_phase_target"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__005__Dachgarten_Tragunterbau","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__006__Glas_Zedernfassade","","","","","","","nicht Reuse belegt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__007__Concrete_block_garage_wing","","","","","","","nicht Reuse belegt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__002__Decken_kanaalplaatvloer","","","","","","","keine Drucklage laut [S2], aber keine Reuse belegt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__008__Beleuchtung","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__009__M_bel","","","","","","","nicht bewertet","no_precise_process_phase_target"
"reuse_einsatz/BlueCity_Offices_Rotterdam__002__wiederverwendeter_Stahl","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/BlueCity_Offices_Rotterdam__003__Betonbl_cke","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/BlueCity_Offices_Rotterdam__004__Balustraden","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/BlueCity_Offices_Rotterdam__005__T_ren","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/BlueCity_Offices_Rotterdam__006__Beleuchtung","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/BlueCity_Offices_Rotterdam__007__feste_Einbauten","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Boulder_Fire_Station_3__003__Glulam_timber_columns","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Boulder_Fire_Station_3__004__Concrete_slab_on_metal_deck_composite_framing","","","","","","","neu/unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Boulder_Fire_Station_3__006__T_ren_Leuchten_Toiletten_Cabinets_aus_Hospital","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","","","","","","","wie oben","no_precise_process_phase_target"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__003__Fa_ade_support_members","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","","","","","","","nicht Reuse","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Brighton_Waste_House_Brighton__009__Fahrradschl_uche","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Brighton_Waste_House_Brighton__012__Austernschalen_Wandfliesen","","","","","","","Mahlen, Mischen, Fliesenproduktion","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__003__Fassaden_Au_enwandanteile","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__004__Fenster","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__005__T_ren","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__006__Dach","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__007__Treppen","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__008__TGA","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__003__Holz_Alu_Fenster_Au_enfenster","","","","","","","neu verglast laut nbau","no_precise_process_phase_target"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__004__Sanit_robjekte_Duschtassen","","","","","","","Reinigung/Aufbereitung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__005__Vorhangfassadenelemente_Blech_Glas","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__007__TGA_sichtbar_gef_hrt","","","","","","","auf Putz/sichtbar","no_precise_process_phase_target"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__004__Dach_Abdichtung_TGA_Sanit_r","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Charles_Malis_Molenbeek__003__Betonst_tzen_balken_Binder","","","","","","","erhalten","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Charles_Malis_Molenbeek__004__Ornamentale_Fassade","","","","","","","erhalten/saniert","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Charles_Malis_Molenbeek__005__Schalter_Counter","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__002__Au_enst_rze","","","","","","","zwei U-Profile zusammengefügt","no_precise_process_phase_target"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__004__Au_ent_ren","","","","","","","Anpassung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__005__Holzfenster","","","","","","","Anpassung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__008__Sanit_robjekte","","","","","","","Reinigung/Funktionsprüfung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__009__Leuchten","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__010__D_mmung_Boden_Wand","","","","","","","neu/restposten","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__011__D_mmung_Decke","","","","","","","neu/restposten","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__012__Betonbl_cke","","","","","","","neu/restposten","no_precise_process_phase_target"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__013__Holzrahmen_Dachtragwerk","","","","","","","neu/restposten","no_precise_process_phase_target"
"reuse_einsatz/Christ_Pavilion_Volkenroda__003__neun_kreuzf_rmige_St_tzen","","","","","","","Abbau/Wiederaufbau","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Christ_Pavilion_Volkenroda__008__Krypta_Kolonnade_Wasserbecken","","","","","","","nicht gewertet","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__Prefab_Fassadenelemente","","","","","","","Außenfinish/Isolierung freilegen; Brüstungen mit Seilsäge entfernen","no_precise_process_phase_target"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__003__Br_stungen_parapets","","","","","","","mit Seilsäge abgetrennt, gestapelt","no_precise_process_phase_target"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Fenster_TGA_Sanit_r","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Circular_Pavilion_Paris__003__Holzstruktur","","","","","","","Zuschnitt/Verarbeitung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Circular_Pavilion_Paris__005__Terrassen_Caillebotis","","","","","","","Wiederverwendung","no_precise_process_phase_target"
"reuse_einsatz/Circular_Pavilion_Paris__006__vier_gro_e_Leuchten","","","","","","","Wiederverwendung","no_precise_process_phase_target"
"reuse_einsatz/Circular_Pavilion_Paris__008__Abdichtung","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__004__Holz_aus_R_ckbauten_Dachst_hlen","","","","","","","sortiert, zugeschnitten, vorgefertigt","no_precise_process_phase_target"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__008__Betonhallen_Tragstruktur","","","","","","","erhalten","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Europa_Building_Brussels__001__Holzfensterrahmen","","","","","","","geschliffen, restauriert, lackiert, in Edelstahlrahmen gesetzt","no_precise_process_phase_target"
"reuse_einsatz/Europa_Building_Brussels__002__Glas_Stahlw_rfel","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Europa_Building_Brussels__003__Residence_Palace_Bestand","","","","","","","Restaurierung/Erhalt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Europa_Building_Brussels__004__LED_Lichttubes","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Europa_Building_Brussels__005__Photovoltaik","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Ferme_du_Rail_Paris__003__Granitbordsteine","","","","","","","Wiederverwendung ohne Bindemittel als „pierre sèche“","no_precise_process_phase_target"
"reuse_einsatz/Ferme_du_Rail_Paris__007__Holz_f_r_Schr_nke","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Ferme_du_Rail_Paris__008__textile_rezyklierte_Fasern","","","","","","","Weben / Herstellung","no_precise_process_phase_target"
"reuse_einsatz/Ferme_du_Rail_Paris__009__Metallteile","","","","","","","Transformation","no_precise_process_phase_target"
"reuse_einsatz/Ferme_du_Rail_Paris__010__Dallettes_pr_fabriqu_es","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Ferme_du_Rail_Paris__011__Holz_Strohbau","","","","","","","Neubau","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Grande_Halle_de_Colombelles__001__Mineralwolle_D_mmung","","","","","","","Identifizieren, sammeln, lagern, vorbereiten","no_precise_process_phase_target"
"reuse_einsatz/Grande_Halle_de_Colombelles__007__Au_enfenster_Au_enschreinerei","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grande_Halle_de_Colombelles__010__Metalltr_ger_Poutres_m_talliques","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grande_Halle_de_Colombelles__011__Bestand_Betonstruktur","","","","","","","Reparatur, Ferroscan, Passivierung korrodierter Bewehrung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__002__Dachbleche","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__003__Stahlbauteile_Laubeng_nge","","","","","","","Anpassung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__006__Gitterroste","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__008__T_ren","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__009__Heizk_rper_Radiatoren","","","","","","","Prüfung/Reinigung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__010__Sanit_rapparate","","","","","","","Reinigung/Anpassung unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__011__D_mmplatten","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__012__alte_Holzpfetten_des_vormaligen_Flachdachs","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__013__feste_Innenausbauten","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__002__Luftschutzraum_Deckenbereich","","","","","","","Integration der reused slabs","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__003__Fassaden","","","","","","","keine Reuse-Belege","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__004__Fenster_T_ren_TGA_Sanit_r","","","","","","","keine belegte Wiederverwendung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__002__Bekleidung_Toiletten_Outbuildings_am_Old_Pavilio","","","","","","","längere Stücke gespalten","no_precise_process_phase_target"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__003__Deckm_bel","","","","","","","durch dRMM und Hastings & Bexhill Wood Recycling","no_precise_process_phase_target"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__004__neues_Tragwerk_Besucherzentrum","","","","","","","neu gebaut","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__006__viktorianischer_Pavillon","","","","","","","Transformation / Verglasung","no_precise_process_phase_target"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__003__Treppen","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Gesamtbauteile","","","","","","","Remontage","no_precise_process_phase_target"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__005__Fassaden","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_Innen","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Holbein_Gardens_London__002__Reclaimed_stone_brickwork","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Holbein_Gardens_London__003__bestehender_Betonrahmen","","","","","","","untersucht / minimal verstärkt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Holbein_Gardens_London__004__bestehende_Fassade","","","","","","","Erhalt / Sanierung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Holbein_Gardens_London__005__CLT_Decken","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Holbein_Gardens_London__006__Cemfree_concrete","","","","","","","neu","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Holbein_Gardens_London__007__TGA","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Holbein_Gardens_London__008__Gel_nder_Treppen_Fenster_T_ren","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__002__Stahlst_tzen_aus_unteren_Geschossen_318_Oxford_S","","","","","","","taken away, re-fabricated, brought back","no_precise_process_phase_target"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__003__Repurposed_steel_von_Cleveland","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__004__Retained_1990s_concrete_frame_TBC","","","","","","","Strip back / refurbishment","no_precise_process_phase_target"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__005__Handrails_and_other_fixtures","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__006__Bricks_demolition_materials","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__002__Red_MDF_boards","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__003__Ziegel_im_Empfang","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__005__Filzpaneele","","","","","","","Recycling/Einbau","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__006__Holzgalerie","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__007__T_ren_Fenster_Sanit_r","","","","","","","refurbishment","no_precise_process_phase_target"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__001__Fassadenbekleidung_Holzfassade","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__002__Haupttragwerk_Bestand","","","","","","","keine Direct-Reuse-Wertung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__003__Fenster","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__004__T_ren","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__005__TGA","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__001__Holztr_ger_houten_balken","","","","","","","Enden ursprünglich zum Kürzen diskutiert; „Narben“ sichtbar belassen","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__002__Au_enkozijnen_Fensterrahmen","","","","","","","Farbe erneuert wegen Blasen; Einheit beibehalten","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__HSB_binnenbladen","","","","","","","Demontage und Wiedereinbau","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Vord_cher_luifels","","","","","","","Demontage, Montage","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__horizontale_Stahlroste_Sonnenschutz","","","","","","","Wiederverwendung mit Fenstereinheit","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__007__Innent_ren","","","","","","","Demontage, Anpassung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__008__Hang_und_Schlie_werk","","","","","","","Wiederverwendung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Holzfu_b_den_vloerdelen","","","","","","","Ausbau, ggf. Aufbereitung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Stra_enklinker","","","","","","","Ausbau, Reinigung, Neuverlegung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__011__Fassadenbekleidung_allgemein","","","","","","","Wiederverwendung","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","","","","","","","prüfen, ggf. anpassen","no_precise_process_phase_target"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","","","","","","","Wiederverwendung/Neumontage unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__014__Sanit_r_TGA_feste_Einbauten","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__001__Stahlstruktur_der_Traghalle_Hagenholz","","","","","","","Beschriften, sorgfältig demontieren, einlagern, 1:1 wieder aufbauen","no_precise_process_phase_target"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__006__Betriebsgeb_ude","","","","","","","unbekannt","no_precise_process_phase_target"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__007__Photovoltaik_Gr_ndach","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__008__vertikaler_Pflanzenfilter_B_ume","","","","","","","Umpflanzung","no_precise_process_phase_target"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","","","","","","","unbekannt","not_reusable_enough_for_process_phase_edge"
