sidecar_key,reltype,from_id,to_id,confidence,source_url,review_status
rel:BETEILIGT_AN:cleveland_steel_tubes->bg_stahl_mehrere_timber_square_reception_girder,BETEILIGT_AN,cleveland_steel_tubes,bg_stahl_mehrere_timber_square_reception_girder,0.4,,needs_source_url_review
rel:BETEILIGT_AN:cleveland_steel_tubes->bg_stahl_technik_timber_square_demontable_plant,BETEILIGT_AN,cleveland_steel_tubes,bg_stahl_technik_timber_square_demontable_plant,0.4,,needs_source_url_review
rel:BETEILIGT_AN:cleveland_steel_tubes->bg_stahl_traeger_timber_square,BETEILIGT_AN,cleveland_steel_tubes,bg_stahl_traeger_timber_square,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_holz_ausbau_awm_fixed_builtins,BETEILIGT_AN,concular,bg_holz_ausbau_awm_fixed_builtins,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_holz_mehrere_crclr_recycled_gallery_interior,BETEILIGT_AN,concular,bg_holz_mehrere_crclr_recycled_gallery_interior,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_holz_wand_awm_cladding_old_chairs,BETEILIGT_AN,concular,bg_holz_wand_awm_cladding_old_chairs,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_keramik_technik_crclr_sanitary_objects,BETEILIGT_AN,concular,bg_keramik_technik_crclr_sanitary_objects,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_mehrere_fassade_crclr_curtain_wall_sheet_glass,BETEILIGT_AN,concular,bg_mehrere_fassade_crclr_curtain_wall_sheet_glass,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_mehrere_mehrere_crclr_wood_aluminium_windows,BETEILIGT_AN,concular,bg_mehrere_mehrere_crclr_wood_aluminium_windows,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_stahl_mehrere_awm_cable_trays_shelves_lights,BETEILIGT_AN,concular,bg_stahl_mehrere_awm_cable_trays_shelves_lights,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_stahl_mehrere_crclr_roof_to_stair_stringers,BETEILIGT_AN,concular,bg_stahl_mehrere_crclr_roof_to_stair_stringers,0.4,,needs_source_url_review
rel:BETEILIGT_AN:concular->bg_stahl_mehrere_crclr_trusses_greenhouse,BETEILIGT_AN,concular,bg_stahl_mehrere_crclr_trusses_greenhouse,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_beton_wand_chiro_surplus_blocks,BETEILIGT_AN,gebruiktebouwmaterialen,bg_beton_wand_chiro_surplus_blocks,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_daemmstoff_daemmung_chiro_surplus_floor_wall,BETEILIGT_AN,gebruiktebouwmaterialen,bg_daemmstoff_daemmung_chiro_surplus_floor_wall,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_holz_fenster_chiro,BETEILIGT_AN,gebruiktebouwmaterialen,bg_holz_fenster_chiro,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_holz_mehrere_chiro_surplus_roof_frame,BETEILIGT_AN,gebruiktebouwmaterialen,bg_holz_mehrere_chiro_surplus_roof_frame,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_holz_tuer_chiro_external,BETEILIGT_AN,gebruiktebouwmaterialen,bg_holz_tuer_chiro_external,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_keramik_boden_chiro_tiles,BETEILIGT_AN,gebruiktebouwmaterialen,bg_keramik_boden_chiro_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_keramik_wand_chiro_tiles,BETEILIGT_AN,gebruiktebouwmaterialen,bg_keramik_wand_chiro_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_mehrere_technik_chiro_sanitary_fixtures,BETEILIGT_AN,gebruiktebouwmaterialen,bg_mehrere_technik_chiro_sanitary_fixtures,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_stahl_mehrere_chiro_u_lintels,BETEILIGT_AN,gebruiktebouwmaterialen,bg_stahl_mehrere_chiro_u_lintels,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_unbekannt_technik_chiro_luminaires,BETEILIGT_AN,gebruiktebouwmaterialen,bg_unbekannt_technik_chiro_luminaires,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_ziegel_dach_chiro_tiles,BETEILIGT_AN,gebruiktebouwmaterialen,bg_ziegel_dach_chiro_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:gebruiktebouwmaterialen->bg_ziegel_mehrere_chiro_facade,BETEILIGT_AN,gebruiktebouwmaterialen,bg_ziegel_mehrere_chiro_facade,0.4,,needs_source_url_review
rel:BETEILIGT_AN:heyne_tillett_steel->bg_stahl_mehrere_holbein_structural,BETEILIGT_AN,heyne_tillett_steel,bg_stahl_mehrere_holbein_structural,0.4,,needs_source_url_review
rel:BETEILIGT_AN:heyne_tillett_steel->bg_stahl_mehrere_timber_square_reception_girder,BETEILIGT_AN,heyne_tillett_steel,bg_stahl_mehrere_timber_square_reception_girder,0.4,,needs_source_url_review
rel:BETEILIGT_AN:heyne_tillett_steel->bg_stahl_technik_timber_square_demontable_plant,BETEILIGT_AN,heyne_tillett_steel,bg_stahl_technik_timber_square_demontable_plant,0.4,,needs_source_url_review
rel:BETEILIGT_AN:heyne_tillett_steel->bg_stahl_traeger_timber_square,BETEILIGT_AN,heyne_tillett_steel,bg_stahl_traeger_timber_square,0.4,,needs_source_url_review
rel:BETEILIGT_AN:new_horizon_urban_mining->bg_holz_boden_circl_window_frame_floor,BETEILIGT_AN,new_horizon_urban_mining,bg_holz_boden_circl_window_frame_floor,0.4,,needs_source_url_review
rel:BETEILIGT_AN:new_horizon_urban_mining->bg_mehrere_fenster_circl_conference_windows,BETEILIGT_AN,new_horizon_urban_mining,bg_mehrere_fenster_circl_conference_windows,0.4,,needs_source_url_review
rel:BETEILIGT_AN:new_horizon_urban_mining->bg_textil_wand_circl_clothing_felt,BETEILIGT_AN,new_horizon_urban_mining,bg_textil_wand_circl_clothing_felt,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_beton_wand_chiro_surplus_blocks,BETEILIGT_AN,rotordc,bg_beton_wand_chiro_surplus_blocks,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_holz_fenster_chiro,BETEILIGT_AN,rotordc,bg_holz_fenster_chiro,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_holz_mehrere_chiro_surplus_roof_frame,BETEILIGT_AN,rotordc,bg_holz_mehrere_chiro_surplus_roof_frame,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_holz_tuer_chiro_external,BETEILIGT_AN,rotordc,bg_holz_tuer_chiro_external,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_keramik_boden_chiro_tiles,BETEILIGT_AN,rotordc,bg_keramik_boden_chiro_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_keramik_mehrere_maison_vignette_terracotta_floor_tiles,BETEILIGT_AN,rotordc,bg_keramik_mehrere_maison_vignette_terracotta_floor_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_keramik_wand_chiro_tiles,BETEILIGT_AN,rotordc,bg_keramik_wand_chiro_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_mehrere_technik_chiro_sanitary_fixtures,BETEILIGT_AN,rotordc,bg_mehrere_technik_chiro_sanitary_fixtures,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_metall_tuer_umar_wabbes_handles,BETEILIGT_AN,rotordc,bg_metall_tuer_umar_wabbes_handles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_mineralisch_wand_umar_recycled_bricks,BETEILIGT_AN,rotordc,bg_mineralisch_wand_umar_recycled_bricks,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_naturstein_boden_multi_granite_natural_tiles,BETEILIGT_AN,rotordc,bg_naturstein_boden_multi_granite_natural_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_naturstein_mehrere_multi_blaustein_facade_slabs,BETEILIGT_AN,rotordc,bg_naturstein_mehrere_multi_blaustein_facade_slabs,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_stahl_mehrere_chiro_u_lintels,BETEILIGT_AN,rotordc,bg_stahl_mehrere_chiro_u_lintels,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_stahl_technik_multi_reinstalled_elevator_motors,BETEILIGT_AN,rotordc,bg_stahl_technik_multi_reinstalled_elevator_motors,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_unbekannt_technik_chiro_luminaires,BETEILIGT_AN,rotordc,bg_unbekannt_technik_chiro_luminaires,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_ziegel_dach_chiro_tiles,BETEILIGT_AN,rotordc,bg_ziegel_dach_chiro_tiles,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_ziegel_mehrere_chiro_facade,BETEILIGT_AN,rotordc,bg_ziegel_mehrere_chiro_facade,0.4,,needs_source_url_review
rel:BETEILIGT_AN:rotordc->bg_ziegel_mehrere_maison_vignette_facade_claustra,BETEILIGT_AN,rotordc,bg_ziegel_mehrere_maison_vignette_facade_claustra,0.4,,needs_source_url_review
rel:BETEILIGT_AN:symmetrys->bg_stahl_mehrere_55gss_external_core,BETEILIGT_AN,symmetrys,bg_stahl_mehrere_55gss_external_core,0.4,,needs_source_url_review
rel:BETRIEBEN_VON:software_concular->concular,BETRIEBEN_VON,software_concular,concular,0.4,,needs_source_url_review
rel:BETRIEBEN_VON:software_opalis->opalis,BETRIEBEN_VON,software_opalis,opalis,0.4,,needs_source_url_review
rel:BETRIEBEN_VON:tool_hts_stockmatcher->heyne_tillett_steel,BETRIEBEN_VON,tool_hts_stockmatcher,heyne_tillett_steel,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:cycle_up->ar_fachplanung_nachweis,HAT_AKTEURROLLE,cycle_up,ar_fachplanung_nachweis,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:heyne_tillett_steel->ar_tragwerksplanung,HAT_AKTEURROLLE,heyne_tillett_steel,ar_tragwerksplanung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_concular->ar_materialbroker,HAT_AKTEURROLLE,software_concular,ar_materialbroker,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_concular->ar_software_digitalisierung,HAT_AKTEURROLLE,software_concular,ar_software_digitalisierung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_ecotool->ar_fachplanung_nachweis,HAT_AKTEURROLLE,software_ecotool,ar_fachplanung_nachweis,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_ecotool->ar_nachhaltigkeitsberatung,HAT_AKTEURROLLE,software_ecotool,ar_nachhaltigkeitsberatung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_ecotool->ar_software_digitalisierung,HAT_AKTEURROLLE,software_ecotool,ar_software_digitalisierung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_opalis->ar_forschung_dokumentation,HAT_AKTEURROLLE,software_opalis,ar_forschung_dokumentation,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_opalis->ar_materialbroker,HAT_AKTEURROLLE,software_opalis,ar_materialbroker,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_opalis->ar_software_digitalisierung,HAT_AKTEURROLLE,software_opalis,ar_software_digitalisierung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:software_qflow->ar_software_digitalisierung,HAT_AKTEURROLLE,software_qflow,ar_software_digitalisierung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:symmetrys->ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,symmetrys,ar_reuse_zirkularitaetsberatung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:tool_hts_stockmatcher->ar_materialbroker,HAT_AKTEURROLLE,tool_hts_stockmatcher,ar_materialbroker,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:tool_hts_stockmatcher->ar_software_digitalisierung,HAT_AKTEURROLLE,tool_hts_stockmatcher,ar_software_digitalisierung,0.4,,needs_source_url_review
rel:HAT_AKTEURROLLE:tool_qflow->ar_software_digitalisierung,HAT_AKTEURROLLE,tool_qflow,ar_software_digitalisierung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:akt_ii->bt_decke,HAT_BAUTEILTYP,akt_ii,bt_decke,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:articonnex->bt_ausbau,HAT_BAUTEILTYP,articonnex,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:articonnex->bt_boden,HAT_BAUTEILTYP,articonnex,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:articonnex->bt_daemmung,HAT_BAUTEILTYP,articonnex,bt_daemmung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:articonnex->bt_fassade,HAT_BAUTEILTYP,articonnex,bt_fassade,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:articonnex->bt_traeger,HAT_BAUTEILTYP,articonnex,bt_traeger,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:backacia->bt_ausbau,HAT_BAUTEILTYP,backacia,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:backacia->bt_boden,HAT_BAUTEILTYP,backacia,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:backacia->bt_daemmung,HAT_BAUTEILTYP,backacia,bt_daemmung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:backacia->bt_fenster,HAT_BAUTEILTYP,backacia,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:backacia->bt_technik,HAT_BAUTEILTYP,backacia,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:backacia->bt_wand,HAT_BAUTEILTYP,backacia,bt_wand,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:baticycle->bt_daemmung,HAT_BAUTEILTYP,baticycle,bt_daemmung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:baticycle->bt_fenster,HAT_BAUTEILTYP,baticycle,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:baticycle->bt_treppe,HAT_BAUTEILTYP,baticycle,bt_treppe,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:batrecup->bt_fenster,HAT_BAUTEILTYP,batrecup,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:batrecup->bt_tuer,HAT_BAUTEILTYP,batrecup,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_basel_overall->bt_dach,HAT_BAUTEILTYP,bauteilboerse_basel_overall,bt_dach,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_basel_overall->bt_decke,HAT_BAUTEILTYP,bauteilboerse_basel_overall,bt_decke,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_basel_overall->bt_gelaender,HAT_BAUTEILTYP,bauteilboerse_basel_overall,bt_gelaender,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_basel_overall->bt_traeger,HAT_BAUTEILTYP,bauteilboerse_basel_overall,bt_traeger,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_basel_overall->bt_tuer,HAT_BAUTEILTYP,bauteilboerse_basel_overall,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_basel_overall->bt_wand,HAT_BAUTEILTYP,bauteilboerse_basel_overall,bt_wand,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_ausbau,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_fassade,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_fassade,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_fenster,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_gelaender,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_gelaender,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_technik,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_treppe,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_treppe,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilboerse_bremen->bt_tuer,HAT_BAUTEILTYP,bauteilboerse_bremen,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_ausbau,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_boden,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_dach,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_dach,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_decke,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_decke,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_technik,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_treppe,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_treppe,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_tuer,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilladen_winterthur->bt_wand,HAT_BAUTEILTYP,bauteilladen_winterthur,bt_wand,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilnetz_deutschland->bt_fenster,HAT_BAUTEILTYP,bauteilnetz_deutschland,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilnetz_deutschland->bt_technik,HAT_BAUTEILTYP,bauteilnetz_deutschland,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:bauteilnetz_deutschland->bt_tuer,HAT_BAUTEILTYP,bauteilnetz_deutschland,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:btvz_zuerichsee_oberland->bt_ausbau,HAT_BAUTEILTYP,btvz_zuerichsee_oberland,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:btvz_zuerichsee_oberland->bt_boden,HAT_BAUTEILTYP,btvz_zuerichsee_oberland,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:building_spares_market->bt_ausbau,HAT_BAUTEILTYP,building_spares_market,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:building_spares_market->bt_technik,HAT_BAUTEILTYP,building_spares_market,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cleveland_steel_tubes->bt_stuetze,HAT_BAUTEILTYP,cleveland_steel_tubes,bt_stuetze,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cleveland_steel_tubes->bt_traeger,HAT_BAUTEILTYP,cleveland_steel_tubes,bt_traeger,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_ausbau,HAT_BAUTEILTYP,concular,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_boden,HAT_BAUTEILTYP,concular,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_dach,HAT_BAUTEILTYP,concular,bt_dach,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_daemmung,HAT_BAUTEILTYP,concular,bt_daemmung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_decke,HAT_BAUTEILTYP,concular,bt_decke,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_fassade,HAT_BAUTEILTYP,concular,bt_fassade,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_fenster,HAT_BAUTEILTYP,concular,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_technik,HAT_BAUTEILTYP,concular,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_traeger,HAT_BAUTEILTYP,concular,bt_traeger,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_treppe,HAT_BAUTEILTYP,concular,bt_treppe,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_tuer,HAT_BAUTEILTYP,concular,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:concular->bt_wand,HAT_BAUTEILTYP,concular,bt_wand,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cycle_zero->bt_boden,HAT_BAUTEILTYP,cycle_zero,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cycle_zero->bt_daemmung,HAT_BAUTEILTYP,cycle_zero,bt_daemmung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cycle_zero->bt_fenster,HAT_BAUTEILTYP,cycle_zero,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cycle_zero->bt_technik,HAT_BAUTEILTYP,cycle_zero,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:cycle_zero->bt_tuer,HAT_BAUTEILTYP,cycle_zero,bt_tuer,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:enviromate->bt_dach,HAT_BAUTEILTYP,enviromate,bt_dach,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:enviromate->bt_wand,HAT_BAUTEILTYP,enviromate,bt_wand,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:genbyg->bt_ausbau,HAT_BAUTEILTYP,genbyg,bt_ausbau,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:genbyg->bt_boden,HAT_BAUTEILTYP,genbyg,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:genbyg->bt_dach,HAT_BAUTEILTYP,genbyg,bt_dach,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:genbyg->bt_wand,HAT_BAUTEILTYP,genbyg,bt_wand,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:heyne_tillett_steel->bt_stuetze,HAT_BAUTEILTYP,heyne_tillett_steel,bt_stuetze,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:heyne_tillett_steel->bt_traeger,HAT_BAUTEILTYP,heyne_tillett_steel,bt_traeger,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_boden,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_boden,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_dach,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_dach,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_daemmung,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_daemmung,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_fenster,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_fenster,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_technik,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_technik,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_traeger,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_traeger,0.4,,needs_source_url_review
rel:HAT_BAUTEILTYP:materialenbank_leuven_atelier_circuler->bt_tuer,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler,bt_tuer,0.4,,needs_source_url_review
